Extr Set Date,tube_ID,Phytoene,Phytofluene,Zeta Carotene, Beta Carotene,Violaxanthin peak 1,Violaxanthin peak 2,Lutein,,,,
7162024,378,125.78,54.83,27.77,5828.83,123.8,179.7,227.72,,,,
7162024,379,1007.06,504.3,293.32,10006.56,130.52,190.31,224.13,,,,
7162024,381,1221.89,632.85,353.73,8750.48,87.63,115.2,167.64,,,,
7162024,382,406,234.74,258.3,9890.27,93.9,122.03,82.11,,,,
7162024,383,813.96,432.25,287.14,9353.34,117,144.79,218.56,,,,
7162024,387,53.82,34.91,25.74,4352.79,128.12,157.95,583.83,,,,
7162024,388,34.04,16.28,14.06,5649.72,112.67,145.23,327.64,,,,
7162024,389,93.45,54.39,37.45,6072.07,115.74,160.14,479.9,,,,
7162024,390,50.74,21.35,16.06,6167.41,103.48,139.61,270.65,,,,
7162024,391,725.94,353.72,92.69,6055.98,0,196.1,150.59,,,,
7162024,392,187.67,87.48,37.57,5328.49,134.44,188.4,123.21,,,,
7162024,394,273.8,143.56,76.96,6500.16,151.7,186.11,89.17,,,,
7162024,395,1717.17,870.45,169.42,5426.86,141.06,179.58,136.07,,,,
7162024,398,225.26,131.45,89.82,5309.58,170.89,213.51,0,,,,
7162024,399,954.95,545.06,261.53,6073.08,177.63,226.35,54.98,,,,
7162024,400,330.55,188.1,142.45,6553.07,172.7,228.8,0,,,,
7162024,401,850.4,507.65,300.86,6630.34,189.75,248.32,39.58,,,,
7162024,402,271.2,161.7,147.64,7134.84,145.64,195.82,0,,,,
7162024,403,357.77,171.81,81.59,0,131.79,170.26,279.97,,,,
7162024,405,342.81,169.86,64.31,4024.1,107.18,134.8,233.62,,,,
7162024,406,168.7,76.14,41.22,3235.39,162.78,225.18,282.05,,,,
7162024,407,356.36,167.16,61.63,3821.8,102.66,140.47,209.09,,,,
7162024,408,153.72,71.3,30.67,3236.29,162.73,230,198.76,,,,
7162024,411,2266.82,1337.01,1244.85,18584.31,101.48,131.72,310.32,,,,
7162024,418,329.27,199.1,238.33,9718.87,78.65,113.3,158.95,,,,
7162024,424,216.76,109.03,68.14,4064.93,233.16,323.95,134.44,,,,
7162024,S17,219.71,109.04,12.12,3388.09,133.82,170.71,34.72,,,,
7162024,S18,179.58,90.34,9.67,2951.94,111.51,145.45,33.76,,,,
8072024,241,1387.87,1025.95,1443.25,11092.69,85.02,120.88,93.72,,,,
8072024,245,1664.46,1101.71,1308.51,18635.24,175.3,187.74,570.15,,,,
8072024,247,839.94,385.36,96.59,5901.21,279.06,364.74,214.99,,,,
8072024,248,159.41,74.01,40.06,5462.96,193.37,278.77,66.49,,,,
8072024,249,746.41,315.7,66.26,4776.28,144.03,269.86,212.52,,,,
8072024,250,221,82.45,32.94,6112.35,174.68,249.48,107.31,,,,
8072024,252,209.38,88.96,43.75,4858.96,192.92,325,74.17,,,,
8072024,253,35.24,0,0,895.46,60.35,89.71,63.79,,,,
8072024,254,0,0,0,1136.41,65.46,84.6,46.93,,,,
8072024,255,116.47,43.51,0,1487.13,99.75,145.92,211.66,,,,
8072024,257,68.47,22.35,9.64,1214.83,72.37,131.41,60.89,,,,
8072024,258,0,0,0,1292.36,67.43,111.38,63.18,,,,
8072024,260,112.55,54.33,33.21,4272.2,255.23,387.86,115.21,,,,
8072024,261,249.13,130.9,99.5,8757.66,281.1,386.28,655.27,,,,
8072024,262,271.7,132.43,98.61,8341.19,404.89,582.35,372.78,,,,
8072024,263,131.1,78.14,55.73,5924.02,255.85,348.67,278.26,,,,
8072024,264,85.94,46.22,33.24,4648.41,235.02,295.39,231.67,,,,
8072024,266,0,0,0,949.75,51.86,77.05,16.3,,,,
8072024,267,26.04,0,0,1285.66,80.01,150.71,0,,,,
8072024,268,0,0,0,1140.48,80.52,110.66,0,,,,
8072024,269,32.59,0,0,976.66,49.65,74.04,0,,,,
8072024,270,0,0,0,781.82,65.84,90,0,,,,
8072024,272,298.64,173.32,134.96,7545.11,168.7,226.74,107.65,,,,
8072024,273,868.22,498.33,365.93,9265.44,160.08,243.14,130.33,,,,
8072024,275,376.63,209.82,79.91,3119.55,76.64,112.88,162.88,,,,
8072024,276,317.75,165.85,93.07,7017.77,155.8,203.77,203.98,,,,
8072024,287,0,0,0,1132.19,107.37,139.02,72.62,,,,
8072024,292,112.88,57.41,55.04,6999.48,233.53,285.55,104.68,,,,
8072024,293,463.28,241.45,143.37,7692.3,230.08,361.35,209.92,,,,
8072024,296,722.16,352.62,287.82,10287.9,123.3,163.62,207.36,,,,
8072024,297,1339.98,688.98,411.58,9228.11,132.55,191.68,140.87,,,,
8072024,298,610.77,309.81,226.38,7819.04,120.16,157.64,60.64,,,,
8072024,301,82.75,46.22,29.82,3406.28,157.21,198.49,0,,,,
8072024,306,43.6,25.2,0,3195.4,117,166.6,65.2,,,,
8072024,307,238.99,104.84,38.56,3869.05,141.39,201.24,92.79,,,,
8072024,308,0,0,0,3468.19,137,201.01,111.49,,,,
8072024,309,0,0,0,2683.81,109.77,171.81,58.72,,,,
8072024,311,226.53,100.86,35.47,4001.4,116.03,174.87,106.19,,,,
8072024,312,31.58,0,7.07,4119.87,122.34,174.02,107.1,,,,
8072024,362,61,33,26.4,6183.6,152.6,179.4,313.8,,,,
8072024,364,92.23,48.98,38.71,6718.95,138.05,150.69,241.54,,,,
8072024,366,79.8,42.4,34.4,5684.2,179.2,226.2,420.6,,,,
8072024,370,509.62,291.88,275.24,11221.37,122.77,154.17,153.79,,,,
8072024,380,337.88,187.55,201.67,11063.25,153.08,170.5,98.08,,,,
8072024,384,297.66,163.55,159.32,10268.06,174.04,202.47,156.9,,,,
8072024,393,1094,544.6,168.6,6173.2,165,223.2,148.6,,,,
8072024,S19,150.86,76.55,7.9,3087.11,121.91,149.04,43.94,,,,
8072024,S20,157.08,79.89,7.89,2726.97,128.24,150.65,48.14,,,,
8152024,38,164.29,79.38,33.18,3812.58,295.73,406.67,329.24,,,,
8152024,45,1803,870.3,435.3,11562.9,236.7,348,284.1,,,,
8152024,100,313.97,138.58,61.25,6601.79,371.51,478.54,160.85,,,,
8152024,101,634.67,327.04,61.82,5490.69,363.78,641.83,102.14,,,,
8152024,104,0,0,0,1090.93,114.47,191.55,66.91,,,,
8152024,106,0,0,0,1506.04,111.31,165.33,65.21,,,,
8152024,108,0,0,0,1232.95,137.1,141.37,164.33,,,,
8152024,109,530.56,290.09,92.59,7359.64,376.67,692.04,91.32,,,,
8152024,112,52.98,0,0,5329.94,158.93,308.57,0,,,,
8152024,113,324.74,160.17,58.21,8579.7,306.49,499.06,0,,,,
8152024,114,121.35,49.59,32.03,8778.31,207.9,390.85,0,,,,
8152024,115,131.29,68.93,36.97,3889.09,211.81,326.18,0,,,,
8152024,116,174.22,77.75,39.03,6136.59,258.63,400.47,73.3,,,,
8152024,118,167.09,76.78,35.87,5190.11,253.62,381.38,82.13,,,,
8152024,119,267.9,133.21,65.71,5979.01,185.17,359.3,72.58,,,,
8152024,120,218.83,101.39,44.19,4965.25,211.26,370.46,63.26,,,,
8152024,168,3305.15,1760.22,810.04,15319.61,106.57,160.78,107.8,,,,
8152024,211,1761.85,1137.49,594.55,11398.15,145.91,195.22,0,,,,
8152024,214,565.31,363.25,377.26,13196.65,229.22,296.96,0,,,,
8152024,220,154.24,62.66,32.78,4727.78,198.58,277.31,146.53,,,,
8152024,223,228.08,101.98,26.56,3873.46,239.99,305.03,76.03,,,,
8152024,228,60.76,0,21.23,4627.23,257.09,362.93,0,,,,
8152024,243,2111.84,1520.93,1925.73,19873.57,184.76,242.94,357.67,,,,
8152024,251,1177.69,521.2,156.17,9218.09,318.12,526.34,332.9,,,,
8152024,259,439.16,231.82,167.67,12319.87,500.77,688.99,389.93,,,,
8152024,265,142.8,71.4,30.78,2344.14,46.33,126.3,0,,,,
8152024,271,1490.51,774.9,559.97,14267.33,240.77,443.54,178.14,,,,
8152024,291,748.98,390.4,198.62,10705.49,223.59,384.45,228.35,,,,
8152024,295,1650.88,762.37,508.05,19467.95,191.25,286.59,242,,,,
8152024,299,1571.81,711.77,368.27,14721.05,177.52,238.85,334.22,,,,
8152024,303,308.62,157.39,88.4,4928.92,231,386.85,65.6,,,,
8152024,305,272.77,146.63,93.99,8224.89,281.96,539.54,119.78,,,,
8152024,313,817.92,474.56,204.16,11564.16,360.96,606.08,956.48,,,,
8152024,314,464.1,197.88,181.22,15821.56,417.86,735.42,726.58,,,,
8152024,315,1205.98,614.59,305.36,10700.73,288.41,508.14,984.77,,,,
8152024,316,488.75,214.37,154.98,12360.34,622.07,846.95,590.21,,,,
8152024,317,799.22,399.47,197.45,10365.87,284.19,520.45,1056.3,,,,
8152024,318,393.09,150.37,114.85,10605.09,416.47,631.07,843.3,,,,
8152024,396,639.2,311.45,128.15,10568.73,176.09,287.95,158.55,,,,
8152024,404,423.98,213.61,139.39,10410.52,271.04,327.83,435.6,,,,
8152024,412,1237.01,736.67,974.76,25483.07,87.81,155.58,337.98,,,,
8152024,417,1655.23,807.49,744.14,15668.76,145.93,223.48,813.11,,,,
8152024,419,2048.52,1061.24,790.34,12313.77,139.03,213.28,387.57,,,,
8152024,420,497.38,244.18,278.36,11889.52,91.65,141.97,201.93,,,,
8152024,423,170.69,81.31,31.62,2321.59,167.79,245.55,0,,,,
8152024,435,1280.33,849.52,595.82,12192.72,72.19,111.97,0,,,,
8152024,439,950.75,488.03,329.93,14114.68,109.89,204.96,376.26,,,,
8152024,445,0,0,0,1175.66,48.76,74.33,110.01,,,,
8152024,449,0,0,0,1462.37,72.55,133.71,65.39,,,,
8152024,452,29.3,0,0,1908.9,100.34,165.46,74.59,,,,
8152024,453,0,0,0,1455.93,102.28,143.93,103.63,,,,
8152024,454,0,0,0,1537.02,82.16,118.5,94.48,,,,
8152024,455,0,0,0,1631.66,100.12,173.02,75.17,,,,
8152024,470,60.38,0,27.53,13996.66,141.19,232.06,0,,,,
8152024,475,2062.2,1377.73,1166.23,17810.21,200.23,327.4,447.43,,,,
8152024,478,516.43,318.57,500.32,10850.16,149.81,226.98,418.91,,,,
8152024,S21,168.35,110.76,11.64,2921.68,134.05,178.1,45.31,,,,
8152024,S22,159.38,94.04,10.38,2775.17,115.72,168.24,41.53,,,,
