Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
3_G11_218_X8_415_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	88.74562362585772	38.0	104.05486608695625	107	27.27272727272727	25539073.0
3_G11_218_X8_415_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	39.782324081538704	38.0	112.08395081528606	122	18.181818181818183	25539073.0
3_G12_302_C17_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	87.35119714677123	37.0	100.97027262857314	102	27.27272727272727	25450047.0
3_G12_302_C17_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	28.035731249951652	38.0	109.22965934011832	117	18.181818181818183	25450047.0
3_H01_101_X2_24_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	80.75008602518943	40.0	109.44252505049096	112	27.27272727272727	6667035.0
3_H01_101_X2_24_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	41.15129325379128	41.0	114.32780973851195	122	27.27272727272727	6667035.0
3_H02_412_X11_68_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	27.1556652024791	36.0	92.8384981045791	92	27.27272727272727	16619.0
3_H02_412_X11_68_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	11.113785426319282	37.0	101.91864733136771	107	27.27272727272727	16619.0
3_H03_303_X11_68_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	60.06190307392213	37.0	84.55501878690285	82	36.36363636363637	709803.0
3_H03_303_X11_68_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	24.574548193207264	38.0	97.6078841594076	97	27.27272727272727	709803.0
3_H04_BLANK_10479813_22MM3HLT4_L3_R1_trimmed2	41.20619946091644	38.0	105.15644654088051	112	18.181818181818183	8904.0
3_H04_BLANK_10479813_22MM3HLT4_L3_R2_trimmed2	6.030997304582215	38.0	109.8989218328841	122	27.27272727272727	8904.0
3_H05_109_X11_68_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	58.95299891515416	39.0	88.48880328554698	87	27.27272727272727	690783.0
3_H05_109_X11_68_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	17.709813565643998	41.0	102.05329748994981	107	36.36363636363637	690783.0
3_H06_109_X11_68_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	90.85305469839633	38.0	114.42656579446857	127	27.27272727272727	26748434.0
3_H06_109_X11_68_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	27.027699075617093	38.0	118.01641180190212	132	18.181818181818183	26748434.0
3_H07_403_A20_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	90.72017488881083	37.0	111.28051883361094	122	18.181818181818183	28330547.0
3_H07_403_A20_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	40.674927102598666	37.0	113.90364548908993	127	18.181818181818183	28330547.0
3_H08_105_X5_66_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	87.96309303702742	37.0	96.65500166291494	97	18.181818181818183	21233798.0
3_H08_105_X5_66_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	26.610294802862782	38.0	109.42755648330082	117	18.181818181818183	21233798.0
3_H09_112_X4_67_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	88.06928822344773	37.0	113.68335009082557	127	18.181818181818183	30557476.0
3_H09_112_X4_67_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	22.50854657878716	38.0	118.45957123553005	132	18.181818181818183	30557476.0
3_H10_205_X1_54_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	58.36280699981279	39.0	86.10593383774552	87	27.27272727272727	824458.0
3_H10_205_X1_54_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	30.807677492313886	40.0	96.81285523337756	97	27.27272727272727	824458.0
3_H11_218_X8_415_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2	85.2947393701698	41.0	86.36168323895556	87	27.27272727272727	16687898.0
3_H11_218_X8_415_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2	35.13847053505566	41.0	101.05804020374525	107	18.181818181818183	16687898.0
3_H12_304_X5_31_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	88.30122898147071	36.0	110.80826866064291	122	18.181818181818183	22335806.0
3_H12_304_X5_31_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	23.162436510254523	37.0	113.79336913116097	127	18.181818181818183	22335806.0
4_A01_304_X5_31_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	63.3354883794116	36.0	100.65763441534354	112	18.181818181818183	4785075.0
4_A01_304_X5_31_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	24.186242028652927	37.0	104.39115248977289	117	27.27272727272727	4785075.0
4_A02_319_X8_37_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2	77.94173373292999	37.0	111.01680098845567	127	27.27272727272727	10442957.0
4_A02_319_X8_37_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2	28.5604556818419	37.0	112.07223519162245	127	18.181818181818183	10442957.0
4_A03_407_X2_24_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	76.56306844493571	36.0	109.44559813675289	122	27.27272727272727	13092842.0
4_A03_407_X2_24_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	26.646256415213415	36.0	112.09668076648293	127	18.181818181818183	13092842.0
4_A04_317_X4_42_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	80.31367336915908	36.0	116.75621778970658	137	18.181818181818183	12556351.0
4_A04_317_X4_42_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	34.518837743496164	36.0	115.57108685477174	132	18.181818181818183	12556351.0
4_A05_220_X10_39_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	74.18887700817976	37.0	121.85559519107582	137	18.181818181818183	9578109.0
4_A05_220_X10_39_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	20.899277224116943	36.0	118.32012435857642	132	18.181818181818183	9578109.0
4_A06_407_X2_24_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	77.39153683220755	37.0	116.54934043329305	137	18.181818181818183	15971546.0
4_A06_407_X2_24_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	24.25453128065807	36.0	115.42283671223812	132	18.181818181818183	15971546.0
4_A07_418_X5_36_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	78.15768354948105	37.0	116.54355956952189	137	18.181818181818183	13649010.0
4_A07_418_X5_36_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	30.649652006147335	36.0	114.32010490138113	132	18.181818181818183	13649010.0
4_A08_218_X8_415_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	80.32232412223334	37.0	119.24917911768391	137	18.181818181818183	15483340.0
4_A08_218_X8_415_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	21.86133149337502	37.0	117.86719125201668	132	18.181818181818183	15483340.0
4_A09_313_X1_54_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	83.6824720108101	38.0	113.63585860021296	132	18.181818181818183	26564255.0
4_A09_313_X1_54_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	39.44487395651998	37.0	112.4622999214546	127	18.181818181818183	26564255.0
4_A10_101_X2_24_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	82.26188813480496	37.0	118.48864381550075	137	18.181818181818183	26268594.0
4_A10_101_X2_24_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	21.754317463371095	36.0	118.15037534936205	132	18.181818181818183	26268594.0
4_A11_303_X11_68_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	81.28069834890023	36.0	114.6046768836153	137	27.27272727272727	18061557.0
4_A11_303_X11_68_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	21.49965309377751	37.0	115.12424493635848	132	18.181818181818183	18061557.0
4_A12_403_A20_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	79.82234856765193	37.0	115.75381957071538	137	18.181818181818183	21759317.0
4_A12_403_A20_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	23.690167789878345	36.0	114.04483261124419	132	18.181818181818183	21759317.0
4_B01_304_X5_31_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	79.97310599968871	37.0	119.10006447783569	137	18.181818181818183	14600366.0
4_B01_304_X5_31_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	21.047688107643395	37.0	120.53354395362418	132	18.181818181818183	14600366.0
4_B02_319_X8_37_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	83.1773669146523	37.0	119.86677927026439	137	18.181818181818183	18225587.0
4_B02_319_X8_37_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	27.866449786330506	37.0	119.75644169924404	132	18.181818181818183	18225587.0
4_B03_409_X2_45_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	73.94763096295175	42.0	104.2532840224144	112	36.36363636363637	2075808.0
4_B03_409_X2_45_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	36.58372788959019	42.0	112.04086842328385	122	27.27272727272727	2075808.0
4_B04_319_X8_37_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	89.06302441771744	38.0	120.65059253916468	137	18.181818181818183	23118725.0
4_B04_319_X8_37_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	26.049567673579304	39.0	124.21621412945566	137	18.181818181818183	23118725.0
4_B05_418_X5_36_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	83.05906430767483	37.0	125.97440716856478	137	18.181818181818183	16392012.0
4_B05_418_X5_36_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	18.560757504698202	37.0	125.06513721439443	137	18.181818181818183	16392012.0
4_B06_207_A04_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	85.52086228740163	37.0	120.3913081980902	137	18.181818181818183	25881906.0
4_B06_207_A04_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	30.732043630194852	37.0	121.01613459225143	132	18.181818181818183	25881906.0
4_B07_403_A20_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	87.42517032581499	38.0	130.2471046499214	137	18.181818181818183	24681385.0
4_B07_403_A20_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	23.79179658899831	36.0	121.3670652193951	132	18.181818181818183	24681385.0
4_B08_220_X10_39_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	85.14260028898713	37.0	125.6809030871444	137	18.181818181818183	24469798.0
4_B08_220_X10_39_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	30.862087523587547	37.0	122.73419989000318	132	18.181818181818183	24469798.0
4_B09_205_X1_54_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2	86.80744145525108	37.0	119.72391101392388	132	18.181818181818183	21262967.0
4_B09_205_X1_54_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2	37.7381049464558	38.0	120.48055631182609	132	18.181818181818183	21262967.0
4_B10_207_A04_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	90.03984863541008	37.0	114.86021861543557	127	18.181818181818183	99627.0
4_B10_207_A04_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	17.754223252732686	36.0	117.06364740481997	132	27.27272727272727	99627.0
4_B11_101_X2_24_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2	80.97563407882141	37.0	126.15211342380356	137	18.181818181818183	15351275.0
4_B11_101_X2_24_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2	26.27120848249986	36.0	122.02707312584785	132	18.181818181818183	15351275.0
4_B12_307_A03_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	84.89238643488639	37.0	122.78071953227827	137	18.181818181818183	22139660.0
4_B12_307_A03_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	26.92649862338577	37.0	122.8821302585496	132	18.181818181818183	22139660.0
4_C01_307_A03_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2	73.01326541779129	37.0	120.47686378961006	137	18.181818181818183	6886413.0
4_C01_307_A03_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2	21.173491996488025	37.0	119.94290351159594	132	18.181818181818183	6886413.0
4_C02_319_X8_37_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	79.81175362730971	39.0	124.6429940817995	137	18.181818181818183	7675475.0
4_C02_319_X8_37_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	22.696429545153237	38.0	121.67352704555744	132	18.181818181818183	7675475.0
4_C03_409_X2_45_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2	84.11399630770653	38.0	122.3323169366682	137	18.181818181818183	16818237.0
4_C03_409_X2_45_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2	26.73102105852999	38.0	121.92988563545632	132	18.181818181818183	16818237.0
4_C04_106_X4_46_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	80.64301711490535	38.0	113.06165402173019	122	27.27272727272727	7557966.0
4_C04_106_X4_46_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	32.61577124102702	38.0	117.50935635328341	132	18.181818181818183	7557966.0
4_C05_118_C14_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	83.11866775699929	38.0	126.43205684524092	137	18.181818181818183	13176125.0
4_C05_118_C14_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	32.53919773267913	37.0	122.50943414698935	132	18.181818181818183	13176125.0
4_C06_409_X2_45_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	84.787811732134	38.0	124.60712616321264	137	18.181818181818183	17459297.0
4_C06_409_X2_45_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	24.742996144534985	37.0	122.88891912429234	132	18.181818181818183	17459297.0
4_C07_307_A03_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	84.63371697820018	38.0	114.98624236091692	127	27.27272727272727	17422248.0
4_C07_307_A03_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	30.694961915224795	38.0	118.63155724795101	132	18.181818181818183	17422248.0
4_C08_218_X8_415_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	85.91258875105461	38.0	113.38146435242676	122	27.27272727272727	15479006.0
4_C08_218_X8_415_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	35.13662180787354	39.0	118.23184977123208	132	27.27272727272727	15479006.0
4_C09_115_X1_54_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	76.19003160807985	38.0	106.26972719151249	112	27.27272727272727	4596118.0
4_C09_115_X1_54_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	31.577509445925315	39.0	113.3872609449975	122	27.27272727272727	4596118.0
4_C10_210_X11_68_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	67.78353512081588	38.0	114.01366786048794	127	36.36363636363637	933138.0
4_C10_210_X11_68_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	24.56204680842157	38.0	117.4017197884986	132	27.27272727272727	933138.0
4_C11_101_X2_24_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	85.50163983746344	37.0	122.31671369564431	137	18.181818181818183	21959865.0
4_C11_101_X2_24_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	18.978716180723666	37.0	123.98431606933832	137	18.181818181818183	21959865.0
4_C12_101_X2_24_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	82.54679136432978	37.0	128.22098817596464	137	18.181818181818183	17537160.0
4_C12_101_X2_24_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	16.261042381616775	36.0	122.8429830713753	137	18.181818181818183	17537160.0
4_D01_307_A03_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	74.72868981887072	38.0	121.82032567173013	137	18.181818181818183	7727843.0
4_D01_307_A03_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	15.389355590283358	38.0	123.10539085744884	137	18.181818181818183	7727843.0
4_D02_402_X11_57_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2	84.1359525422905	38.0	122.46867901748939	137	18.181818181818183	12271949.0
4_D02_402_X11_57_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2	26.97001980759927	37.0	120.89428720735394	132	18.181818181818183	12271949.0
4_D03_409_X2_45_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	55.62272271237228	34.0	93.71984725413417	92	27.27272727272727	339911.0
4_D03_409_X2_45_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	19.070044407235358	35.0	105.2172215668219	112	27.27272727272727	339911.0
4_D04_220_X10_39_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	86.11435854559201	40.0	113.84465477080359	122	27.27272727272727	15109006.0
4_D04_220_X10_39_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	46.15195181894182	40.0	117.60073879115542	132	27.27272727272727	15109006.0
4_D05_207_A04_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	86.43247013767714	39.0	119.77488372093023	137	27.27272727272727	17216125.0
4_D05_207_A04_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	25.01433282613445	40.0	124.16521092870782	132	27.27272727272727	17216125.0
4_D06_403_A20_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	88.84803961614216	37.0	124.78070456143033	137	18.181818181818183	29096597.0
4_D06_403_A20_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	29.139090349331326	37.0	124.14482319014832	132	18.181818181818183	29096597.0
4_D07_220_X10_39_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	83.32359898993434	37.0	111.83840242827631	122	18.181818181818183	14578901.0
4_D07_220_X10_39_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	31.7931077817192	37.0	116.94761621606457	132	18.181818181818183	14578901.0
4_D08_106_X4_46_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	84.52154508636336	38.0	115.95033330959075	127	18.181818181818183	14853758.0
4_D08_106_X4_46_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	33.665021922457825	38.0	118.79545883270752	132	18.181818181818183	14853758.0
4_D09_417_X1_54_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	91.53928873185345	52.0	42.539403948075886	37	45.45454545454545	26038.0
4_D09_417_X1_54_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	54.76611106843844	51.0	60.09747292418773	62	54.54545454545454	26038.0
4_D10_307_A03_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	84.8958120398967	37.0	125.60951092724926	137	18.181818181818183	17891694.0
4_D10_307_A03_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	28.440450806997276	36.0	122.98713866892649	132	18.181818181818183	17891694.0
4_D11_303_X11_68_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	86.02506987436453	37.0	125.77174480151201	137	18.181818181818183	20935751.0
4_D11_303_X11_68_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	28.055664571652457	36.0	122.84068472155596	132	18.181818181818183	20935751.0
4_D12_302_C17_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	87.23773609896281	37.0	126.21384490281173	137	18.181818181818183	27636207.0
4_D12_302_C17_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	17.755378713449318	37.0	125.23692046451961	137	18.181818181818183	27636207.0
4_E01_317_X4_42_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	72.03345022170924	39.0	109.87053760937519	117	18.181818181818183	3161366.0
4_E01_317_X4_42_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	28.527279216004672	39.0	114.92112681669886	127	18.181818181818183	3161366.0
4_E02_403_A20_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2	27.10077430783737	38.0	94.57221634903854	97	18.181818181818183	34999.0
4_E02_403_A20_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2	7.6745049858567285	39.0	104.9046829909426	112	27.27272727272727	34999.0
4_E03_409_X2_45_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	77.7391297495767	40.0	112.56383271649854	122	27.27272727272727	4775725.0
4_E03_409_X2_45_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	40.654769062389704	40.0	116.26883122457846	127	27.27272727272727	4775725.0
4_E04_307_A03_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	88.18953588782358	36.0	88.1286175428321	87	36.36363636363637	18111534.0
4_E04_307_A03_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	29.508513334153122	38.0	103.12683309983572	107	27.27272727272727	18111534.0
4_E05_107_X4_32_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	88.3587207454995	37.0	122.99889330534126	137	18.181818181818183	19432641.0
4_E05_107_X4_32_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	29.45320754346716	37.0	123.25480772273825	132	18.181818181818183	19432641.0
4_E06_218_X8_415_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	86.22494287460509	39.0	128.441252275707	137	18.181818181818183	24518754.0
4_E06_218_X8_415_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	17.4375000623928	38.0	125.7645201709679	142	18.181818181818183	24518754.0
4_E07_402_X11_57_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	85.78306881727141	37.0	124.00779794391713	137	18.181818181818183	18857022.0
4_E07_402_X11_57_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	40.86139316177064	37.0	121.17582224807289	132	9.090909090909092	18857022.0
4_E08_402_X11_57_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	84.8634399495721	35.0	96.39134352738539	97	36.36363636363637	11198164.0
4_E08_402_X11_57_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	24.235749089929655	37.0	109.2215933790575	117	27.27272727272727	11198164.0
4_E09_411_C17_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	87.5408665514555	38.0	127.17310561888303	137	18.181818181818183	16538198.0
4_E09_411_C17_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	29.26530342426375	38.0	125.68285631844533	132	18.181818181818183	16538198.0
4_E10_411_C17_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	83.39810482641984	39.0	129.2010676920737	137	18.181818181818183	16555897.0
4_E10_411_C17_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	19.954777119969208	37.0	124.53603939430162	137	18.181818181818183	16555897.0
4_E11_106_X4_46_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	80.41397653232193	39.0	129.92696930328714	137	18.181818181818183	13575004.0
4_E11_106_X4_46_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	22.18181458052956	36.0	122.89201130253811	132	18.181818181818183	13575004.0
4_E12_403_A20_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	84.06828393283314	37.0	123.90635956360511	137	18.181818181818183	21599611.0
4_E12_403_A20_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	30.4421992083075	36.0	120.1601791810047	132	18.181818181818183	21599611.0
4_F01_317_X4_42_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	75.31546266633954	38.0	116.86905699745121	132	18.181818181818183	7053947.0
4_F01_317_X4_42_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	28.969124353680556	37.0	117.7182989892042	132	18.181818181818183	7053947.0
4_F02_407_X2_24_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	80.78430758370126	37.0	117.58635718332222	132	18.181818181818183	13120663.0
4_F02_407_X2_24_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	16.826060890716604	38.0	121.85371021266228	132	18.181818181818183	13120663.0
4_F03_418_X5_36_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	83.58624649124256	38.0	112.97147019353987	122	27.27272727272727	11636672.0
4_F03_418_X5_36_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	24.89847594814151	39.0	119.83049174196884	132	27.27272727272727	11636672.0
4_F04_112_X4_67_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	83.47566186411007	41.0	116.24260253309954	127	27.27272727272727	8225417.0
4_F04_112_X4_67_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	34.81521156512525	41.0	121.22846428333055	132	27.27272727272727	8225417.0
4_F05_107_X4_32_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	87.98204602346587	38.0	117.31348000826534	132	27.27272727272727	22179341.0
4_F05_107_X4_32_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	40.20819230653249	38.0	119.30901666555377	132	18.181818181818183	22179341.0
4_F06_207_A04_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	87.19489973466374	38.0	119.57996487662645	137	18.181818181818183	22026358.0
4_F06_207_A04_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	37.442386771817496	38.0	120.5002428000126	132	18.181818181818183	22026358.0
4_F07_107_X4_32_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	83.62265733692172	37.0	119.60896035609677	137	18.181818181818183	16959884.0
4_F07_107_X4_32_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	30.11122838291564	37.0	119.8109253577442	132	18.181818181818183	16959884.0
4_F08_303_X11_68_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	56.128805826094585	38.0	106.41478685806536	112	36.36363636363637	229190.0
4_F08_303_X11_68_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	20.107813551502375	39.0	113.74173393254505	127	36.36363636363637	229190.0
4_F09_412_X11_68_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2	89.8679714923399	38.0	126.39797236466121	137	18.181818181818183	33926416.0
4_F09_412_X11_68_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2	32.70434921049346	37.0	120.74573199833428	132	18.181818181818183	33926416.0
4_F10_402_X11_57_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	83.74858689449606	38.0	117.56895026138635	132	18.181818181818183	10650518.0
4_F10_402_X11_57_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	29.142255730008742	38.0	120.09193881461916	132	18.181818181818183	10650518.0
4_F11_320_X2_24_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	88.33823853137262	37.0	122.22849137908625	137	18.181818181818183	23658223.0
4_F11_320_X2_24_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	29.148241743205887	37.0	123.28638072267726	132	18.181818181818183	23658223.0
4_F12_409_X2_45_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	83.6838733380119	37.0	119.95096928456847	137	18.181818181818183	17709144.0
4_F12_409_X2_45_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	22.258881609550457	37.0	121.74265565856825	132	18.181818181818183	17709144.0
4_G01_319_X8_37_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	89.37547304455488	37.0	104.11753945580443	107	36.36363636363637	17895846.0
4_G01_319_X8_37_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	39.52805717903628	38.0	112.19347277574919	122	18.181818181818183	17895846.0
4_G02_407_X2_24_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2	80.6369180669301	38.0	125.0298695670823	137	18.181818181818183	14034954.0
4_G02_407_X2_24_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2	18.963725826280864	37.0	122.53021456286925	132	18.181818181818183	14034954.0
