Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
3_E05_417_X1_54_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	3_E05_417_X1_54_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26036555.0	2.9 Gbp	0.0	18-139	39.0	12.555767129709722	112.13810313998914	117	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
3_E05_417_X1_54_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	3_E05_417_X1_54_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26036555.0	3 Gbp	0.0	18-151	39.0	70.48401282244815	117.69482736867454	127	pass	warn	warn	pass	fail	fail	pass	warn	pass	fail	pass
3_E06_109_X11_68_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	3_E06_109_X11_68_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12894148.0	1.2 Gbp	0.0	18-139	38.0	17.132007996389646	95.82399248093012	97	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
3_E06_109_X11_68_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	3_E06_109_X11_68_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12894148.0	1.3 Gbp	0.0	18-151	40.0	73.7678666444066	108.01075689529856	112	pass	warn	warn	pass	fail	fail	pass	warn	pass	fail	pass
3_E07_417_X1_54_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	3_E07_417_X1_54_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18359543.0	1.6 Gbp	0.0	18-139	37.0	15.506397873957638	90.37278629429937	87	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
3_E07_417_X1_54_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	3_E07_417_X1_54_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18359543.0	1.8 Gbp	0.0	18-151	38.0	61.894442468874956	101.73733534652796	102	pass	pass	warn	pass	fail	fail	pass	warn	warn	warn	pass
3_E08_105_X5_66_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	3_E08_105_X5_66_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22403317.0	2.1 Gbp	0.0	18-139	36.0	13.136979087855014	94.49523563854406	92	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
3_E08_105_X5_66_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	3_E08_105_X5_66_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22403317.0	2.3 Gbp	0.0	18-151	37.0	57.081379264176476	104.46097481904131	107	pass	warn	fail	pass	fail	fail	pass	warn	warn	warn	pass
3_E09_107_X4_32_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_E09_107_X4_32_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26643693.0	2.9 Gbp	0.0	18-139	36.0	11.241707770222236	109.5335812118838	117	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
3_E09_107_X4_32_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_E09_107_X4_32_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26643693.0	3 Gbp	0.0	18-151	37.0	66.89120380869582	114.87453953924481	127	pass	warn	warn	pass	fail	fail	pass	warn	warn	warn	pass
3_E10_205_X1_54_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_E10_205_X1_54_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40842838.0	4.1 Gbp	0.0	18-139	41.0	8.905733540725292	102.04349036665866	107	pass	pass	fail	pass	pass	warn	pass	warn	fail	warn	pass
3_E10_205_X1_54_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_E10_205_X1_54_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	40842838.0	4.5 Gbp	0.0	18-151	41.0	63.40934843663165	110.55240047226884	122	pass	warn	warn	pass	fail	warn	pass	warn	warn	warn	pass
3_E11_210_X11_68_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_E11_210_X11_68_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35523874.0	3.7 Gbp	0.0	18-139	38.0	10.558172443180029	105.89324078224126	112	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
3_E11_210_X11_68_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_E11_210_X11_68_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	35523874.0	4 Gbp	0.0	18-151	38.0	67.00342143167302	113.0726211617573	122	pass	warn	warn	pass	fail	fail	pass	warn	warn	warn	pass
3_E12_302_C17_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_E12_302_C17_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17676780.0	1.7 Gbp	0.0	18-139	37.0	12.61194176517258	99.8960008553594	102	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
3_E12_302_C17_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_E12_302_C17_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17676780.0	1.9 Gbp	0.0	18-151	38.0	68.8653272567605	109.86588241749911	117	pass	warn	warn	pass	fail	fail	pass	warn	warn	warn	pass
3_F01_417_X1_54_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_F01_417_X1_54_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17883112.0	2.1 Gbp	0.0	18-139	36.0	10.769228460147092	118.71400704754295	132	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
3_F01_417_X1_54_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_F01_417_X1_54_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17883112.0	2.1 Gbp	0.0	18-151	36.0	63.61880968438967	120.1312342057691	132	pass	pass	warn	pass	fail	fail	pass	warn	warn	warn	pass
3_F02_412_X11_68_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	3_F02_412_X11_68_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	291952.0	26.3 Mbp	0.0	18-139	37.0	47.67033520881575	89.97434167260371	92	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
3_F02_412_X11_68_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	3_F02_412_X11_68_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	291952.0	29.3 Mbp	0.0	18-151	38.0	75.68864346185586	100.39463336438867	102	pass	warn	fail	pass	fail	fail	pass	warn	pass	fail	pass
3_F03_219_X2_24_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_F03_219_X2_24_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2712782.0	255.9 Mbp	0.0	18-139	43.0	23.624270471862978	94.13877119503152	97	pass	pass	fail	pass	warn	fail	pass	warn	fail	fail	pass
3_F03_219_X2_24_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_F03_219_X2_24_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2712782.0	282.2 Mbp	0.0	18-151	43.0	58.29529385030576	104.03139028495471	107	pass	warn	warn	pass	fail	fail	pass	warn	warn	fail	pass
3_F04_412_X11_68_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_F04_412_X11_68_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18373230.0	1.9 Gbp	0.0	18-139	44.0	9.970926436235066	107.61057554931821	112	pass	pass	fail	pass	warn	fail	pass	warn	fail	fail	pass
3_F04_412_X11_68_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_F04_412_X11_68_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18373230.0	2.1 Gbp	0.0	18-151	44.0	49.73144497378191	114.54873443591573	122	pass	warn	warn	pass	fail	fail	pass	warn	fail	fail	pass
3_F05_206_C17_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_F05_206_C17_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12206324.0	1.1 Gbp	0.0	18-139	39.0	14.520671531405306	95.67497085936765	97	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
3_F05_206_C17_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_F05_206_C17_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	12206324.0	1.2 Gbp	0.0	18-151	39.0	58.89123656846444	105.64622698856756	112	pass	pass	warn	pass	fail	fail	pass	warn	warn	fail	pass
3_F06_219_X2_24_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	3_F06_219_X2_24_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17306475.0	1.7 Gbp	0.0	18-139	38.0	13.597060963382262	100.92952522105166	102	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
3_F06_219_X2_24_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	3_F06_219_X2_24_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	17306475.0	1.9 Gbp	0.0	18-151	39.0	68.0882336713221	110.46231754300052	117	pass	warn	warn	pass	fail	fail	pass	warn	warn	warn	pass
3_F07_101_X2_24_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	3_F07_101_X2_24_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23211108.0	2.6 Gbp	0.0	18-139	37.0	13.4047054067452	114.79987021731147	132	pass	pass	fail	pass	warn	warn	pass	warn	fail	pass	pass
3_F07_101_X2_24_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	3_F07_101_X2_24_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23211108.0	2.6 Gbp	0.0	18-151	37.0	69.17083726400492	115.83347817777592	132	pass	warn	warn	pass	fail	fail	pass	warn	warn	warn	pass
3_F08_105_X5_66_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_F08_105_X5_66_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34326887.0	3.8 Gbp	0.0	18-139	36.0	10.697804877964476	110.8781116388445	117	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
3_F08_105_X5_66_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_F08_105_X5_66_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	34326887.0	4 Gbp	0.0	18-151	37.0	73.23064986386657	117.09769237158034	132	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
3_F09_112_X4_67_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_F09_112_X4_67_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21134575.0	2 Gbp	0.0	18-139	37.0	13.144641967724802	98.43796078227265	97	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
3_F09_112_X4_67_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_F09_112_X4_67_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	21134575.0	2.2 Gbp	0.0	18-151	38.0	53.02420545277258	106.54288837130626	112	pass	pass	warn	pass	fail	fail	pass	warn	warn	fail	pass
3_F10_205_X1_54_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	3_F10_205_X1_54_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18955930.0	1.8 Gbp	0.0	18-139	40.0	14.401953702637327	95.77884783284175	97	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
3_F10_205_X1_54_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	3_F10_205_X1_54_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18955930.0	2 Gbp	0.0	18-151	40.0	62.54262124837212	105.5224344571857	112	pass	pass	warn	pass	fail	fail	pass	warn	warn	warn	pass
3_F11_210_X11_68_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	3_F11_210_X11_68_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24934161.0	2.1 Gbp	0.0	18-139	44.0	9.934717738879282	88.11748075261085	87	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
3_F11_210_X11_68_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	3_F11_210_X11_68_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	24934161.0	2.4 Gbp	0.0	18-151	44.0	43.713175600083694	99.58746881437078	102	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
3_F12_302_C17_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	3_F12_302_C17_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22314773.0	1.9 Gbp	0.0	18-139	39.0	12.487618342546615	87.07112911253904	87	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
3_F12_302_C17_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	3_F12_302_C17_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	22314773.0	2.2 Gbp	0.0	18-151	40.0	51.21420330507299	98.60395662550545	102	pass	pass	warn	pass	fail	fail	pass	warn	warn	warn	pass
3_G01_417_X1_54_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_G01_417_X1_54_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	8166922.0	918.2 Mbp	0.0	18-139	40.0	17.65083016792668	111.8534539695616	117	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
3_G01_417_X1_54_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_G01_417_X1_54_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	8166922.0	959.6 Mbp	0.0	18-151	40.0	65.8688140455115	117.48183330268122	127	pass	warn	warn	pass	fail	fail	pass	warn	warn	fail	pass
3_G02_412_X11_68_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_G02_412_X11_68_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18339566.0	1.8 Gbp	0.0	18-139	38.0	12.366141973703732	101.0893601298962	102	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
3_G02_412_X11_68_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_G02_412_X11_68_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	18339566.0	2 Gbp	0.0	18-151	39.0	64.95783022847047	110.88506260180857	117	pass	warn	warn	pass	fail	fail	pass	warn	warn	fail	pass
3_G03_219_X2_24_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_G03_219_X2_24_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23003767.0	2.5 Gbp	0.0	18-139	38.0	11.071413572321248	108.87927785914368	112	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
3_G03_219_X2_24_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_G03_219_X2_24_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	23003767.0	2.6 Gbp	0.0	18-151	39.0	63.36683746664464	116.41954137337594	127	pass	warn	warn	pass	fail	fail	pass	warn	warn	fail	pass
3_G04_219_X2_24_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_G04_219_X2_24_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4962306.0	488 Mbp	0.0	18-139	39.0	20.016187342853442	98.08244936930532	102	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
3_G04_219_X2_24_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_G04_219_X2_24_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4962306.0	544.6 Mbp	0.0	18-151	40.0	71.55682544523003	109.74849717046872	117	pass	warn	warn	pass	fail	fail	pass	warn	pass	fail	pass
3_G05_313_X1_54_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2	3_G05_313_X1_54_rt1_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1620678.0	150.7 Mbp	0.0	18-139	37.0	32.67415305805471	92.78174381339169	92	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
3_G05_313_X1_54_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2	3_G05_313_X1_54_rt1_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1620678.0	169 Mbp	0.0	18-151	38.0	75.12257815624064	104.25024958690129	107	pass	pass	fail	pass	fail	fail	pass	warn	pass	warn	pass
3_G06_411_C17_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	3_G06_411_C17_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	793800.0	81.6 Mbp	0.0	18-139	40.0	37.97451369846125	102.48655832703452	107	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
3_G06_411_C17_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	3_G06_411_C17_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	793800.0	87.2 Mbp	0.0	18-151	40.0	69.18281393852212	109.88583018392542	117	pass	pass	fail	pass	fail	fail	pass	warn	warn	fail	pass
3_G07_113_C17_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	3_G07_113_C17_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25593672.0	2.9 Gbp	0.0	18-139	37.0	9.698660495281803	115.9762858178381	132	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
3_G07_113_C17_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	3_G07_113_C17_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25593672.0	3 Gbp	0.0	18-151	37.0	74.51874862867261	117.71810238874671	132	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
3_G08_105_X5_66_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_G08_105_X5_66_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26997122.0	2.7 Gbp	0.0	18-139	35.0	9.359743971671556	101.81702697791269	102	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
3_G08_105_X5_66_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_G08_105_X5_66_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	26997122.0	2.9 Gbp	0.0	18-151	36.0	58.204697764218864	110.52113803093529	117	pass	pass	warn	pass	fail	fail	pass	warn	warn	warn	pass
3_G09_112_X4_67_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_G09_112_X4_67_rt2_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16439632.0	1.7 Gbp	0.0	18-139	36.0	14.344714013656617	106.29876806244812	112	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
3_G09_112_X4_67_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_G09_112_X4_67_rt2_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16439632.0	1.8 Gbp	0.0	18-151	37.0	63.56638723812914	113.24883367218925	122	pass	pass	fail	pass	fail	fail	pass	warn	warn	warn	pass
3_G10_205_X1_54_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2	3_G10_205_X1_54_rt2_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3295908.0	309 Mbp	0.0	18-139	42.0	22.935777034948227	93.56321262608058	97	pass	pass	fail	pass	warn	fail	pass	warn	fail	fail	pass
3_G10_205_X1_54_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2	3_G10_205_X1_54_rt2_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3295908.0	338.2 Mbp	0.0	18-151	42.0	57.06282700527537	102.6074007526909	107	pass	warn	fail	pass	fail	fail	pass	warn	warn	fail	pass
3_G11_218_X8_415_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_G11_218_X8_415_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25539073.0	2.6 Gbp	0.0	18-139	38.0	11.25437637414228	104.05486608695625	107	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
3_G11_218_X8_415_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_G11_218_X8_415_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25539073.0	2.8 Gbp	0.0	18-151	38.0	60.217675918461296	112.08395081528606	122	pass	pass	warn	pass	fail	fail	pass	warn	warn	warn	pass
3_G12_302_C17_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_G12_302_C17_rt3_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25450047.0	2.5 Gbp	0.0	18-139	37.0	12.648802853228776	100.97027262857314	102	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
3_G12_302_C17_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_G12_302_C17_rt3_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	25450047.0	2.7 Gbp	0.0	18-151	38.0	71.96426875004835	109.22965934011832	117	pass	warn	warn	pass	fail	fail	pass	warn	pass	warn	pass
3_H01_101_X2_24_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	3_H01_101_X2_24_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6667035.0	733 Mbp	0.0	18-139	40.0	19.249913974810575	109.44252505049096	112	pass	pass	fail	pass	warn	fail	pass	warn	fail	warn	pass
3_H01_101_X2_24_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	3_H01_101_X2_24_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6667035.0	762.4 Mbp	0.0	18-151	41.0	58.84870674620872	114.32780973851195	122	pass	warn	warn	pass	fail	fail	pass	warn	warn	fail	pass
3_H02_412_X11_68_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2	3_H02_412_X11_68_rt3_o_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16619.0	1.5 Mbp	0.0	18-139	36.0	72.8443347975209	92.8384981045791	92	pass	pass	fail	pass	fail	fail	pass	warn	pass	warn	pass
3_H02_412_X11_68_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2	3_H02_412_X11_68_rt3_o_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	16619.0	1.6 Mbp	0.0	18-151	37.0	88.88621457368072	101.91864733136771	107	pass	warn	fail	pass	fail	fail	pass	warn	pass	warn	pass
3_H03_303_X11_68_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2	3_H03_303_X11_68_rt1_i_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	709803.0	60.1 Mbp	0.0	18-139	37.0	39.93809692607787	84.55501878690285	82	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
3_H03_303_X11_68_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2	3_H03_303_X11_68_rt1_i_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	709803.0	69.3 Mbp	0.0	18-151	38.0	75.42545180679274	97.6078841594076	97	pass	warn	fail	pass	fail	fail	pass	warn	pass	warn	pass
3_H04_BLANK_10479813_22MM3HLT4_L3_R1_trimmed2	3_H04_BLANK_10479813_22MM3HLT4_L3_R1_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	8904.0	942.1 kbp	0.0	18-139	38.0	58.79380053908356	105.15644654088051	112	pass	pass	fail	pass	warn	fail	pass	warn	warn	warn	pass
3_H04_BLANK_10479813_22MM3HLT4_L3_R2_trimmed2	3_H04_BLANK_10479813_22MM3HLT4_L3_R2_trimmed2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	8904.0	978.7 kbp	0.0	18-151	38.0	93.96900269541779	109.8989218328841	122	pass	warn	fail	pass	fail	fail	pass	warn	pass	warn	pass
