Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+
209152_HY5CNBGXT_TCDM_2_B04_X4_32_2_o_AACGCC_S26_R1_001										0.7646370495904451	0.0	0.0	0.0	0.0	0.0	0.0
209153_HY5CNBGXT_TCDM_2_C04_A27_3_1_o_CAAGCA_S27_R1_001										13.854403738299915	4.190565909325486	6.340353798016146	1.4950929276512643	1.3934879893486594	0.0	0.0
209154_HY5CNBGXT_TCDM_2_D04_A27_3_3_o_GCTCGA_S28_R1_001										13.629122240644504	3.800542939048855	5.860511889069138	1.2018145533339242	0.8992605221870889	0.0	0.0
209155_HY5CNBGXT_TCDM_2_E04_A27_3_2_o_GCGAAT_S29_R1_001										13.747023574639059	3.7544442541341394	6.067101236210146	1.3028283891771142	0.9229129356106605	0.0	0.0
209156_HY5CNBGXT_TCDM_2_F04_X5_66_3_o_TGGATT_S30_R1_001										14.035827503728578	3.966438986692726	6.375020707715429	1.5572697055974454	1.6920734933521955	0.08055908576012502	0.0
209157_HY5CNBGXT_TCDM_2_G04_C17_3_1_i_ACCTAC_S31_R1_001										13.794533726456661	4.109045184071494	7.55784201778488	2.3988995282926817	2.633949938490528	0.3737497596004731	0.3827105182023868
209158_HY5CNBGXT_TCDM_2_H04_C17_3_1_o_CGAAGG_S32_R1_001										13.863389540463519	3.9300956597983707	6.918787464055372	1.83766825956942	2.1641449310682552	0.0	0.16473354949781924
209159_HY5CNBGXT_TCDM_2_A05_C17_3_2_i_AGATAG_S33_R1_001										12.727909242761207	3.424136953273421	6.052758561321739	1.5110465556109698	1.1817710305520959	0.11924262644397801	0.0
209160_HY5CNBGXT_TCDM_2_B05_C17_3_2_o_TTGGTA_S34_R1_001										12.444151814090672	3.2873802903228873	5.850017937116122	1.7174547593062373	0.7437434164291313	0.12091670560252256	0.0
209161_HY5CNBGXT_TCDM_2_C05_X5_66_2_i_GTTACC_S35_R1_001										12.70247312136849	3.5920292834183036	5.677705392079516	1.360268789030015	0.6734977162669621	0.18292406984130175	0.0
209162_HY5CNBGXT_TCDM_2_D05_X5_66_1_i_CGCAAC_S36_R1_001										12.92530704280887	3.708471192331885	5.636145127068352	1.436921869298869	1.171037950205542	0.09884919098246904	0.0
209163_HY5CNBGXT_TCDM_2_E05_C17_3_3_o_TGGCGA_S37_R1_001										13.02040021477644	3.5022993558136317	5.35107030881987	1.093220521484155	1.074524240399262	0.0	0.0
209164_HY5CNBGXT_TCDM_2_F05_A03_3_2_o_ACCGTG_S38_R1_001										12.91030593532535	3.429956217746022	5.610321133991629	1.0517590325378972	0.9064129348559564	0.10461703064397652	0.0
209165_HY5CNBGXT_TCDM_2_G05_X5_66_3_i_CAACAG_S39_R1_001										12.714762735178276	3.6344197958193463	5.457056908315671	1.1173946546777316	0.9985366020431263	0.0	0.0
209166_HY5CNBGXT_TCDM_2_H05_X5_66_1_o_GATTGT_S40_R1_001										9.866290027744821	2.6552028585851666	4.919182886049298	0.7990885260918565	1.3127279697285794	0.0	0.0
209167_HY5CNBGXT_TCDM_2_A06_X5_66_2_o_CTCTCG_S41_R1_001										11.889559426990733	3.346411506650303	5.255610036988813	1.2821391800367017	0.9129400924865503	0.18460879642124756	0.0
209168_HY5CNBGXT_TCDM_2_B06_A27_3_2_i_TGACAC_S42_R1_001										12.122166877546817	3.5538137782464547	5.770533746670569	1.8480439876794275	0.844317565046194	0.0	0.0
