Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+
209130_HY5CNBGXT_TCDM_2_D01_X4_46_3_o_TGCACG_S4_trim1										10.496937221755823	3.0637080822890015	5.113463135249278	1.3238655270207031	1.98206708532538	0.1823541744155192	0.0
209131_HY5CNBGXT_TCDM_2_E01_X4_46_1_i_ACATTA_S5_trim1										11.44899480710264	3.1112466704491353	4.8389711013849	1.556855279452792	1.313304612731368	0.0	0.0
209132_HY5CNBGXT_TCDM_2_F01_C14_3_2_o_GTGTAG_S6_trim1										12.946278469145492	3.380675177285871	5.690125093352736	1.460726055952539	0.8709924723353151	0.0	0.0
209133_HY5CNBGXT_TCDM_2_G01_A03_3_1_o_CTAGTC_S7_trim1										12.611224325156027	3.675374196791065	5.679240445150551	1.2598676113564315	0.6925756420015716	0.0	0.0
209134_HY5CNBGXT_TCDM_2_H01_A03_3_3_o_TGTGCA_S8_trim1										12.34797482960234	3.4265178634664344	6.521735105676643	1.806973445877924	3.1504419126257774	1.2649987470088717	1.4898156191901772
209135_HY5CNBGXT_TCDM_2_A02_X4_32_2_i_TCAGGA_S9_trim1										14.266706606968738	4.315909959334807	7.218498337966563	2.1654361155783572	2.470975088757834	0.19250975257528444	0.7662274577182147
209136_HY5CNBGXT_TCDM_2_B02_C14_3_2_i_CGGTTA_S10_trim1										14.283509210221679	4.119802516244714	6.977072612587831	1.9673911670302906	2.1067604046661907	0.0	0.3653023362817579
209137_HY5CNBGXT_TCDM_2_C02_X4_32_3_i_TTAACT_S11_trim1										14.099810966339167	4.308146765907342	7.430251507387248	2.1247177607459222	2.4374797623704265	0.22230731266389228	0.4268985665941888
209138_HY5CNBGXT_TCDM_2_D02_X4_32_3_o_ATGAAC_S12_trim1										13.381068217894413	3.735814175568694	6.042741640946703	1.3426834453356102	1.7561654673504734	0.0	0.31109292708030156
209139_HY5CNBGXT_TCDM_2_E02_A04_3_2_o_CCTAAG_S13_trim1										10.594627054004627	2.6871359164431383	4.528516352988721	0.7627232735153472	0.17531123411002242	0.0	0.0
209140_HY5CNBGXT_TCDM_2_F02_X4_32_1_i_CCGACC_S14_trim1										15.6950568168055	4.6014575416466315	8.431745735564517	1.7981950659942065	3.6773674657477495	0.9200072731369058	0.44006272858380424
