Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
209193_HY5CNBGXT_TCDM_2_C09_C64_4_1_i_TCGTTC_S67_trim1	61.68391371923409	46.0	80.40331048331959	86	18.181818181818183	4629173.0
209194_HY5CNBGXT_TCDM_2_D09_C14_4_3_o_CCAATT_S68_trim1	42.87126418307168	40.0	81.21200178003822	86	9.090909090909092	6736934.0
209195_HY5CNBGXT_TCDM_2_E09_C64_4_2_o_AGTTGA_S69_trim1	44.70467434541203	40.0	82.41375989742946	86	9.090909090909092	6542229.0
209196_HY5CNBGXT_TCDM_2_F09_C64_4_1_o_AACCGA_S70_trim1	48.3720977863857	42.0	80.68410107246895	86	9.090909090909092	4593140.0
209197_HY5CNBGXT_TCDM_2_G09_X5_36_1_i_CAGATG_S71_trim1	52.371419229489376	42.0	79.75969661205879	86	18.181818181818183	4639868.0
209198_HY5CNBGXT_TCDM_2_H09_X5_36_2_o_GTAGAA_S72_trim1	45.44744190570755	40.0	81.09412125485873	86	9.090909090909092	6423990.0
209199_HY5CNBGXT_TCDM_2_A10_A03_4_2_i_GACATC_S73_trim1	41.40052044560271	39.0	81.16476127982219	86	9.090909090909092	5888568.0
209200_HY5CNBGXT_TCDM_2_B10_A03_4_3_o_CGATCT_S74_trim1	45.15288456079478	42.0	78.10583762894369	86	9.090909090909092	4809367.0
209201_HY5CNBGXT_TCDM_2_C10_A27_4_1_i_CGTCGC_S75_trim1	42.22842512384383	42.0	80.43320197311571	86	9.090909090909092	4645242.0
209202_HY5CNBGXT_TCDM_2_D10_A27_4_1_o_ATGGCG_S76_trim1	38.847205839514565	45.0	74.12699697853033	84	9.090909090909092	1427782.0
209203_HY5CNBGXT_TCDM_2_E10_A27_4_2_o_ATTGGT_S77_trim1	40.55089660316915	41.0	80.86126886837656	86	9.090909090909092	6647167.0
209204_HY5CNBGXT_TCDM_2_F10_X4_24_1_o_GCCACA_S78_trim1	41.08281546097417	41.0	80.57993932267365	86	9.090909090909092	5974225.0
209205_HY5CNBGXT_TCDM_2_G10_A27_4_2_i_CATCTA_S79_trim1	43.60555785150883	40.0	81.38146073517774	86	9.090909090909092	6573594.0
209206_HY5CNBGXT_TCDM_2_H10_A27_4_3_i_AACAAG_S80_trim1	42.989583943144424	41.0	79.95257297482233	86	9.090909090909092	6430300.0
209207_HY5CNBGXT_TCDM_2_A11_X4_24_2_o_GCAGCC_S81_trim1	44.0573123668751	37.0	82.61298057042522	86	9.090909090909092	5658796.0
209208_HY5CNBGXT_TCDM_2_B11_X4_24_1_i_ACTCTT_S82_trim1	54.16799554526823	36.0	82.81551965577097	86	18.181818181818183	5764999.0
209209_HY5CNBGXT_TCDM_2_C11_X5_36_3_o_TGCTAT_S83_trim1	15.857304191855448	41.0	79.01007551097234	86	9.090909090909092	45159.0
209210_HY5CNBGXT_TCDM_2_D11_X4_24_2_i_AAGTGG_S84_trim1	50.00658319319093	40.0	80.42093752284484	86	18.181818181818183	4637263.0
209211_HY5CNBGXT_TCDM_2_E11_X4_24_3_o_CTCATA_S85_trim1	43.2114221097339	39.0	82.47532899439237	86	0.0	5666206.0
209212_HY5CNBGXT_TCDM_2_F11_BLANK_AATCCG_S86_trim1	3.3355947535052053	37.0	77.37030755314338	84	9.090909090909092	17688.0
209213_HY5CNBGXT_TCDM_2_G11_A03_4_1_i_GGCCAA_S87_trim1	41.43295787468318	38.0	81.95885247249198	86	9.090909090909092	4939106.0
209214_HY5CNBGXT_TCDM_2_H11_X8_37_2_i_AGACCA_S88_trim1	49.39403894948155	40.0	81.93687143403575	86	9.090909090909092	5500616.0
209215_HY5CNBGXT_TCDM_2_A12_X4_24_3_i_CGCGGA_S89_trim1	48.69780765452564	39.0	82.21653982321118	86	9.090909090909092	6910618.0
209216_HY5CNBGXT_TCDM_2_B12_X8_37_3_o_CCTGCT_S90_trim1	45.39143102678281	39.0	81.34853507540222	86	9.090909090909092	5504413.0
209217_HY5CNBGXT_TCDM_2_C12_X8_37_2_o_GCGCTG_S91_trim1	43.719686321338045	39.0	81.9749770695661	86	0.0	4963927.0
209218_HY5CNBGXT_TCDM_2_D12_X8_37_1_o_GAACCT_S92_trim1	46.06277689517808	39.0	82.43912831757775	86	0.0	5140083.0
209219_HY5CNBGXT_TCDM_2_E12_X8_37_3_i_TTCGAG_S93_trim1	46.823879733901684	38.0	82.52428617950213	86	0.0	6602150.0
209220_HY5CNBGXT_TCDM_2_F12_C14_4_1_i_AGAATC_S94_trim1	47.84763333860743	39.0	82.02119731673695	86	0.0	6241356.0
209221_HY5CNBGXT_TCDM_2_G12_X8_37_1_i_AGGCAT_S95_trim1	43.1612061835751	38.0	81.27272573931272	86	0.0	4624261.0
209222_HY5CNBGXT_TCDM_2_H12_C14_4_1_o_ACACGC_S96_trim1	45.686188992935605	39.0	81.38967104585929	86	9.090909090909092	6217280.0
