Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
209105_HY55YBGXT_TCDM_1_C10_A04_2_3_o_CGTCGC_S75_trim1	38.356749943877176	44.0	68.6520068634431	74	9.090909090909092	2075926.0
209106_HY55YBGXT_TCDM_1_D10_A04_2_1_o_ATGGCG_S76_trim1	28.818147096915894	45.0	70.48082213614032	80	9.090909090909092	288614.0
209107_HY55YBGXT_TCDM_1_E10_A04_2_1_i_ATTGGT_S77_trim1	30.53090119215733	44.0	68.05249812568964	74	0.0	802962.0
209108_HY55YBGXT_TCDM_1_F10_A04_2_3_i_GCCACA_S78_trim1	40.11157547422195	45.0	68.99595918648549	76	0.0	2003062.0
209109_HY55YBGXT_TCDM_1_G10_A20_2_1_i_CATCTA_S79_trim1	50.18999358570839	42.0	75.66732837150458	84	18.181818181818183	6614228.0
209110_HY55YBGXT_TCDM_1_H10_A04_2_2_o_AACAAG_S80_trim1	49.619392342580745	47.0	71.96989075976238	82	0.0	4114418.0
209111_HY55YBGXT_TCDM_1_A11_A04_2_2_i_GCAGCC_S81_trim1	48.80434587111667	41.0	78.75257982362102	84	9.090909090909092	6558491.0
209112_HY55YBGXT_TCDM_1_B11_A20_2_2_o_ACTCTT_S82_trim1	51.02441250899668	41.0	76.5325083618378	84	18.181818181818183	7387730.0
209113_HY55YBGXT_TCDM_1_C11_C17_2_1_i_TGCTAT_S83_trim1	51.41406553985695	42.0	76.25543366469029	84	18.181818181818183	6096346.0
209114_HY55YBGXT_TCDM_1_D11_A03_2_3_i_AAGTGG_S84_trim1	47.92573699326616	39.0	81.08512399914055	86	18.181818181818183	8572882.0
209115_HY55YBGXT_TCDM_1_E11_C14_2_3_i_CTCATA_S85_trim1	50.15793643963839	45.0	73.36975876846932	82	18.181818181818183	3992430.0
209116_HY55YBGXT_TCDM_1_F11_C14_2_1_i_CCGACC_S86_trim1	46.40266098144614	44.0	70.45893455207919	78	9.090909090909092	5139491.0
209117_HY55YBGXT_TCDM_1_G11_A20_2_3_o_GGCCAA_S87_trim1	47.82901619680896	44.0	74.83108318669463	84	0.0	6193226.0
209118_HY55YBGXT_TCDM_1_H11_C14_2_2_i_AGACCA_S88_trim1	49.39633532375096	42.0	80.43925947981171	86	9.090909090909092	7959810.0
209119_HY55YBGXT_TCDM_1_A12_C14_2_3_o_CGCGGA_S89_trim1	43.75322902103338	40.0	77.21362908995152	84	9.090909090909092	7762103.0
209120_HY55YBGXT_TCDM_1_B12_C17_2_2_i_CCTGCT_S90_trim1	53.76407555951275	44.0	75.42105561338822	84	18.181818181818183	6883846.0
209121_HY55YBGXT_TCDM_1_C12_A03_2_3_o_GCGCTG_S91_trim1	43.99316423610021	39.0	79.11380750257196	86	9.090909090909092	9469446.0
209122_HY55YBGXT_TCDM_1_D12_C17_2_3_i_GAACCT_S92_trim1	49.65066123095924	45.0	75.00165760294497	84	9.090909090909092	3983463.0
209123_HY55YBGXT_TCDM_1_E12_A03_2_2_o_TTCGAG_S93_trim1	45.59788854439033	42.0	74.87142545492021	84	9.090909090909092	6229499.0
209124_HY55YBGXT_TCDM_1_F12_C17_2_2_o_AGAATC_S94_trim1	44.69240673494449	41.0	77.44108068997058	84	9.090909090909092	7324950.0
209125_HY55YBGXT_TCDM_1_G12_X8_415_3_i_AGGCAT_S95_trim1	46.64312143055287	41.0	77.98945154066652	84	9.090909090909092	7398616.0
209126_HY55YBGXT_TCDM_1_H12_X8_415_3_o_ACACGC_S96_trim1	44.81665433325015	42.0	75.31807879308735	84	9.090909090909092	8354540.0
209127_HY5CNBGXT_TCDM_2_A01_X4_46_1_o_CAGCGT_S1_trim1	38.8817293254363	39.0	80.71105606244879	86	9.090909090909092	4912825.0
209128_HY5CNBGXT_TCDM_2_B01_X8_415_2_i_GATCAC_S2_trim1	44.40247167423952	37.0	79.78631644227562	86	0.0	6335443.0
209129_HY5CNBGXT_TCDM_2_C01_X8_415_2_o_ACCAGT_S3_trim1	42.795889357173486	41.0	80.26477316955727	86	9.090909090909092	5958217.0
209130_HY5CNBGXT_TCDM_2_D01_X4_46_3_o_TGCACG_S4_trim1	41.19146692177019	40.0	80.08645573614903	86	9.090909090909092	5938322.0
209131_HY5CNBGXT_TCDM_2_E01_X4_46_1_i_ACATTA_S5_trim1	41.74224489256944	39.0	80.60180643380049	86	0.0	7099070.0
209132_HY5CNBGXT_TCDM_2_F01_C14_3_2_o_GTGTAG_S6_trim1	44.240713763058004	38.0	78.87599671723972	86	0.0	4653401.0
209133_HY5CNBGXT_TCDM_2_G01_A03_3_1_o_CTAGTC_S7_trim1	45.29975990242235	38.0	81.3974078645156	86	9.090909090909092	4517125.0
209134_HY5CNBGXT_TCDM_2_H01_A03_3_3_o_TGTGCA_S8_trim1	56.549367430620265	41.0	80.48230744441891	86	18.181818181818183	6271423.0
