Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
209092_HY55YBGXT_TCDM_1_F08_X11_68_1_o_CAATGC_S62_trim1	209092_HY55YBGXT_TCDM_1_F08_X11_68_1_o_CAATGC_S62_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	29354.0	1.9 Mbp	0.0	20-86	42.0	88.51945220412891	67.64972405805001	80	pass	pass	fail	pass	warn	fail	pass	warn	pass	warn	pass
209093_HY55YBGXT_TCDM_1_G08_X11_68_1_i_ACGTCT_S63_trim1	209093_HY55YBGXT_TCDM_1_G08_X11_68_1_i_ACGTCT_S63_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6759621.0	514.7 Mbp	0.0	20-86	43.0	48.07830682510009	75.79112467991918	84	pass	pass	pass	pass	warn	fail	pass	warn	fail	warn	pass
209094_HY55YBGXT_TCDM_1_H08_X11_68_3_i_CAGGAC_S64_trim1	209094_HY55YBGXT_TCDM_1_H08_X11_68_3_i_CAGGAC_S64_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6483481.0	494.2 Mbp	0.0	20-86	43.0	48.015963112870274	75.86620890845519	84	pass	pass	pass	pass	warn	fail	pass	warn	fail	warn	pass
209095_HY55YBGXT_TCDM_1_A09_X11_68_3_o_AAGCTC_S65_trim1	209095_HY55YBGXT_TCDM_1_A09_X11_68_3_o_AAGCTC_S65_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4546438.0	336.1 Mbp	0.0	20-86	46.0	47.02649632165149	73.54736521206272	84	pass	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass
209096_HY55YBGXT_TCDM_1_B09_X11_68_2_o_GACGAT_S66_trim1	209096_HY55YBGXT_TCDM_1_B09_X11_68_2_o_GACGAT_S66_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7774193.0	636.8 Mbp	0.0	20-86	40.0	49.472273556174144	81.63469211531023	86	pass	pass	pass	pass	warn	fail	pass	warn	fail	pass	pass
209097_HY55YBGXT_TCDM_1_C09_A20_2_3_o_TCGTTC_S67_trim1	209097_HY55YBGXT_TCDM_1_C09_A20_2_3_o_TCGTTC_S67_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	684774.0	49.4 Mbp	0.0	20-86	51.0	43.10850274878922	71.79852622909164	84	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
209098_HY55YBGXT_TCDM_1_D09_A03_2_1_o_CCAATT_S68_trim1	209098_HY55YBGXT_TCDM_1_D09_A03_2_1_o_CCAATT_S68_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7249605.0	574.4 Mbp	0.0	20-86	44.0	50.20787253880552	78.88946032232101	84	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
209099_HY55YBGXT_TCDM_1_E09_C17_2_3_o_AGTTGA_S69_trim1	209099_HY55YBGXT_TCDM_1_E09_C17_2_3_o_AGTTGA_S69_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5736509.0	429 Mbp	0.0	20-86	43.0	47.23830038846913	74.42370612510152	84	pass	pass	pass	pass	warn	fail	pass	warn	fail	warn	pass
209100_HY55YBGXT_TCDM_1_F09_A03_2_1_i_AACCGA_S70_trim1	209100_HY55YBGXT_TCDM_1_F09_A03_2_1_i_AACCGA_S70_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7223995.0	559.1 Mbp	0.0	20-86	42.0	53.77068810216596	77.06723606536272	84	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
209101_HY55YBGXT_TCDM_1_G09_C14_2_1_i_CAGATG_S71_trim1	209101_HY55YBGXT_TCDM_1_G09_C14_2_1_i_CAGATG_S71_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6286288.0	470.1 Mbp	0.0	20-86	42.0	51.83439264954226	74.4334987515685	84	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
209102_HY55YBGXT_TCDM_1_H09_A20_2_2_i_GTAGAA_S72_trim1	209102_HY55YBGXT_TCDM_1_H09_A20_2_2_i_GTAGAA_S72_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5936714.0	441.4 Mbp	0.0	20-86	44.0	48.40993553429934	73.9750178297287	82	pass	pass	pass	pass	warn	fail	pass	warn	fail	warn	pass
209103_HY55YBGXT_TCDM_1_A10_A20_2_1_o_GACATC_S73_trim1	209103_HY55YBGXT_TCDM_1_A10_A20_2_1_o_GACATC_S73_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7971886.0	609.9 Mbp	0.0	20-86	41.0	50.46522822026729	76.1581916750942	84	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
209104_HY55YBGXT_TCDM_1_B10_C14_2_2_o_CGATCT_S74_trim1	209104_HY55YBGXT_TCDM_1_B10_C14_2_2_o_CGATCT_S74_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4411198.0	303.5 Mbp	0.0	20-86	44.0	51.19653186794135	68.39186860349501	72	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
209105_HY55YBGXT_TCDM_1_C10_A04_2_3_o_CGTCGC_S75_trim1	209105_HY55YBGXT_TCDM_1_C10_A04_2_3_o_CGTCGC_S75_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2075926.0	143.3 Mbp	0.0	20-86	44.0	61.643250056122824	68.6520068634431	74	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
209106_HY55YBGXT_TCDM_1_D10_A04_2_1_o_ATGGCG_S76_trim1	209106_HY55YBGXT_TCDM_1_D10_A04_2_1_o_ATGGCG_S76_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	288614.0	20.4 Mbp	0.0	20-86	45.0	71.1818529030841	70.48082213614032	80	pass	pass	pass	pass	warn	fail	pass	warn	pass	warn	pass
209107_HY55YBGXT_TCDM_1_E10_A04_2_1_i_ATTGGT_S77_trim1	209107_HY55YBGXT_TCDM_1_E10_A04_2_1_i_ATTGGT_S77_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	802962.0	54.9 Mbp	0.0	20-86	44.0	69.46909880784267	68.05249812568964	74	pass	pass	pass	pass	warn	warn	pass	warn	warn	warn	pass
209108_HY55YBGXT_TCDM_1_F10_A04_2_3_i_GCCACA_S78_trim1	209108_HY55YBGXT_TCDM_1_F10_A04_2_3_i_GCCACA_S78_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2003062.0	139 Mbp	0.0	20-86	45.0	59.88842452577805	68.99595918648549	76	pass	pass	pass	pass	warn	warn	pass	warn	warn	warn	pass
209109_HY55YBGXT_TCDM_1_G10_A20_2_1_i_CATCTA_S79_trim1	209109_HY55YBGXT_TCDM_1_G10_A20_2_1_i_CATCTA_S79_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6614228.0	502.8 Mbp	0.0	20-86	42.0	49.81000641429161	75.66732837150458	84	pass	pass	pass	pass	warn	fail	pass	warn	fail	warn	pass
209110_HY55YBGXT_TCDM_1_H10_A04_2_2_o_AACAAG_S80_trim1	209110_HY55YBGXT_TCDM_1_H10_A04_2_2_o_AACAAG_S80_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4114418.0	297.7 Mbp	0.0	20-86	47.0	50.380607657419255	71.96989075976238	82	pass	pass	pass	pass	warn	warn	pass	warn	warn	warn	pass
209111_HY55YBGXT_TCDM_1_A11_A04_2_2_i_GCAGCC_S81_trim1	209111_HY55YBGXT_TCDM_1_A11_A04_2_2_i_GCAGCC_S81_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6558491.0	518.6 Mbp	0.0	20-86	41.0	51.19565412888333	78.75257982362102	84	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
209112_HY55YBGXT_TCDM_1_B11_A20_2_2_o_ACTCTT_S82_trim1	209112_HY55YBGXT_TCDM_1_B11_A20_2_2_o_ACTCTT_S82_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7387730.0	567.9 Mbp	0.0	20-86	41.0	48.97558749100332	76.5325083618378	84	pass	pass	pass	pass	warn	fail	pass	warn	fail	warn	pass
209113_HY55YBGXT_TCDM_1_C11_C17_2_1_i_TGCTAT_S83_trim1	209113_HY55YBGXT_TCDM_1_C11_C17_2_1_i_TGCTAT_S83_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6096346.0	466.9 Mbp	0.0	20-86	42.0	48.58593446014305	76.25543366469029	84	pass	pass	pass	pass	warn	fail	pass	warn	fail	warn	pass
209114_HY55YBGXT_TCDM_1_D11_A03_2_3_i_AAGTGG_S84_trim1	209114_HY55YBGXT_TCDM_1_D11_A03_2_3_i_AAGTGG_S84_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	8572882.0	697.5 Mbp	0.0	20-86	39.0	52.07426300673384	81.08512399914055	86	pass	pass	pass	pass	fail	fail	pass	warn	warn	pass	pass
209115_HY55YBGXT_TCDM_1_E11_C14_2_3_i_CTCATA_S85_trim1	209115_HY55YBGXT_TCDM_1_E11_C14_2_3_i_CTCATA_S85_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3992430.0	294.4 Mbp	0.0	20-86	45.0	49.84206356036161	73.36975876846932	82	pass	pass	pass	pass	warn	fail	pass	warn	fail	warn	pass
209116_HY55YBGXT_TCDM_1_F11_C14_2_1_i_CCGACC_S86_trim1	209116_HY55YBGXT_TCDM_1_F11_C14_2_1_i_CCGACC_S86_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5139491.0	364.1 Mbp	0.0	20-86	44.0	53.59733901855386	70.45893455207919	78	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
209117_HY55YBGXT_TCDM_1_G11_A20_2_3_o_GGCCAA_S87_trim1	209117_HY55YBGXT_TCDM_1_G11_A20_2_3_o_GGCCAA_S87_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6193226.0	465.7 Mbp	0.0	20-86	44.0	52.17098380319104	74.83108318669463	84	pass	pass	pass	pass	warn	warn	pass	warn	warn	warn	pass
209118_HY55YBGXT_TCDM_1_H11_C14_2_2_i_AGACCA_S88_trim1	209118_HY55YBGXT_TCDM_1_H11_C14_2_2_i_AGACCA_S88_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7959810.0	642.6 Mbp	0.0	20-86	42.0	50.60366467624904	80.43925947981171	86	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
209119_HY55YBGXT_TCDM_1_A12_C14_2_3_o_CGCGGA_S89_trim1	209119_HY55YBGXT_TCDM_1_A12_C14_2_3_o_CGCGGA_S89_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7762103.0	601.9 Mbp	0.0	20-86	40.0	56.24677097896662	77.21362908995152	84	pass	pass	pass	pass	warn	fail	pass	warn	warn	pass	pass
209120_HY55YBGXT_TCDM_1_B12_C17_2_2_i_CCTGCT_S90_trim1	209120_HY55YBGXT_TCDM_1_B12_C17_2_2_i_CCTGCT_S90_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6883846.0	521.7 Mbp	0.0	20-86	44.0	46.23592444048725	75.42105561338822	84	pass	pass	pass	pass	warn	fail	pass	warn	fail	warn	pass
209121_HY55YBGXT_TCDM_1_C12_A03_2_3_o_GCGCTG_S91_trim1	209121_HY55YBGXT_TCDM_1_C12_A03_2_3_o_GCGCTG_S91_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	9469446.0	752 Mbp	0.0	20-86	39.0	56.00683576389979	79.11380750257196	86	pass	pass	pass	pass	warn	fail	pass	warn	warn	pass	pass
209122_HY55YBGXT_TCDM_1_D12_C17_2_3_i_GAACCT_S92_trim1	209122_HY55YBGXT_TCDM_1_D12_C17_2_3_i_GAACCT_S92_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3983463.0	300.2 Mbp	0.0	20-86	45.0	50.34933876904076	75.00165760294497	84	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
209123_HY55YBGXT_TCDM_1_E12_A03_2_2_o_TTCGAG_S93_trim1	209123_HY55YBGXT_TCDM_1_E12_A03_2_2_o_TTCGAG_S93_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6229499.0	468.6 Mbp	0.0	20-86	42.0	54.40211145560967	74.87142545492021	84	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
209124_HY55YBGXT_TCDM_1_F12_C17_2_2_o_AGAATC_S94_trim1	209124_HY55YBGXT_TCDM_1_F12_C17_2_2_o_AGAATC_S94_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7324950.0	569.6 Mbp	0.0	20-86	41.0	55.30759326505551	77.44108068997058	84	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
209125_HY55YBGXT_TCDM_1_G12_X8_415_3_i_AGGCAT_S95_trim1	209125_HY55YBGXT_TCDM_1_G12_X8_415_3_i_AGGCAT_S95_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7398616.0	579.5 Mbp	0.0	20-86	41.0	53.35687856944713	77.98945154066652	84	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
209126_HY55YBGXT_TCDM_1_H12_X8_415_3_o_ACACGC_S96_trim1	209126_HY55YBGXT_TCDM_1_H12_X8_415_3_o_ACACGC_S96_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	8354540.0	632.1 Mbp	0.0	20-86	42.0	55.18334566674985	75.31807879308735	84	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
209127_HY5CNBGXT_TCDM_2_A01_X4_46_1_o_CAGCGT_S1_trim1	209127_HY5CNBGXT_TCDM_2_A01_X4_46_1_o_CAGCGT_S1_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4912825.0	397.7 Mbp	0.0	20-86	39.0	61.1182706745637	80.71105606244879	86	pass	pass	pass	pass	warn	fail	pass	warn	warn	pass	pass
209128_HY5CNBGXT_TCDM_2_B01_X8_415_2_i_GATCAC_S2_trim1	209128_HY5CNBGXT_TCDM_2_B01_X8_415_2_i_GATCAC_S2_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6335443.0	507.1 Mbp	0.0	20-86	37.0	55.59752832576048	79.78631644227562	86	pass	pass	pass	pass	warn	warn	pass	warn	warn	pass	pass
209129_HY5CNBGXT_TCDM_2_C01_X8_415_2_o_ACCAGT_S3_trim1	209129_HY5CNBGXT_TCDM_2_C01_X8_415_2_o_ACCAGT_S3_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5958217.0	479.8 Mbp	0.0	20-86	41.0	57.204110642826514	80.26477316955727	86	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
209130_HY5CNBGXT_TCDM_2_D01_X4_46_3_o_TGCACG_S4_trim1	209130_HY5CNBGXT_TCDM_2_D01_X4_46_3_o_TGCACG_S4_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5938322.0	477.1 Mbp	0.0	20-86	40.0	58.80853307822981	80.08645573614903	86	pass	pass	pass	pass	warn	fail	pass	warn	warn	pass	pass
209131_HY5CNBGXT_TCDM_2_E01_X4_46_1_i_ACATTA_S5_trim1	209131_HY5CNBGXT_TCDM_2_E01_X4_46_1_i_ACATTA_S5_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	7099070.0	574 Mbp	0.0	20-86	39.0	58.25775510743056	80.60180643380049	86	pass	pass	pass	pass	warn	warn	pass	warn	warn	pass	pass
209132_HY5CNBGXT_TCDM_2_F01_C14_3_2_o_GTGTAG_S6_trim1	209132_HY5CNBGXT_TCDM_2_F01_C14_3_2_o_GTGTAG_S6_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4653401.0	368.3 Mbp	0.0	20-86	38.0	55.759286236941996	78.87599671723972	86	pass	pass	pass	pass	warn	warn	pass	warn	warn	pass	pass
209133_HY5CNBGXT_TCDM_2_G01_A03_3_1_o_CTAGTC_S7_trim1	209133_HY5CNBGXT_TCDM_2_G01_A03_3_1_o_CTAGTC_S7_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4517125.0	368.7 Mbp	0.0	20-86	38.0	54.70024009757765	81.3974078645156	86	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
209134_HY5CNBGXT_TCDM_2_H01_A03_3_3_o_TGTGCA_S8_trim1	209134_HY5CNBGXT_TCDM_2_H01_A03_3_3_o_TGTGCA_S8_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6271423.0	506.4 Mbp	0.0	20-86	41.0	43.450632569379735	80.48230744441891	86	pass	pass	pass	pass	warn	fail	pass	warn	fail	warn	pass
209135_HY5CNBGXT_TCDM_2_A02_X4_32_2_i_TCAGGA_S9_trim1	209135_HY5CNBGXT_TCDM_2_A02_X4_32_2_i_TCAGGA_S9_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5741647.0	463.8 Mbp	0.0	20-86	39.0	40.94687904356506	80.52705991852163	86	pass	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass
209136_HY5CNBGXT_TCDM_2_B02_C14_3_2_i_CGGTTA_S10_trim1	209136_HY5CNBGXT_TCDM_2_B02_C14_3_2_i_CGGTTA_S10_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5671560.0	459 Mbp	0.0	20-86	38.0	45.4119037228811	80.68101968417861	86	pass	pass	pass	pass	warn	fail	pass	warn	fail	warn	pass
209137_HY5CNBGXT_TCDM_2_C02_X4_32_3_i_TTAACT_S11_trim1	209137_HY5CNBGXT_TCDM_2_C02_X4_32_3_i_TTAACT_S11_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4993653.0	403 Mbp	0.0	20-86	39.0	43.509811539255786	80.45728808149065	86	pass	pass	pass	pass	warn	warn	pass	warn	fail	warn	pass
209138_HY5CNBGXT_TCDM_2_D02_X4_32_3_o_ATGAAC_S12_trim1	209138_HY5CNBGXT_TCDM_2_D02_X4_32_3_o_ATGAAC_S12_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5315836.0	424.4 Mbp	0.0	20-86	39.0	44.99760529261597	79.57365163259364	86	pass	pass	pass	pass	warn	fail	pass	warn	fail	warn	pass
209139_HY5CNBGXT_TCDM_2_E02_A04_3_2_o_CCTAAG_S13_trim1	209139_HY5CNBGXT_TCDM_2_E02_A04_3_2_o_CCTAAG_S13_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1644104.0	126.5 Mbp	0.0	20-86	38.0	63.37386366147209	76.68645779099133	86	pass	pass	pass	pass	fail	fail	pass	warn	warn	pass	pass
209140_HY5CNBGXT_TCDM_2_F02_X4_32_1_i_CCGACC_S14_trim1	209140_HY5CNBGXT_TCDM_2_F02_X4_32_1_i_CCGACC_S14_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4741570.0	397.4 Mbp	0.0	20-86	39.0	33.310699181589484	83.61430370109478	86	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
209141_HY5CNBGXT_TCDM_2_G02_A04_3_2_i_GGCTGC_S15_trim1	209141_HY5CNBGXT_TCDM_2_G02_A04_3_2_i_GGCTGC_S15_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4665264.0	383.4 Mbp	0.0	20-86	37.0	50.06357931372099	81.9646185081916	86	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
209142_HY5CNBGXT_TCDM_2_H02_A04_3_1_o_TACCTT_S16_trim1	209142_HY5CNBGXT_TCDM_2_H02_A04_3_1_o_TACCTT_S16_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5296372.0	426.7 Mbp	0.0	20-86	38.0	54.120267713774965	80.32610889114284	86	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
209143_HY5CNBGXT_TCDM_2_A03_C14_3_3_o_TCTTAA_S17_trim1	209143_HY5CNBGXT_TCDM_2_A03_C14_3_3_o_TCTTAA_S17_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5102841.0	423.4 Mbp	0.0	20-86	38.0	57.41146562392271	82.7590955704871	86	pass	pass	pass	pass	warn	warn	pass	warn	warn	pass	pass
209144_HY5CNBGXT_TCDM_2_B03_C14_3_1_i_GTCAGG_S18_trim1	209144_HY5CNBGXT_TCDM_2_B03_C14_3_1_i_GTCAGG_S18_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4936159.0	402.5 Mbp	0.0	20-86	38.0	50.67918495359981	81.31463066728604	86	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
209145_HY5CNBGXT_TCDM_2_C03_A04_3_3_o_ATACTG_S19_trim1	209145_HY5CNBGXT_TCDM_2_C03_A04_3_3_o_ATACTG_S19_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1341845.0	101.2 Mbp	0.0	20-86	36.0	54.33312802244302	75.16922148236198	82	pass	pass	pass	pass	fail	warn	pass	warn	warn	warn	pass
209146_HY5CNBGXT_TCDM_2_D03_A27_3_3_i_TATGTC_S20_trim1	209146_HY5CNBGXT_TCDM_2_D03_A27_3_3_i_TATGTC_S20_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5036049.0	415.7 Mbp	0.0	20-86	38.0	52.03058097392523	82.32799482292567	86	pass	pass	pass	pass	warn	warn	pass	warn	warn	pass	pass
209147_HY5CNBGXT_TCDM_2_E03_C14_3_3_i_GAGTCC_S21_trim1	209147_HY5CNBGXT_TCDM_2_E03_C14_3_3_i_GAGTCC_S21_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	132045.0	10.3 Mbp	0.0	20-86	40.0	58.40811844446969	78.0947555757507	86	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
209148_HY5CNBGXT_TCDM_2_F03_A03_3_1_i_GGAGGT_S22_trim1	209148_HY5CNBGXT_TCDM_2_F03_A03_3_1_i_GGAGGT_S22_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2374439.0	186.3 Mbp	0.0	20-86	41.0	54.206003739495955	78.20114393336699	86	pass	pass	pass	pass	warn	fail	pass	warn	warn	warn	pass
209149_HY5CNBGXT_TCDM_2_G03_A03_3_3_i_CACACT_S23_trim1	209149_HY5CNBGXT_TCDM_2_G03_A03_3_3_i_CACACT_S23_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2467054.0	193.6 Mbp	0.0	20-86	40.0	58.614387404310044	78.21544238593886	86	pass	pass	pass	pass	warn	fail	pass	warn	warn	pass	pass
209150_HY5CNBGXT_TCDM_2_H03_X4_32_1_o_CCGCAA_S24_trim1	209150_HY5CNBGXT_TCDM_2_H03_X4_32_1_o_CCGCAA_S24_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5240130.0	425.5 Mbp	0.0	20-86	39.0	50.37620397304746	80.94473992057449	86	pass	pass	pass	pass	fail	fail	pass	warn	warn	warn	pass
209151_HY5CNBGXT_TCDM_2_A04_A04_3_3_i_TTTATG_S25_trim1	209151_HY5CNBGXT_TCDM_2_A04_A04_3_3_i_TTTATG_S25_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5529118.0	457.3 Mbp	0.0	20-86	37.0	48.95801022755217	82.4885375931568	86	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
209152_HY5CNBGXT_TCDM_2_B04_X4_32_2_o_AACGCC_S26_trim1	209152_HY5CNBGXT_TCDM_2_B04_X4_32_2_o_AACGCC_S26_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	46882.0	3.5 Mbp	0.0	20-86	37.0	94.5288170299902	74.79075124781366	84	pass	pass	fail	pass	warn	warn	pass	warn	pass	pass	pass
209153_HY5CNBGXT_TCDM_2_C04_A27_3_1_o_CAAGCA_S27_trim1	209153_HY5CNBGXT_TCDM_2_C04_A27_3_1_o_CAAGCA_S27_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5296758.0	440.5 Mbp	0.0	20-86	37.0	50.751725696983065	82.96245061601833	86	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
209154_HY5CNBGXT_TCDM_2_D04_A27_3_3_o_GCTCGA_S28_trim1	209154_HY5CNBGXT_TCDM_2_D04_A27_3_3_o_GCTCGA_S28_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5161007.0	430.8 Mbp	0.0	20-86	38.0	52.70867966936477	83.27769832515244	86	pass	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
209155_HY5CNBGXT_TCDM_2_E04_A27_3_2_o_GCGAAT_S29_trim1	209155_HY5CNBGXT_TCDM_2_E04_A27_3_2_o_GCGAAT_S29_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6205974.0	515.5 Mbp	0.0	20-86	38.0	52.23564289459909	82.85173254029101	86	pass	pass	pass	pass	warn	warn	pass	warn	warn	pass	pass
209156_HY5CNBGXT_TCDM_2_F04_X5_66_3_o_TGGATT_S30_trim1	209156_HY5CNBGXT_TCDM_2_F04_X5_66_3_o_TGGATT_S30_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6332093.0	515.2 Mbp	0.0	20-86	37.0	47.8070427932027	81.13577201092909	86	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
209157_HY5CNBGXT_TCDM_2_G04_C17_3_1_i_ACCTAC_S31_trim1	209157_HY5CNBGXT_TCDM_2_G04_C17_3_1_i_ACCTAC_S31_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5480210.0	448.3 Mbp	0.0	20-86	40.0	46.06144730955532	81.56641771027023	86	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
209158_HY5CNBGXT_TCDM_2_H04_C17_3_1_o_CGAAGG_S32_trim1	209158_HY5CNBGXT_TCDM_2_H04_C17_3_1_o_CGAAGG_S32_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6950726.0	567.7 Mbp	0.0	20-86	39.0	48.869416666614576	81.43941654440125	86	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass
209159_HY5CNBGXT_TCDM_2_A05_C17_3_2_i_AGATAG_S33_trim1	209159_HY5CNBGXT_TCDM_2_A05_C17_3_2_i_AGATAG_S33_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5225747.0	429.5 Mbp	0.0	20-86	39.0	55.34696646663261	81.96870035996767	86	pass	pass	pass	pass	warn	warn	pass	warn	warn	warn	pass
209160_HY5CNBGXT_TCDM_2_B05_C17_3_2_o_TTGGTA_S34_trim1	209160_HY5CNBGXT_TCDM_2_B05_C17_3_2_o_TTGGTA_S34_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5409534.0	447.8 Mbp	0.0	20-86	39.0	55.3312970674603	82.55655921563668	86	pass	pass	pass	pass	warn	warn	pass	warn	warn	warn	pass
209161_HY5CNBGXT_TCDM_2_C05_X5_66_2_i_GTTACC_S35_trim1	209161_HY5CNBGXT_TCDM_2_C05_X5_66_2_i_GTTACC_S35_trim1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5001700.0	412.2 Mbp	0.0	20-86	38.0	52.913668634085354	82.18091129016135	86	pass	pass	pass	pass	warn	warn	pass	warn	warn	warn	pass
