gene_id	colors
Manes.07G107700.v8.1	turquoise
Manes.07G107800.v8.1	grey
Manes.07G108200.v8.1	grey
Manes.07G108212.v8.1	turquoise
Manes.07G108300.v8.1	yellow
Manes.07G108400.v8.1	magenta
Manes.07G108700.v8.1	grey
Manes.07G108800.v8.1	red
Manes.07G108900.v8.1	yellow
Manes.07G109100.v8.1	grey
Manes.07G109200.v8.1	grey
Manes.07G109400.v8.1	grey
Manes.07G109504.v8.1	turquoise
Manes.07G109600.v8.1	grey
Manes.07G109900.v8.1	grey
Manes.07G110000.v8.1	grey
Manes.07G110200.v8.1	grey
Manes.07G110400.v8.1	grey
Manes.07G110500.v8.1	grey
Manes.07G111000.v8.1	grey
Manes.07G111100.v8.1	brown
Manes.07G111300.v8.1	turquoise
Manes.07G111900.v8.1	grey
Manes.07G112000.v8.1	turquoise
Manes.07G112100.v8.1	grey
Manes.07G112200.v8.1	grey
Manes.07G112202.v8.1	grey
Manes.07G112300.v8.1	grey
Manes.07G112400.v8.1	grey
Manes.07G112500.v8.1	yellow
Manes.07G112600.v8.1	grey
Manes.07G112700.v8.1	blue
Manes.07G112900.v8.1	turquoise
Manes.07G112902.v8.1	turquoise
Manes.07G112905.v8.1	brown
Manes.07G113200.v8.1	grey
Manes.07G113300.v8.1	turquoise
Manes.07G113400.v8.1	grey
Manes.07G113800.v8.1	grey
Manes.07G113900.v8.1	blue
Manes.07G114000.v8.1	brown
Manes.07G114100.v8.1	turquoise
Manes.07G114200.v8.1	tan
Manes.07G114300.v8.1	yellow
Manes.07G114400.v8.1	turquoise
Manes.07G114600.v8.1	grey
Manes.07G114700.v8.1	brown
Manes.07G114800.v8.1	turquoise
Manes.07G114900.v8.1	grey
Manes.07G115400.v8.1	turquoise
Manes.07G115700.v8.1	turquoise
Manes.07G115800.v8.1	black
Manes.07G116000.v8.1	turquoise
Manes.07G116100.v8.1	turquoise
Manes.07G116200.v8.1	turquoise
Manes.07G116500.v8.1	turquoise
Manes.07G116600.v8.1	grey
Manes.07G116700.v8.1	lightcyan
Manes.07G116800.v8.1	grey
Manes.07G117100.v8.1	grey
Manes.07G117200.v8.1	turquoise
Manes.07G117300.v8.1	yellow
Manes.07G117400.v8.1	grey
Manes.07G117500.v8.1	turquoise
Manes.07G117800.v8.1	yellow
Manes.07G117900.v8.1	grey
Manes.07G118000.v8.1	turquoise
Manes.07G118100.v8.1	brown
Manes.07G118300.v8.1	blue
Manes.07G118500.v8.1	turquoise
Manes.07G118700.v8.1	turquoise
Manes.07G118800.v8.1	turquoise
Manes.07G119100.v8.1	turquoise
Manes.07G119200.v8.1	grey
Manes.07G119400.v8.1	greenyellow
Manes.07G119500.v8.1	turquoise
Manes.07G119600.v8.1	grey
Manes.07G119800.v8.1	turquoise
Manes.07G119900.v8.1	grey
Manes.07G120000.v8.1	turquoise
Manes.07G120100.v8.1	yellow
Manes.07G120300.v8.1	brown
Manes.07G120400.v8.1	yellow
Manes.07G120600.v8.1	grey
Manes.07G120700.v8.1	turquoise
Manes.07G120900.v8.1	turquoise
Manes.07G121000.v8.1	blue
Manes.07G121100.v8.1	grey
Manes.07G121200.v8.1	grey
Manes.07G121300.v8.1	turquoise
Manes.07G121400.v8.1	grey
Manes.07G121500.v8.1	black
Manes.07G121800.v8.1	grey
Manes.07G122000.v8.1	turquoise
Manes.07G122502.v8.1	brown
Manes.07G122700.v8.1	blue
Manes.07G122800.v8.1	turquoise
Manes.07G122900.v8.1	turquoise
Manes.07G123000.v8.1	turquoise
Manes.07G123100.v8.1	turquoise
Manes.07G123200.v8.1	tan
Manes.07G123400.v8.1	grey
Manes.07G123500.v8.1	turquoise
Manes.07G123600.v8.1	turquoise
Manes.07G124100.v8.1	pink
Manes.07G124400.v8.1	blue
Manes.07G124500.v8.1	turquoise
Manes.07G124600.v8.1	turquoise
Manes.07G124700.v8.1	turquoise
Manes.07G124800.v8.1	brown
Manes.07G125000.v8.1	brown
Manes.07G125100.v8.1	turquoise
Manes.07G125200.v8.1	blue
Manes.07G125400.v8.1	turquoise
Manes.07G125600.v8.1	grey
Manes.07G125700.v8.1	grey
Manes.07G125800.v8.1	turquoise
Manes.07G125900.v8.1	grey
Manes.07G126000.v8.1	grey
Manes.07G126100.v8.1	turquoise
Manes.07G126300.v8.1	yellow
Manes.07G126600.v8.1	turquoise
Manes.07G126700.v8.1	turquoise
Manes.07G126900.v8.1	magenta
Manes.07G127000.v8.1	turquoise
Manes.07G127200.v8.1	turquoise
Manes.07G127400.v8.1	yellow
Manes.07G127600.v8.1	brown
Manes.07G127800.v8.1	grey
Manes.07G127900.v8.1	grey
Manes.07G128200.v8.1	turquoise
Manes.07G128300.v8.1	blue
Manes.07G128400.v8.1	grey
Manes.07G128500.v8.1	turquoise
Manes.07G128600.v8.1	turquoise
Manes.07G128700.v8.1	green
Manes.07G128800.v8.1	turquoise
Manes.07G128900.v8.1	grey
Manes.07G129000.v8.1	turquoise
Manes.07G129002.v8.1	grey
Manes.07G129600.v8.1	turquoise
Manes.07G129800.v8.1	turquoise
Manes.07G129900.v8.1	green
Manes.07G130000.v8.1	blue
Manes.07G130100.v8.1	green
Manes.07G130200.v8.1	grey
Manes.07G130500.v8.1	grey
Manes.07G130600.v8.1	magenta
Manes.07G130700.v8.1	magenta
Manes.07G130800.v8.1	grey
Manes.07G130900.v8.1	grey
Manes.07G131000.v8.1	brown
Manes.07G131100.v8.1	turquoise
Manes.07G131200.v8.1	grey
Manes.07G131300.v8.1	turquoise
Manes.07G131400.v8.1	grey
Manes.07G131500.v8.1	blue
Manes.07G131600.v8.1	turquoise
Manes.07G131700.v8.1	turquoise
Manes.07G131800.v8.1	grey
Manes.07G132000.v8.1	turquoise
Manes.07G132100.v8.1	turquoise
Manes.07G132200.v8.1	green
Manes.07G132600.v8.1	turquoise
Manes.07G132800.v8.1	turquoise
Manes.07G132902.v8.1	purple
Manes.07G132904.v8.1	turquoise
Manes.07G133004.v8.1	grey
Manes.07G134100.v8.1	grey
Manes.07G134400.v8.1	blue
Manes.07G134500.v8.1	grey
Manes.07G134600.v8.1	grey
Manes.07G134800.v8.1	turquoise
Manes.07G134901.v8.1	grey
Manes.07G135200.v8.1	grey
Manes.07G135300.v8.1	tan
Manes.07G135400.v8.1	turquoise
Manes.07G135500.v8.1	brown
Manes.07G135600.v8.1	turquoise
Manes.07G135900.v8.1	turquoise
Manes.07G135966.v8.1	grey
Manes.07G136300.v8.1	grey
Manes.07G136400.v8.1	pink
Manes.07G136500.v8.1	yellow
Manes.07G136700.v8.1	turquoise
Manes.07G137000.v8.1	grey
Manes.07G137100.v8.1	turquoise
Manes.07G137200.v8.1	green
Manes.07G137300.v8.1	turquoise
Manes.07G137401.v8.1	grey
Manes.07G137600.v8.1	grey
Manes.07G137700.v8.1	grey
Manes.07G137800.v8.1	brown
Manes.07G138000.v8.1	grey
Manes.07G138100.v8.1	grey
Manes.07G138200.v8.1	turquoise
Manes.07G138300.v8.1	turquoise
Manes.07G138500.v8.1	turquoise
Manes.07G138600.v8.1	turquoise
Manes.07G138700.v8.1	grey
Manes.07G138800.v8.1	brown
Manes.07G138900.v8.1	grey
Manes.07G139100.v8.1	grey
Manes.07G139200.v8.1	grey
Manes.07G139400.v8.1	turquoise
Manes.07G139500.v8.1	turquoise
Manes.07G139600.v8.1	brown
Manes.07G140000.v8.1	turquoise
Manes.07G140100.v8.1	green
Manes.07G140200.v8.1	grey
Manes.07G140300.v8.1	turquoise
Manes.07G140500.v8.1	yellow
Manes.07G140600.v8.1	yellow
Manes.07G140800.v8.1	grey
Manes.07G140900.v8.1	turquoise
Manes.07G141000.v8.1	turquoise
Manes.07G141701.v8.1	turquoise
Manes.07G143201.v8.1	grey
Manes.07G141100.v8.1	grey
Manes.07G143300.v8.1	grey
Manes.07G143400.v8.1	grey
Manes.07G143600.v8.1	green
Manes.07G143800.v8.1	turquoise
Manes.07G144101.v8.1	grey
Manes.07G142700.v8.1	yellow
Manes.07G142600.v8.1	grey
Manes.07G142400.v8.1	green
Manes.07G142300.v8.1	red
Manes.07G142200.v8.1	yellow
Manes.07G142100.v8.1	grey
Manes.07G142000.v8.1	green
Manes.07G141800.v8.1	grey
Manes.07G141700.v8.1	grey
Manes.07G141600.v8.1	turquoise
Manes.07G141400.v8.1	grey
Manes.07G141300.v8.1	turquoise
Manes.08G007401.v8.1	grey
Manes.08G014800.v8.1	turquoise
Manes.08G014900.v8.1	grey
Manes.08G015000.v8.1	grey
Manes.08G015100.v8.1	turquoise
Manes.08G015200.v8.1	greenyellow
Manes.08G015300.v8.1	grey
Manes.08G015400.v8.1	blue
Manes.08G000100.v8.1	grey
Manes.08G000200.v8.1	grey
Manes.08G000300.v8.1	turquoise
Manes.08G000500.v8.1	purple
Manes.08G000700.v8.1	grey
Manes.08G001000.v8.1	turquoise
Manes.08G001100.v8.1	blue
Manes.08G001200.v8.1	turquoise
Manes.08G001300.v8.1	grey
Manes.08G001400.v8.1	turquoise
Manes.08G001500.v8.1	turquoise
Manes.08G001600.v8.1	tan
Manes.08G001700.v8.1	brown
Manes.08G001800.v8.1	grey
Manes.08G001802.v8.1	grey
Manes.08G001804.v8.1	grey
Manes.08G002100.v8.1	turquoise
Manes.08G002200.v8.1	grey
Manes.08G002202.v8.1	blue
Manes.08G002402.v8.1	grey
Manes.08G002600.v8.1	yellow
Manes.08G002700.v8.1	tan
Manes.08G002800.v8.1	midnightblue
Manes.08G002900.v8.1	grey
Manes.08G003000.v8.1	yellow
Manes.08G003100.v8.1	turquoise
Manes.08G003200.v8.1	grey
Manes.08G003300.v8.1	grey
Manes.08G003400.v8.1	turquoise
Manes.08G003500.v8.1	blue
Manes.08G003600.v8.1	brown
Manes.08G003700.v8.1	grey
Manes.08G003800.v8.1	brown
Manes.08G003900.v8.1	turquoise
Manes.08G004000.v8.1	turquoise
Manes.08G004100.v8.1	turquoise
Manes.08G004600.v8.1	yellow
Manes.08G004601.v8.1	grey
Manes.08G004900.v8.1	grey
Manes.08G005200.v8.1	turquoise
Manes.08G005400.v8.1	turquoise
Manes.08G005600.v8.1	turquoise
Manes.08G005700.v8.1	turquoise
Manes.08G005800.v8.1	grey
Manes.08G005900.v8.1	brown
Manes.08G006000.v8.1	grey
Manes.08G006100.v8.1	grey
Manes.08G006300.v8.1	yellow
Manes.08G006400.v8.1	yellow
Manes.08G006500.v8.1	grey
Manes.08G006700.v8.1	brown
Manes.08G006800.v8.1	grey
Manes.08G007000.v8.1	blue
Manes.08G007100.v8.1	yellow
Manes.08G007200.v8.1	green
Manes.08G007400.v8.1	blue
Manes.08G007500.v8.1	grey
Manes.08G007600.v8.1	grey
Manes.08G007800.v8.1	grey
Manes.08G008000.v8.1	yellow
Manes.08G008200.v8.1	turquoise
Manes.08G008400.v8.1	brown
Manes.08G008500.v8.1	turquoise
Manes.08G008600.v8.1	grey
Manes.08G008900.v8.1	grey
Manes.08G009100.v8.1	grey
Manes.08G009500.v8.1	black
Manes.08G009700.v8.1	grey
Manes.08G010600.v8.1	turquoise
Manes.08G010700.v8.1	blue
Manes.08G010800.v8.1	grey
Manes.08G010900.v8.1	turquoise
Manes.08G011100.v8.1	grey
Manes.08G011200.v8.1	grey
Manes.08G011300.v8.1	grey
Manes.08G011400.v8.1	turquoise
Manes.08G011500.v8.1	magenta
Manes.08G011700.v8.1	grey
Manes.08G011900.v8.1	brown
Manes.08G012100.v8.1	turquoise
Manes.08G012200.v8.1	yellow
Manes.08G012300.v8.1	blue
Manes.08G012400.v8.1	brown
Manes.08G012500.v8.1	blue
Manes.08G012800.v8.1	grey
Manes.08G013000.v8.1	turquoise
Manes.08G013200.v8.1	brown
Manes.08G013300.v8.1	yellow
Manes.08G013400.v8.1	yellow
Manes.08G013700.v8.1	grey
Manes.08G013802.v8.1	turquoise
Manes.08G014100.v8.1	brown
Manes.08G015700.v8.1	grey
Manes.08G015800.v8.1	blue
Manes.08G015900.v8.1	turquoise
Manes.08G016000.v8.1	turquoise
Manes.08G016100.v8.1	grey
Manes.08G016300.v8.1	turquoise
Manes.08G016500.v8.1	turquoise
Manes.08G016600.v8.1	blue
Manes.08G016800.v8.1	turquoise
Manes.08G017000.v8.1	grey
Manes.08G017200.v8.1	grey
Manes.08G017400.v8.1	yellow
Manes.08G017600.v8.1	turquoise
Manes.08G017700.v8.1	grey
Manes.08G018100.v8.1	turquoise
Manes.08G018200.v8.1	salmon
Manes.08G018500.v8.1	black
Manes.08G018600.v8.1	lightcyan
Manes.08G018800.v8.1	turquoise
Manes.08G018900.v8.1	turquoise
Manes.08G019400.v8.1	tan
Manes.08G019501.v8.1	tan
Manes.08G019600.v8.1	turquoise
Manes.08G019700.v8.1	turquoise
Manes.08G020100.v8.1	brown
Manes.08G020200.v8.1	turquoise
Manes.08G020350.v8.1	yellow
Manes.08G020500.v8.1	blue
Manes.08G020600.v8.1	grey
Manes.08G020700.v8.1	grey
Manes.08G020900.v8.1	pink
Manes.08G021000.v8.1	turquoise
Manes.08G021100.v8.1	grey
Manes.08G021200.v8.1	grey
Manes.08G021400.v8.1	blue
Manes.08G021500.v8.1	grey
Manes.08G021600.v8.1	turquoise
Manes.08G022100.v8.1	brown
Manes.08G022400.v8.1	cyan
Manes.08G022501.v8.1	turquoise
Manes.08G022601.v8.1	yellow
Manes.08G022800.v8.1	turquoise
Manes.08G022900.v8.1	turquoise
Manes.08G023000.v8.1	pink
Manes.08G023066.v8.1	grey
Manes.08G023400.v8.1	grey
Manes.08G023600.v8.1	grey
Manes.08G023700.v8.1	brown
Manes.08G023800.v8.1	yellow
Manes.08G024600.v8.1	brown
Manes.08G024800.v8.1	grey
Manes.08G025000.v8.1	grey
Manes.08G025100.v8.1	yellow
Manes.08G025300.v8.1	grey
Manes.08G025400.v8.1	turquoise
Manes.08G025500.v8.1	black
Manes.08G025600.v8.1	green
Manes.08G025800.v8.1	turquoise
Manes.08G025900.v8.1	grey
Manes.08G026000.v8.1	brown
Manes.08G026100.v8.1	blue
Manes.08G026200.v8.1	turquoise
Manes.08G026300.v8.1	yellow
Manes.08G026400.v8.1	turquoise
Manes.08G026600.v8.1	grey
Manes.08G026700.v8.1	brown
Manes.08G026900.v8.1	turquoise
Manes.08G027000.v8.1	grey
Manes.08G027100.v8.1	turquoise
Manes.08G027400.v8.1	yellow
Manes.08G028200.v8.1	red
Manes.08G028400.v8.1	blue
Manes.08G028800.v8.1	grey
Manes.08G028900.v8.1	blue
Manes.08G029300.v8.1	grey
Manes.08G029400.v8.1	blue
Manes.08G029500.v8.1	grey
Manes.08G030200.v8.1	turquoise
Manes.08G030300.v8.1	grey
Manes.08G030400.v8.1	yellow
Manes.08G030500.v8.1	black
Manes.08G030600.v8.1	grey
Manes.08G030800.v8.1	grey
Manes.08G031200.v8.1	grey
Manes.08G031400.v8.1	turquoise
Manes.08G031500.v8.1	grey
Manes.08G031600.v8.1	grey
Manes.08G031700.v8.1	grey
Manes.08G031800.v8.1	yellow
Manes.08G031900.v8.1	turquoise
Manes.08G032100.v8.1	brown
Manes.08G032200.v8.1	yellow
Manes.08G032300.v8.1	grey
Manes.08G032500.v8.1	turquoise
Manes.08G032700.v8.1	turquoise
Manes.08G032800.v8.1	turquoise
Manes.08G033000.v8.1	greenyellow
Manes.08G033100.v8.1	grey
Manes.08G033200.v8.1	blue
Manes.08G033400.v8.1	turquoise
Manes.08G033500.v8.1	turquoise
Manes.08G033600.v8.1	turquoise
Manes.08G033700.v8.1	grey
Manes.08G033800.v8.1	turquoise
Manes.08G033900.v8.1	turquoise
Manes.08G034300.v8.1	turquoise
Manes.08G034400.v8.1	grey
Manes.08G034500.v8.1	blue
Manes.08G034600.v8.1	blue
Manes.08G034700.v8.1	blue
Manes.08G035200.v8.1	red
Manes.08G035600.v8.1	grey
Manes.08G035800.v8.1	yellow
Manes.08G035900.v8.1	blue
Manes.08G036000.v8.1	yellow
Manes.08G036100.v8.1	grey
Manes.08G036200.v8.1	grey
Manes.08G036300.v8.1	yellow
Manes.08G036400.v8.1	turquoise
Manes.08G036500.v8.1	brown
Manes.08G036600.v8.1	turquoise
Manes.08G036700.v8.1	grey
Manes.08G036800.v8.1	turquoise
Manes.08G037000.v8.1	turquoise
Manes.08G037100.v8.1	turquoise
Manes.08G037200.v8.1	grey
Manes.08G037300.v8.1	grey
Manes.08G037500.v8.1	turquoise
Manes.08G037632.v8.1	grey
Manes.08G037800.v8.1	turquoise
Manes.08G037900.v8.1	green
Manes.08G038100.v8.1	grey
Manes.08G038200.v8.1	blue
Manes.08G038300.v8.1	grey
Manes.08G038400.v8.1	grey
Manes.08G038500.v8.1	grey
Manes.08G038700.v8.1	turquoise
Manes.08G038800.v8.1	pink
Manes.08G038900.v8.1	grey
Manes.08G039000.v8.1	blue
Manes.08G039100.v8.1	grey
Manes.08G039200.v8.1	yellow
Manes.08G039300.v8.1	yellow
Manes.08G039400.v8.1	grey
Manes.08G039500.v8.1	grey
Manes.08G039600.v8.1	turquoise
Manes.08G039800.v8.1	turquoise
Manes.08G039900.v8.1	turquoise
Manes.08G040000.v8.1	yellow
Manes.08G040100.v8.1	turquoise
Manes.08G040200.v8.1	turquoise
Manes.08G040300.v8.1	grey
Manes.08G040500.v8.1	greenyellow
Manes.08G040600.v8.1	turquoise
Manes.08G040700.v8.1	turquoise
Manes.08G040900.v8.1	grey
Manes.08G041300.v8.1	blue
Manes.08G041400.v8.1	turquoise
Manes.08G041600.v8.1	turquoise
Manes.08G041700.v8.1	grey
Manes.08G042000.v8.1	turquoise
Manes.08G042100.v8.1	blue
Manes.08G042200.v8.1	grey
Manes.08G042300.v8.1	brown
Manes.08G042400.v8.1	grey
Manes.08G042500.v8.1	turquoise
Manes.08G042600.v8.1	blue
Manes.08G042700.v8.1	black
Manes.08G042800.v8.1	turquoise
Manes.08G042900.v8.1	grey
Manes.08G043100.v8.1	turquoise
Manes.08G043150.v8.1	grey
Manes.08G043200.v8.1	blue
Manes.08G043500.v8.1	grey
Manes.08G043600.v8.1	brown
Manes.08G043700.v8.1	turquoise
Manes.08G043800.v8.1	grey
Manes.08G043900.v8.1	grey
Manes.08G044000.v8.1	turquoise
Manes.08G044300.v8.1	grey
Manes.08G044400.v8.1	brown
Manes.08G044500.v8.1	grey
Manes.08G044600.v8.1	turquoise
Manes.08G044700.v8.1	grey
Manes.08G044800.v8.1	grey
Manes.08G045000.v8.1	blue
Manes.08G045100.v8.1	grey
Manes.08G045200.v8.1	blue
Manes.08G045300.v8.1	turquoise
Manes.08G045600.v8.1	yellow
Manes.08G045800.v8.1	blue
Manes.08G046100.v8.1	grey
Manes.08G046300.v8.1	turquoise
Manes.08G046400.v8.1	yellow
Manes.08G046500.v8.1	turquoise
Manes.08G046600.v8.1	grey
Manes.08G046800.v8.1	brown
Manes.08G047000.v8.1	grey
Manes.08G047200.v8.1	grey
Manes.08G047300.v8.1	brown
Manes.08G047400.v8.1	grey
Manes.08G047500.v8.1	grey
Manes.08G047700.v8.1	turquoise
Manes.08G047800.v8.1	turquoise
Manes.08G048000.v8.1	brown
Manes.08G048100.v8.1	brown
Manes.08G048200.v8.1	blue
Manes.08G048300.v8.1	turquoise
Manes.08G048400.v8.1	turquoise
Manes.08G048700.v8.1	grey
Manes.08G048800.v8.1	turquoise
Manes.08G048900.v8.1	grey
Manes.08G049000.v8.1	black
Manes.08G049200.v8.1	red
Manes.08G049300.v8.1	turquoise
Manes.08G049400.v8.1	turquoise
Manes.08G049500.v8.1	turquoise
Manes.08G049600.v8.1	turquoise
Manes.08G050000.v8.1	grey
Manes.08G050200.v8.1	blue
Manes.08G050300.v8.1	brown
Manes.08G050500.v8.1	turquoise
Manes.08G050600.v8.1	grey
Manes.08G050700.v8.1	blue
Manes.08G050800.v8.1	magenta
Manes.08G050900.v8.1	grey
Manes.08G051000.v8.1	turquoise
Manes.08G051200.v8.1	turquoise
Manes.08G051400.v8.1	turquoise
Manes.08G051600.v8.1	grey
Manes.08G051700.v8.1	grey
Manes.08G051800.v8.1	turquoise
Manes.08G052000.v8.1	turquoise
Manes.08G052200.v8.1	turquoise
Manes.08G052300.v8.1	grey
Manes.08G052400.v8.1	grey
Manes.08G052500.v8.1	turquoise
Manes.08G052600.v8.1	yellow
Manes.08G052800.v8.1	turquoise
Manes.08G052900.v8.1	green
Manes.08G053050.v8.1	turquoise
Manes.08G053300.v8.1	blue
Manes.08G053400.v8.1	grey
Manes.08G053600.v8.1	grey
Manes.08G053700.v8.1	turquoise
Manes.08G053900.v8.1	grey
Manes.08G054000.v8.1	magenta
Manes.08G054100.v8.1	grey
Manes.08G054200.v8.1	grey
Manes.08G054900.v8.1	grey
Manes.08G055000.v8.1	blue
Manes.08G055050.v8.1	turquoise
Manes.08G055100.v8.1	grey
Manes.08G055300.v8.1	grey
Manes.08G055700.v8.1	turquoise
Manes.08G055800.v8.1	turquoise
Manes.08G056000.v8.1	grey
Manes.08G056100.v8.1	turquoise
Manes.08G056200.v8.1	turquoise
Manes.08G056300.v8.1	grey
Manes.08G056400.v8.1	turquoise
Manes.08G056500.v8.1	grey
Manes.08G056700.v8.1	blue
Manes.08G056900.v8.1	grey
Manes.08G057100.v8.1	grey
Manes.08G057300.v8.1	grey
Manes.08G057400.v8.1	turquoise
Manes.08G057600.v8.1	turquoise
Manes.08G058100.v8.1	grey
Manes.08G058200.v8.1	purple
Manes.08G058400.v8.1	green
Manes.08G058800.v8.1	green
Manes.08G059000.v8.1	turquoise
Manes.08G059700.v8.1	blue
Manes.08G059900.v8.1	purple
Manes.08G060000.v8.1	yellow
Manes.08G060800.v8.1	grey
Manes.08G060700.v8.1	turquoise
Manes.08G060600.v8.1	grey
Manes.08G060500.v8.1	grey
Manes.08G060400.v8.1	turquoise
Manes.08G060300.v8.1	turquoise
Manes.08G061000.v8.1	grey
Manes.08G060200.v8.1	grey
Manes.08G060402.v8.1	turquoise
Manes.08G060602.v8.1	grey
Manes.08G060801.v8.1	brown
Manes.08G060951.v8.1	turquoise
Manes.08G061100.v8.1	blue
Manes.08G061200.v8.1	grey
Manes.08G061300.v8.1	turquoise
Manes.08G061400.v8.1	grey
Manes.08G061700.v8.1	red
Manes.08G061800.v8.1	grey
Manes.08G061900.v8.1	turquoise
Manes.08G062000.v8.1	turquoise
Manes.08G062100.v8.1	turquoise
Manes.08G062200.v8.1	green
Manes.08G062500.v8.1	turquoise
Manes.08G062600.v8.1	black
Manes.08G062701.v8.1	grey
Manes.08G062800.v8.1	turquoise
Manes.08G062900.v8.1	blue
Manes.08G062966.v8.1	turquoise
Manes.08G063100.v8.1	green
Manes.08G063200.v8.1	blue
Manes.08G063400.v8.1	brown
Manes.08G063732.v8.1	grey
Manes.08G063800.v8.1	midnightblue
Manes.08G064000.v8.1	brown
Manes.08G064200.v8.1	blue
Manes.08G064501.v8.1	turquoise
Manes.08G064600.v8.1	blue
Manes.08G064700.v8.1	grey
Manes.08G065000.v8.1	midnightblue
Manes.08G065150.v8.1	grey
Manes.08G065300.v8.1	yellow
Manes.08G065450.v8.1	green
Manes.08G065600.v8.1	yellow
Manes.08G065700.v8.1	turquoise
Manes.08G065800.v8.1	turquoise
Manes.08G066100.v8.1	grey
Manes.08G066300.v8.1	green
Manes.08G066600.v8.1	yellow
Manes.08G066900.v8.1	turquoise
Manes.08G067200.v8.1	grey
Manes.08G067300.v8.1	turquoise
Manes.08G067400.v8.1	turquoise
Manes.08G067700.v8.1	turquoise
Manes.08G067800.v8.1	brown
Manes.08G067900.v8.1	turquoise
Manes.08G068000.v8.1	turquoise
Manes.08G068100.v8.1	turquoise
Manes.08G068200.v8.1	grey
Manes.08G068801.v8.1	brown
Manes.08G069400.v8.1	blue
Manes.08G069300.v8.1	turquoise
Manes.08G069100.v8.1	blue
Manes.08G069000.v8.1	brown
Manes.08G068700.v8.1	salmon
Manes.08G068601.v8.1	grey
Manes.08G069900.v8.1	turquoise
Manes.08G069800.v8.1	grey
Manes.08G069866.v8.1	grey
Manes.08G069932.v8.1	green
Manes.08G070000.v8.1	grey
Manes.08G070300.v8.1	grey
Manes.08G070400.v8.1	turquoise
Manes.08G070800.v8.1	turquoise
Manes.08G070832.v8.1	grey
Manes.08G070848.v8.1	pink
Manes.08G070864.v8.1	turquoise
Manes.08G070984.v8.1	blue
Manes.08G069675.v8.1	grey
Manes.08G069730.v8.1	grey
Manes.08G068300.v8.1	grey
Manes.08G068400.v8.1	turquoise
Manes.08G069500.v8.1	red
Manes.08G071412.v8.1	grey
Manes.08G071300.v8.1	turquoise
Manes.08G071100.v8.1	blue
Manes.08G070900.v8.1	turquoise
Manes.08G072600.v8.1	magenta
Manes.08G072951.v8.1	turquoise
Manes.08G073101.v8.1	grey
Manes.08G073200.v8.1	grey
Manes.08G073300.v8.1	turquoise
Manes.08G073400.v8.1	grey
Manes.08G073600.v8.1	grey
Manes.08G073700.v8.1	turquoise
Manes.08G074200.v8.1	turquoise
Manes.08G074300.v8.1	grey
Manes.08G074500.v8.1	grey
Manes.08G076550.v8.1	turquoise
Manes.08G076300.v8.1	grey
Manes.08G076200.v8.1	grey
Manes.08G075900.v8.1	brown
Manes.08G076011.v8.1	grey
Manes.08G075650.v8.1	brown
Manes.08G075800.v8.1	grey
Manes.08G075500.v8.1	grey
Manes.08G075400.v8.1	blue
Manes.08G075300.v8.1	turquoise
Manes.08G075200.v8.1	purple
Manes.08G076600.v8.1	grey
Manes.08G076650.v8.1	grey
Manes.08G074600.v8.1	midnightblue
Manes.08G074700.v8.1	blue
Manes.08G075015.v8.1	turquoise
Manes.08G075525.v8.1	grey
Manes.08G076545.v8.1	yellow
Manes.08G076715.v8.1	turquoise
Manes.08G077400.v8.1	grey
Manes.08G077300.v8.1	grey
Manes.08G077200.v8.1	grey
Manes.08G076950.v8.1	red
Manes.08G076700.v8.1	grey
Manes.08G076675.v8.1	turquoise
Manes.08G077045.v8.1	turquoise
Manes.08G077415.v8.1	turquoise
Manes.08G077601.v8.1	grey
Manes.08G078500.v8.1	yellow
Manes.08G078400.v8.1	grey
Manes.08G078200.v8.1	grey
Manes.08G078100.v8.1	turquoise
Manes.08G111520.v8.1	turquoise
Manes.08G133801.v8.1	blue
Manes.08G139371.v8.1	green
Manes.08G144941.v8.1	turquoise
Manes.08G156081.v8.1	grey
Manes.08G078000.v8.1	turquoise
Manes.08G173100.v8.1	turquoise
Manes.08G081800.v8.1	brown
Manes.08G078900.v8.1	blue
Manes.08G079262.v8.1	turquoise
Manes.08G079300.v8.1	brown
Manes.08G077900.v8.1	grey
Manes.08G080700.v8.1	grey
Manes.08G080300.v8.1	turquoise
Manes.08G080200.v8.1	grey
Manes.08G080100.v8.1	black
Manes.08G080000.v8.1	grey
Manes.08G089000.v8.1	turquoise
Manes.08G088900.v8.1	purple
Manes.08G084400.v8.1	grey
Manes.08G080800.v8.1	brown
Manes.08G080900.v8.1	grey
Manes.08G081400.v8.1	magenta
Manes.08G088200.v8.1	blue
Manes.08G088262.v8.1	blue
Manes.08G088500.v8.1	brown
Manes.08G085300.v8.1	grey
Manes.08G085100.v8.1	turquoise
Manes.08G085000.v8.1	grey
Manes.08G080400.v8.1	tan
Manes.08G080600.v8.1	turquoise
Manes.08G079700.v8.1	yellow
Manes.08G080301.v8.1	grey
Manes.08G080901.v8.1	turquoise
Manes.08G079600.v8.1	turquoise
Manes.08G086600.v8.1	blue
Manes.08G086500.v8.1	brown
Manes.08G086533.v8.1	midnightblue
Manes.08G086300.v8.1	turquoise
Manes.08G086000.v8.1	turquoise
Manes.08G081500.v8.1	blue
Manes.08G078700.v8.1	grey
Manes.08G082000.v8.1	grey
Manes.08G082100.v8.1	turquoise
Manes.08G082200.v8.1	turquoise
Manes.08G082400.v8.1	blue
Manes.08G082622.v8.1	tan
Manes.08G082900.v8.1	turquoise
