"sourceNode","targetNode","bicor","shared_name","cor_direction"
"Manes.01G162300","Manes.03G198900",-0.0138894638423713,"Manes.01G162300 (interacts with) Manes.03G198900","-"
"Manes.01G165700","Manes.03G198900",-0.148722071085561,"Manes.01G165700 (interacts with) Manes.03G198900","-"
"Manes.01G173500","Manes.03G198900",0.0681449125973228,"Manes.01G173500 (interacts with) Manes.03G198900","+"
"Manes.01G176400","Manes.03G198900",0.121573478855457,"Manes.01G176400 (interacts with) Manes.03G198900","+"
"Manes.01G184000","Manes.03G198900",0.176378949579656,"Manes.01G184000 (interacts with) Manes.03G198900","+"
"Manes.01G194500","Manes.03G198900",0.0532779824573656,"Manes.01G194500 (interacts with) Manes.03G198900","+"
"Manes.01G200300","Manes.03G198900",0.204080444483649,"Manes.01G200300 (interacts with) Manes.03G198900","+"
"Manes.01G221900","Manes.03G198900",-0.280630743458363,"Manes.01G221900 (interacts with) Manes.03G198900","-"
"Manes.01G236700","Manes.03G198900",-0.134954944516674,"Manes.01G236700 (interacts with) Manes.03G198900","-"
"Manes.01G239900","Manes.03G198900",0.1898233649837,"Manes.01G239900 (interacts with) Manes.03G198900","+"
"Manes.01G263700","Manes.03G198900",0.157350014289488,"Manes.01G263700 (interacts with) Manes.03G198900","+"
"Manes.01G270900","Manes.03G198900",-0.187296668587985,"Manes.01G270900 (interacts with) Manes.03G198900","-"
"Manes.02G001000","Manes.03G198900",-0.138282504902781,"Manes.02G001000 (interacts with) Manes.03G198900","-"
"Manes.02G006200","Manes.03G198900",-0.03302045113767,"Manes.02G006200 (interacts with) Manes.03G198900","-"
"Manes.02G017610","Manes.03G198900",0.278491978476386,"Manes.02G017610 (interacts with) Manes.03G198900","+"
"Manes.02G030900","Manes.03G198900",0.345848777788473,"Manes.02G030900 (interacts with) Manes.03G198900","+"
"Manes.02G035200","Manes.03G198900",0.0379713284848923,"Manes.02G035200 (interacts with) Manes.03G198900","+"
"Manes.02G035900","Manes.03G198900",0.0708575043311517,"Manes.02G035900 (interacts with) Manes.03G198900","+"
"Manes.02G038200","Manes.03G198900",0.0740796985614238,"Manes.02G038200 (interacts with) Manes.03G198900","+"
"Manes.02G046733","Manes.03G198900",0.0736924291138841,"Manes.02G046733 (interacts with) Manes.03G198900","+"
"Manes.02G052200","Manes.03G198900",-0.00464860034101391,"Manes.02G052200 (interacts with) Manes.03G198900","-"
"Manes.02G052240","Manes.03G198900",-0.112623270766488,"Manes.02G052240 (interacts with) Manes.03G198900","-"
"Manes.02G052280","Manes.03G198900",-0.197997637554263,"Manes.02G052280 (interacts with) Manes.03G198900","-"
"Manes.02G052360","Manes.03G198900",0.40801319414115,"Manes.02G052360 (interacts with) Manes.03G198900","+"
"Manes.02G052520","Manes.03G198900",0.15550012715834,"Manes.02G052520 (interacts with) Manes.03G198900","+"
"Manes.02G052600","Manes.03G198900",0.269012674165934,"Manes.02G052600 (interacts with) Manes.03G198900","+"
"Manes.02G064400","Manes.03G198900",0.358128854938238,"Manes.02G064400 (interacts with) Manes.03G198900","+"
"Manes.02G068600","Manes.03G198900",0.0476752299851244,"Manes.02G068600 (interacts with) Manes.03G198900","+"
"Manes.02G080600","Manes.03G198900",0.0884986354858416,"Manes.02G080600 (interacts with) Manes.03G198900","+"
"Manes.02G081700","Manes.03G198900",-0.108801109476253,"Manes.02G081700 (interacts with) Manes.03G198900","-"
"Manes.02G082800","Manes.03G198900",-0.168194697864708,"Manes.02G082800 (interacts with) Manes.03G198900","-"
"Manes.02G086900","Manes.03G198900",-0.257337522982402,"Manes.02G086900 (interacts with) Manes.03G198900","-"
"Manes.02G090600","Manes.03G198900",-0.0405779724066861,"Manes.02G090600 (interacts with) Manes.03G198900","-"
"Manes.02G093200","Manes.03G198900",0.217260343726629,"Manes.02G093200 (interacts with) Manes.03G198900","+"
"Manes.02G101600","Manes.03G198900",0.0381076325244211,"Manes.02G101600 (interacts with) Manes.03G198900","+"
"Manes.02G110200","Manes.03G198900",0.111040845196793,"Manes.02G110200 (interacts with) Manes.03G198900","+"
"Manes.02G112500","Manes.03G198900",-0.124237082193945,"Manes.02G112500 (interacts with) Manes.03G198900","-"
"Manes.02G116900","Manes.03G198900",0.168564598264752,"Manes.02G116900 (interacts with) Manes.03G198900","+"
"Manes.02G120500","Manes.03G198900",-0.276382166021251,"Manes.02G120500 (interacts with) Manes.03G198900","-"
"Manes.02G122500","Manes.03G198900",-0.128918004036307,"Manes.02G122500 (interacts with) Manes.03G198900","-"
"Manes.02G132800","Manes.03G198900",-0.106367195735088,"Manes.02G132800 (interacts with) Manes.03G198900","-"
"Manes.02G134400","Manes.03G198900",0.114680489765124,"Manes.02G134400 (interacts with) Manes.03G198900","+"
"Manes.02G146400","Manes.03G198900",0.0663056312269898,"Manes.02G146400 (interacts with) Manes.03G198900","+"
"Manes.02G154900","Manes.03G198900",-0.301388568669487,"Manes.02G154900 (interacts with) Manes.03G198900","-"
"Manes.02G190800","Manes.03G198900",0.0600142338997416,"Manes.02G190800 (interacts with) Manes.03G198900","+"
"Manes.02G194100","Manes.03G198900",0.161396412689559,"Manes.02G194100 (interacts with) Manes.03G198900","+"
"Manes.02G226001","Manes.03G198900",-0.123094931600473,"Manes.02G226001 (interacts with) Manes.03G198900","-"
"Manes.03G017900","Manes.03G198900",-0.100632169594553,"Manes.03G017900 (interacts with) Manes.03G198900","-"
"Manes.03G026700","Manes.03G198900",-0.187528641926884,"Manes.03G026700 (interacts with) Manes.03G198900","-"
"Manes.03G029300","Manes.03G198900",-0.126022980468415,"Manes.03G029300 (interacts with) Manes.03G198900","-"
"Manes.03G044400","Manes.03G198900",-0.114426597579759,"Manes.03G044400 (interacts with) Manes.03G198900","-"
"Manes.03G049200","Manes.03G198900",-0.127255011718794,"Manes.03G049200 (interacts with) Manes.03G198900","-"
"Manes.03G058700","Manes.03G198900",-0.0915097965041503,"Manes.03G058700 (interacts with) Manes.03G198900","-"
"Manes.03G096600","Manes.03G198900",-0.0452556176230017,"Manes.03G096600 (interacts with) Manes.03G198900","-"
"Manes.03G083500","Manes.03G198900",-0.153368955620254,"Manes.03G083500 (interacts with) Manes.03G198900","-"
"Manes.03G083900","Manes.03G198900",-0.0136326657005426,"Manes.03G083900 (interacts with) Manes.03G198900","-"
"Manes.03G103200","Manes.03G198900",-0.0695793377948164,"Manes.03G103200 (interacts with) Manes.03G198900","-"
"Manes.03G129800","Manes.03G198900",-0.391278221309472,"Manes.03G129800 (interacts with) Manes.03G198900","-"
"Manes.03G133300","Manes.03G198900",0.0992573749466532,"Manes.03G133300 (interacts with) Manes.03G198900","+"
"Manes.03G143700","Manes.03G198900",-0.13310701341135,"Manes.03G143700 (interacts with) Manes.03G198900","-"
"Manes.03G150400","Manes.03G198900",-0.190289918059787,"Manes.03G150400 (interacts with) Manes.03G198900","-"
"Manes.03G155800","Manes.03G198900",-0.116538207238706,"Manes.03G155800 (interacts with) Manes.03G198900","-"
"Manes.03G164100","Manes.03G198900",-0.151395286918972,"Manes.03G164100 (interacts with) Manes.03G198900","-"
"Manes.03G171200","Manes.03G198900",0.184803937367956,"Manes.03G171200 (interacts with) Manes.03G198900","+"
"Manes.03G191000","Manes.03G198900",-0.168142940865988,"Manes.03G191000 (interacts with) Manes.03G198900","-"
"Manes.03G198900","Manes.03G198900",1,"Manes.03G198900 (interacts with) Manes.03G198900","+"
"Manes.03G202500","Manes.03G198900",0.109893392557887,"Manes.03G202500 (interacts with) Manes.03G198900","+"
"Manes.03G206800","Manes.03G198900",-0.060674654256379,"Manes.03G206800 (interacts with) Manes.03G198900","-"
"Manes.03G209100","Manes.03G198900",0.142300283006184,"Manes.03G209100 (interacts with) Manes.03G198900","+"
"Manes.04G021700","Manes.03G198900",-0.0555384325918891,"Manes.04G021700 (interacts with) Manes.03G198900","-"
"Manes.04G043700","Manes.03G198900",-0.124488190544432,"Manes.04G043700 (interacts with) Manes.03G198900","-"
"Manes.04G053480","Manes.03G198900",0.0301447011560781,"Manes.04G053480 (interacts with) Manes.03G198900","+"
"Manes.04G078300","Manes.03G198900",-0.0533404745768817,"Manes.04G078300 (interacts with) Manes.03G198900","-"
"Manes.04G083800","Manes.03G198900",0.137876536576034,"Manes.04G083800 (interacts with) Manes.03G198900","+"
"Manes.04G134700","Manes.03G198900",-0.150036212500935,"Manes.04G134700 (interacts with) Manes.03G198900","-"
"Manes.04G141800","Manes.03G198900",0.0868851429016741,"Manes.04G141800 (interacts with) Manes.03G198900","+"
"Manes.04G160400","Manes.03G198900",0.0749532896835194,"Manes.04G160400 (interacts with) Manes.03G198900","+"
"Manes.04G164700","Manes.03G198900",0.0166200747103593,"Manes.04G164700 (interacts with) Manes.03G198900","+"
"Manes.05G000300","Manes.03G198900",0.438569793209161,"Manes.05G000300 (interacts with) Manes.03G198900","+"
"Manes.05G016500","Manes.03G198900",-0.0344788595297304,"Manes.05G016500 (interacts with) Manes.03G198900","-"
"Manes.05G034800","Manes.03G198900",-0.193757612708282,"Manes.05G034800 (interacts with) Manes.03G198900","-"
"Manes.05G034900","Manes.03G198900",-0.11829788954082,"Manes.05G034900 (interacts with) Manes.03G198900","-"
"Manes.05G073400","Manes.03G198900",-0.341951612591943,"Manes.05G073400 (interacts with) Manes.03G198900","-"
"Manes.05G093200","Manes.03G198900",0.283260724948833,"Manes.05G093200 (interacts with) Manes.03G198900","+"
"Manes.05G108500","Manes.03G198900",-0.132032120760324,"Manes.05G108500 (interacts with) Manes.03G198900","-"
"Manes.05G128600","Manes.03G198900",0.210639477849936,"Manes.05G128600 (interacts with) Manes.03G198900","+"
"Manes.05G133800","Manes.03G198900",0.0436036121066676,"Manes.05G133800 (interacts with) Manes.03G198900","+"
"Manes.05G147500","Manes.03G198900",0.260716164616056,"Manes.05G147500 (interacts with) Manes.03G198900","+"
"Manes.05G157500","Manes.03G198900",-0.0847890522031442,"Manes.05G157500 (interacts with) Manes.03G198900","-"
"Manes.05G160800","Manes.03G198900",0.0194112685981993,"Manes.05G160800 (interacts with) Manes.03G198900","+"
"Manes.05G189000","Manes.03G198900",0.144824430063643,"Manes.05G189000 (interacts with) Manes.03G198900","+"
"Manes.05G193700","Manes.03G198900",-0.240581593035271,"Manes.05G193700 (interacts with) Manes.03G198900","-"
"Manes.05G194300","Manes.03G198900",-0.0882552410029846,"Manes.05G194300 (interacts with) Manes.03G198900","-"
"Manes.05G200900","Manes.03G198900",0.288878701993099,"Manes.05G200900 (interacts with) Manes.03G198900","+"
"Manes.05G202700","Manes.03G198900",0.263029818504014,"Manes.05G202700 (interacts with) Manes.03G198900","+"
"Manes.06G005200","Manes.03G198900",-0.224818873568051,"Manes.06G005200 (interacts with) Manes.03G198900","-"
"Manes.06G028100","Manes.03G198900",0.16355638352446,"Manes.06G028100 (interacts with) Manes.03G198900","+"
"Manes.06G054000","Manes.03G198900",-0.192915072439984,"Manes.06G054000 (interacts with) Manes.03G198900","-"
"Manes.06G063500","Manes.03G198900",-0.122548588728691,"Manes.06G063500 (interacts with) Manes.03G198900","-"
"Manes.06G091900","Manes.03G198900",-0.00813981616090854,"Manes.06G091900 (interacts with) Manes.03G198900","-"
"Manes.06G101600","Manes.03G198900",-0.183717225154779,"Manes.06G101600 (interacts with) Manes.03G198900","-"
"Manes.06G101800","Manes.03G198900",0.0308830687698491,"Manes.06G101800 (interacts with) Manes.03G198900","+"
"Manes.06G104700","Manes.03G198900",0.00622198997260165,"Manes.06G104700 (interacts with) Manes.03G198900","+"
"Manes.06G116400","Manes.03G198900",-0.115172697319642,"Manes.06G116400 (interacts with) Manes.03G198900","-"
"Manes.06G141300","Manes.03G198900",0.0192489063608608,"Manes.06G141300 (interacts with) Manes.03G198900","+"
"Manes.06G141400","Manes.03G198900",0.10596901184287,"Manes.06G141400 (interacts with) Manes.03G198900","+"
"Manes.06G152200","Manes.03G198900",0.0643214745037445,"Manes.06G152200 (interacts with) Manes.03G198900","+"
"Manes.06G155200","Manes.03G198900",0.0608686628999534,"Manes.06G155200 (interacts with) Manes.03G198900","+"
"Manes.06G161400","Manes.03G198900",0.185294594893493,"Manes.06G161400 (interacts with) Manes.03G198900","+"
"Manes.06G176400","Manes.03G198900",-0.0117837985945913,"Manes.06G176400 (interacts with) Manes.03G198900","-"
"Manes.06G176500","Manes.03G198900",0.0242006217181762,"Manes.06G176500 (interacts with) Manes.03G198900","+"
"Manes.06G176700","Manes.03G198900",0.0370825002081665,"Manes.06G176700 (interacts with) Manes.03G198900","+"
"Manes.07G000100","Manes.03G198900",-0.0532736138549982,"Manes.07G000100 (interacts with) Manes.03G198900","-"
"Manes.07G000500","Manes.03G198900",-0.0267640836963258,"Manes.07G000500 (interacts with) Manes.03G198900","-"
"Manes.07G025600","Manes.03G198900",0.0357103646876459,"Manes.07G025600 (interacts with) Manes.03G198900","+"
"Manes.07G049100","Manes.03G198900",-0.199894123154851,"Manes.07G049100 (interacts with) Manes.03G198900","-"
"Manes.07G056100","Manes.03G198900",-0.0660949012461044,"Manes.07G056100 (interacts with) Manes.03G198900","-"
"Manes.07G056300","Manes.03G198900",-0.274750074885311,"Manes.07G056300 (interacts with) Manes.03G198900","-"
"Manes.07G087500","Manes.03G198900",0.0605689353621372,"Manes.07G087500 (interacts with) Manes.03G198900","+"
"Manes.07G116700","Manes.03G198900",-0.00730835464342317,"Manes.07G116700 (interacts with) Manes.03G198900","-"
"Manes.08G008500","Manes.03G198900",0.261104747941903,"Manes.08G008500 (interacts with) Manes.03G198900","+"
"Manes.08G016300","Manes.03G198900",0.0146000115653006,"Manes.08G016300 (interacts with) Manes.03G198900","+"
"Manes.08G018800","Manes.03G198900",0.0348616361507254,"Manes.08G018800 (interacts with) Manes.03G198900","+"
"Manes.08G020200","Manes.03G198900",0.0290560728699987,"Manes.08G020200 (interacts with) Manes.03G198900","+"
"Manes.08G021400","Manes.03G198900",0.0757831894243821,"Manes.08G021400 (interacts with) Manes.03G198900","+"
"Manes.08G022400","Manes.03G198900",-0.0702197306547078,"Manes.08G022400 (interacts with) Manes.03G198900","-"
"Manes.08G037000","Manes.03G198900",0.0386822984126709,"Manes.08G037000 (interacts with) Manes.03G198900","+"
"Manes.08G037100","Manes.03G198900",-0.014512506996035,"Manes.08G037100 (interacts with) Manes.03G198900","-"
"Manes.08G050700","Manes.03G198900",0.277012163343751,"Manes.08G050700 (interacts with) Manes.03G198900","+"
"Manes.08G076550","Manes.03G198900",0.105179431100225,"Manes.08G076550 (interacts with) Manes.03G198900","+"
"Manes.08G091100","Manes.03G198900",0.207238382454527,"Manes.08G091100 (interacts with) Manes.03G198900","+"
"Manes.08G094400","Manes.03G198900",0.0973010620416895,"Manes.08G094400 (interacts with) Manes.03G198900","+"
"Manes.08G103800","Manes.03G198900",-0.127460938632012,"Manes.08G103800 (interacts with) Manes.03G198900","-"
"Manes.08G122300","Manes.03G198900",-0.0199106405710847,"Manes.08G122300 (interacts with) Manes.03G198900","-"
"Manes.08G128100","Manes.03G198900",-0.188787066821733,"Manes.08G128100 (interacts with) Manes.03G198900","-"
"Manes.08G151600","Manes.03G198900",-0.0242615502498751,"Manes.08G151600 (interacts with) Manes.03G198900","-"
"Manes.08G151500","Manes.03G198900",0.0610015848849354,"Manes.08G151500 (interacts with) Manes.03G198900","+"
"Manes.08G156000","Manes.03G198900",0.226717394753943,"Manes.08G156000 (interacts with) Manes.03G198900","+"
"Manes.08G162200","Manes.03G198900",0.00848964736302784,"Manes.08G162200 (interacts with) Manes.03G198900","+"
"Manes.08G166700","Manes.03G198900",-0.0307081208362162,"Manes.08G166700 (interacts with) Manes.03G198900","-"
"Manes.09G007300","Manes.03G198900",-0.0103478473933722,"Manes.09G007300 (interacts with) Manes.03G198900","-"
"Manes.09G008200","Manes.03G198900",0.101122579466207,"Manes.09G008200 (interacts with) Manes.03G198900","+"
"Manes.09G042100","Manes.03G198900",-0.0249712625665833,"Manes.09G042100 (interacts with) Manes.03G198900","-"
"Manes.09G056200","Manes.03G198900",-0.238597739739361,"Manes.09G056200 (interacts with) Manes.03G198900","-"
"Manes.09G058676","Manes.03G198900",-0.0996710751233613,"Manes.09G058676 (interacts with) Manes.03G198900","-"
"Manes.09G060608","Manes.03G198900",-0.0507113163227077,"Manes.09G060608 (interacts with) Manes.03G198900","-"
"Manes.09G061100","Manes.03G198900",0.12384961475423,"Manes.09G061100 (interacts with) Manes.03G198900","+"
"Manes.09G049886","Manes.03G198900",0.230120125529231,"Manes.09G049886 (interacts with) Manes.03G198900","+"
"Manes.09G066828","Manes.03G198900",-0.10568849503991,"Manes.09G066828 (interacts with) Manes.03G198900","-"
"Manes.09G076472","Manes.03G198900",-0.210303381274767,"Manes.09G076472 (interacts with) Manes.03G198900","-"
"Manes.09G079657","Manes.03G198900",-0.15630621565072,"Manes.09G079657 (interacts with) Manes.03G198900","-"
"Manes.09G084500","Manes.03G198900",0.0404546724706779,"Manes.09G084500 (interacts with) Manes.03G198900","+"
"Manes.09G085200","Manes.03G198900",-0.184096772352748,"Manes.09G085200 (interacts with) Manes.03G198900","-"
"Manes.09G100784","Manes.03G198900",0.135370987468003,"Manes.09G100784 (interacts with) Manes.03G198900","+"
"Manes.09G104500","Manes.03G198900",0.160423435882262,"Manes.09G104500 (interacts with) Manes.03G198900","+"
"Manes.09G106300","Manes.03G198900",0.0764039696433837,"Manes.09G106300 (interacts with) Manes.03G198900","+"
"Manes.09G120000","Manes.03G198900",0.01597708437388,"Manes.09G120000 (interacts with) Manes.03G198900","+"
"Manes.09G128000","Manes.03G198900",-0.138152964853111,"Manes.09G128000 (interacts with) Manes.03G198900","-"
"Manes.09G129300","Manes.03G198900",-0.167925586185492,"Manes.09G129300 (interacts with) Manes.03G198900","-"
"Manes.09G144600","Manes.03G198900",-0.0599805050309077,"Manes.09G144600 (interacts with) Manes.03G198900","-"
"Manes.09G165700","Manes.03G198900",-0.0145046486844717,"Manes.09G165700 (interacts with) Manes.03G198900","-"
"Manes.09G185400","Manes.03G198900",0.115717653545689,"Manes.09G185400 (interacts with) Manes.03G198900","+"
"Manes.10G010100","Manes.03G198900",-0.142693906649501,"Manes.10G010100 (interacts with) Manes.03G198900","-"
"Manes.10G046600","Manes.03G198900",-0.0744643796427291,"Manes.10G046600 (interacts with) Manes.03G198900","-"
"Manes.10G054100","Manes.03G198900",-0.00341152864514563,"Manes.10G054100 (interacts with) Manes.03G198900","-"
"Manes.10G054450","Manes.03G198900",0.0422664372578825,"Manes.10G054450 (interacts with) Manes.03G198900","+"
"Manes.10G071200","Manes.03G198900",-0.0797511431893062,"Manes.10G071200 (interacts with) Manes.03G198900","-"
"Manes.10G152000","Manes.03G198900",0.0494551336182276,"Manes.10G152000 (interacts with) Manes.03G198900","+"
"Manes.11G023600","Manes.03G198900",0.117656054640361,"Manes.11G023600 (interacts with) Manes.03G198900","+"
"Manes.11G025400","Manes.03G198900",-0.0637869733688973,"Manes.11G025400 (interacts with) Manes.03G198900","-"
"Manes.11G077300","Manes.03G198900",-0.0011336481175885,"Manes.11G077300 (interacts with) Manes.03G198900","-"
"Manes.11G085500","Manes.03G198900",-0.0576799944143726,"Manes.11G085500 (interacts with) Manes.03G198900","-"
"Manes.11G089900","Manes.03G198900",-0.205020068061021,"Manes.11G089900 (interacts with) Manes.03G198900","-"
"Manes.11G098400","Manes.03G198900",-0.0970144275224385,"Manes.11G098400 (interacts with) Manes.03G198900","-"
"Manes.11G102600","Manes.03G198900",0.0988216005133392,"Manes.11G102600 (interacts with) Manes.03G198900","+"
"Manes.11G103800","Manes.03G198900",-0.237210030378317,"Manes.11G103800 (interacts with) Manes.03G198900","-"
"Manes.11G121800","Manes.03G198900",-0.0826690451904994,"Manes.11G121800 (interacts with) Manes.03G198900","-"
"Manes.11G144700","Manes.03G198900",-0.0651504880784613,"Manes.11G144700 (interacts with) Manes.03G198900","-"
"Manes.11G163700","Manes.03G198900",-0.0434519973913472,"Manes.11G163700 (interacts with) Manes.03G198900","-"
"Manes.12G005500","Manes.03G198900",0.310521825309722,"Manes.12G005500 (interacts with) Manes.03G198900","+"
"Manes.12G015500","Manes.03G198900",0.00586020248121419,"Manes.12G015500 (interacts with) Manes.03G198900","+"
"Manes.12G034800","Manes.03G198900",0.0874920457479596,"Manes.12G034800 (interacts with) Manes.03G198900","+"
"Manes.12G039100","Manes.03G198900",-0.0331790725606814,"Manes.12G039100 (interacts with) Manes.03G198900","-"
"Manes.12G043100","Manes.03G198900",-0.0798443690334132,"Manes.12G043100 (interacts with) Manes.03G198900","-"
"Manes.12G064500","Manes.03G198900",-0.00993324253686791,"Manes.12G064500 (interacts with) Manes.03G198900","-"
"Manes.12G067900","Manes.03G198900",0.00218246691490405,"Manes.12G067900 (interacts with) Manes.03G198900","+"
"Manes.12G071600","Manes.03G198900",0.0106325530423944,"Manes.12G071600 (interacts with) Manes.03G198900","+"
"Manes.12G074600","Manes.03G198900",0.266650181858435,"Manes.12G074600 (interacts with) Manes.03G198900","+"
"Manes.12G098600","Manes.03G198900",0.10345624620041,"Manes.12G098600 (interacts with) Manes.03G198900","+"
"Manes.12G120100","Manes.03G198900",-0.1433634872162,"Manes.12G120100 (interacts with) Manes.03G198900","-"
"Manes.12G124300","Manes.03G198900",0.273463851534088,"Manes.12G124300 (interacts with) Manes.03G198900","+"
"Manes.12G142500","Manes.03G198900",0.0442422877760107,"Manes.12G142500 (interacts with) Manes.03G198900","+"
"Manes.12G144300","Manes.03G198900",0.17692025438414,"Manes.12G144300 (interacts with) Manes.03G198900","+"
"Manes.13G005300","Manes.03G198900",0.00327488745552717,"Manes.13G005300 (interacts with) Manes.03G198900","+"
"Manes.13G015200","Manes.03G198900",-0.000632000469651462,"Manes.13G015200 (interacts with) Manes.03G198900","-"
"Manes.13G026800","Manes.03G198900",-0.0781634586536298,"Manes.13G026800 (interacts with) Manes.03G198900","-"
"Manes.13G037000","Manes.03G198900",0.00923599668549637,"Manes.13G037000 (interacts with) Manes.03G198900","+"
"Manes.13G038500","Manes.03G198900",0.0558732079260403,"Manes.13G038500 (interacts with) Manes.03G198900","+"
"Manes.13G058900","Manes.03G198900",-0.0275179350497847,"Manes.13G058900 (interacts with) Manes.03G198900","-"
"Manes.13G070400","Manes.03G198900",0.121740008514504,"Manes.13G070400 (interacts with) Manes.03G198900","+"
"Manes.13G098500","Manes.03G198900",0.0969721167386294,"Manes.13G098500 (interacts with) Manes.03G198900","+"
"Manes.13G101600","Manes.03G198900",0.290937380912013,"Manes.13G101600 (interacts with) Manes.03G198900","+"
"Manes.13G105000","Manes.03G198900",0.0969794243177831,"Manes.13G105000 (interacts with) Manes.03G198900","+"
"Manes.13G105280","Manes.03G198900",0.175486820250896,"Manes.13G105280 (interacts with) Manes.03G198900","+"
"Manes.13G106000","Manes.03G198900",0.241895353268942,"Manes.13G106000 (interacts with) Manes.03G198900","+"
"Manes.14G007500","Manes.03G198900",0.135087654888816,"Manes.14G007500 (interacts with) Manes.03G198900","+"
"Manes.14G008900","Manes.03G198900",0.133052466932292,"Manes.14G008900 (interacts with) Manes.03G198900","+"
"Manes.14G009000","Manes.03G198900",-0.114153873472581,"Manes.14G009000 (interacts with) Manes.03G198900","-"
"Manes.14G005400","Manes.03G198900",0.169171625365394,"Manes.14G005400 (interacts with) Manes.03G198900","+"
"Manes.14G007380","Manes.03G198900",0.112713341546258,"Manes.14G007380 (interacts with) Manes.03G198900","+"
"Manes.14G019870","Manes.03G198900",0.25389893488541,"Manes.14G019870 (interacts with) Manes.03G198900","+"
"Manes.14G022700","Manes.03G198900",-0.0684244553988038,"Manes.14G022700 (interacts with) Manes.03G198900","-"
"Manes.14G031100","Manes.03G198900",0.0403279770662312,"Manes.14G031100 (interacts with) Manes.03G198900","+"
"Manes.14G033200","Manes.03G198900",-0.125507695561705,"Manes.14G033200 (interacts with) Manes.03G198900","-"
"Manes.14G038800","Manes.03G198900",0.100068873087749,"Manes.14G038800 (interacts with) Manes.03G198900","+"
"Manes.14G054600","Manes.03G198900",-0.120761180715311,"Manes.14G054600 (interacts with) Manes.03G198900","-"
"Manes.14G065900","Manes.03G198900",-0.266877637459084,"Manes.14G065900 (interacts with) Manes.03G198900","-"
"Manes.14G078500","Manes.03G198900",0.0197528556437736,"Manes.14G078500 (interacts with) Manes.03G198900","+"
"Manes.14G100900","Manes.03G198900",0.0926721902369745,"Manes.14G100900 (interacts with) Manes.03G198900","+"
"Manes.14G108900","Manes.03G198900",0.00692176347386164,"Manes.14G108900 (interacts with) Manes.03G198900","+"
"Manes.14G122700","Manes.03G198900",-0.0760192017834406,"Manes.14G122700 (interacts with) Manes.03G198900","-"
"Manes.14G123700","Manes.03G198900",-0.0419057995015063,"Manes.14G123700 (interacts with) Manes.03G198900","-"
"Manes.14G117000","Manes.03G198900",-0.0588545021390505,"Manes.14G117000 (interacts with) Manes.03G198900","-"
"Manes.14G118900","Manes.03G198900",-0.116269506922488,"Manes.14G118900 (interacts with) Manes.03G198900","-"
"Manes.14G112200","Manes.03G198900",0.0431566910148584,"Manes.14G112200 (interacts with) Manes.03G198900","+"
"Manes.14G146200","Manes.03G198900",-0.0452276571231629,"Manes.14G146200 (interacts with) Manes.03G198900","-"
"Manes.14G150200","Manes.03G198900",0.0387768613078912,"Manes.14G150200 (interacts with) Manes.03G198900","+"
"Manes.14G166900","Manes.03G198900",0.141679545729873,"Manes.14G166900 (interacts with) Manes.03G198900","+"
"Manes.15G001800","Manes.03G198900",-0.0562182417529433,"Manes.15G001800 (interacts with) Manes.03G198900","-"
"Manes.15G005700","Manes.03G198900",-0.00799629592967567,"Manes.15G005700 (interacts with) Manes.03G198900","-"
"Manes.15G018800","Manes.03G198900",0.00852853846143363,"Manes.15G018800 (interacts with) Manes.03G198900","+"
"Manes.15G034400","Manes.03G198900",-0.161120016606764,"Manes.15G034400 (interacts with) Manes.03G198900","-"
"Manes.15G040800","Manes.03G198900",-0.190584489419261,"Manes.15G040800 (interacts with) Manes.03G198900","-"
"Manes.15G047700","Manes.03G198900",-0.179854544904884,"Manes.15G047700 (interacts with) Manes.03G198900","-"
"Manes.15G050500","Manes.03G198900",-0.282477462321223,"Manes.15G050500 (interacts with) Manes.03G198900","-"
"Manes.15G060100","Manes.03G198900",-0.1424058899979,"Manes.15G060100 (interacts with) Manes.03G198900","-"
"Manes.15G091900","Manes.03G198900",0.149011875076557,"Manes.15G091900 (interacts with) Manes.03G198900","+"
"Manes.15G099200","Manes.03G198900",-0.0875674429689793,"Manes.15G099200 (interacts with) Manes.03G198900","-"
"Manes.15G100400","Manes.03G198900",0.0681687858592004,"Manes.15G100400 (interacts with) Manes.03G198900","+"
"Manes.15G102000","Manes.03G198900",-0.18955277511797,"Manes.15G102000 (interacts with) Manes.03G198900","-"
"Manes.15G118600","Manes.03G198900",0.147496052507116,"Manes.15G118600 (interacts with) Manes.03G198900","+"
"Manes.15G122400","Manes.03G198900",0.0517446713464823,"Manes.15G122400 (interacts with) Manes.03G198900","+"
"Manes.15G122600","Manes.03G198900",0.370974815886019,"Manes.15G122600 (interacts with) Manes.03G198900","+"
"Manes.15G131800","Manes.03G198900",0.141045507786262,"Manes.15G131800 (interacts with) Manes.03G198900","+"
"Manes.15G147700","Manes.03G198900",0.169118296319567,"Manes.15G147700 (interacts with) Manes.03G198900","+"
"Manes.15G156700","Manes.03G198900",-0.137089066536534,"Manes.15G156700 (interacts with) Manes.03G198900","-"
"Manes.15G170100","Manes.03G198900",0.173474291865833,"Manes.15G170100 (interacts with) Manes.03G198900","+"
"Manes.15G190275","Manes.03G198900",0.304161040357087,"Manes.15G190275 (interacts with) Manes.03G198900","+"
"Manes.16G002600","Manes.03G198900",-0.0533865318428585,"Manes.16G002600 (interacts with) Manes.03G198900","-"
