"sourceNode","targetNode","bicor","shared_name","cor_direction"
"Manes.01G001200","Manes.01G001200",1,"Manes.01G001200 (interacts with) Manes.01G001200","+"
"Manes.01G023200","Manes.01G001200",0.168460136441753,"Manes.01G023200 (interacts with) Manes.01G001200","+"
"Manes.01G026700","Manes.01G001200",0.137189425973884,"Manes.01G026700 (interacts with) Manes.01G001200","+"
"Manes.01G069000","Manes.01G001200",-0.113730158564707,"Manes.01G069000 (interacts with) Manes.01G001200","-"
"Manes.01G076500","Manes.01G001200",0.070920805240527,"Manes.01G076500 (interacts with) Manes.01G001200","+"
"Manes.01G083600","Manes.01G001200",0.122554596796353,"Manes.01G083600 (interacts with) Manes.01G001200","+"
"Manes.01G091700","Manes.01G001200",-0.034773471639579,"Manes.01G091700 (interacts with) Manes.01G001200","-"
"Manes.01G116600","Manes.01G001200",0.13954366332409,"Manes.01G116600 (interacts with) Manes.01G001200","+"
"Manes.01G123000","Manes.01G001200",0.116101377666058,"Manes.01G123000 (interacts with) Manes.01G001200","+"
"Manes.01G124200","Manes.01G001200",-0.138069182774067,"Manes.01G124200 (interacts with) Manes.01G001200","-"
"Manes.01G129000","Manes.01G001200",-0.0201655426938033,"Manes.01G129000 (interacts with) Manes.01G001200","-"
"Manes.01G134800","Manes.01G001200",0.271029222129204,"Manes.01G134800 (interacts with) Manes.01G001200","+"
"Manes.01G153600","Manes.01G001200",0.1349489778234,"Manes.01G153600 (interacts with) Manes.01G001200","+"
"Manes.01G157500","Manes.01G001200",0.00117226254489589,"Manes.01G157500 (interacts with) Manes.01G001200","+"
"Manes.01G162300","Manes.01G001200",0.24278799080125,"Manes.01G162300 (interacts with) Manes.01G001200","+"
"Manes.01G165700","Manes.01G001200",-0.195550595971297,"Manes.01G165700 (interacts with) Manes.01G001200","-"
"Manes.01G173500","Manes.01G001200",-0.0963013144822172,"Manes.01G173500 (interacts with) Manes.01G001200","-"
"Manes.01G176400","Manes.01G001200",0.221948117343927,"Manes.01G176400 (interacts with) Manes.01G001200","+"
"Manes.01G184000","Manes.01G001200",0.148013587760393,"Manes.01G184000 (interacts with) Manes.01G001200","+"
"Manes.01G194500","Manes.01G001200",0.0796608371724899,"Manes.01G194500 (interacts with) Manes.01G001200","+"
"Manes.01G200300","Manes.01G001200",-0.150943545064396,"Manes.01G200300 (interacts with) Manes.01G001200","-"
"Manes.01G221900","Manes.01G001200",-0.042636962762947,"Manes.01G221900 (interacts with) Manes.01G001200","-"
"Manes.01G236700","Manes.01G001200",0.162641723145948,"Manes.01G236700 (interacts with) Manes.01G001200","+"
"Manes.01G239900","Manes.01G001200",0.028228515014988,"Manes.01G239900 (interacts with) Manes.01G001200","+"
"Manes.01G263700","Manes.01G001200",0.0935495588596741,"Manes.01G263700 (interacts with) Manes.01G001200","+"
"Manes.01G270900","Manes.01G001200",0.11327138982816,"Manes.01G270900 (interacts with) Manes.01G001200","+"
"Manes.02G001000","Manes.01G001200",0.150427727781976,"Manes.02G001000 (interacts with) Manes.01G001200","+"
"Manes.02G006200","Manes.01G001200",0.067259729565821,"Manes.02G006200 (interacts with) Manes.01G001200","+"
"Manes.02G017610","Manes.01G001200",0.101876328480657,"Manes.02G017610 (interacts with) Manes.01G001200","+"
"Manes.02G030900","Manes.01G001200",0.0912678474808133,"Manes.02G030900 (interacts with) Manes.01G001200","+"
"Manes.02G035200","Manes.01G001200",0.103350065761274,"Manes.02G035200 (interacts with) Manes.01G001200","+"
"Manes.02G035900","Manes.01G001200",0.00707472906471021,"Manes.02G035900 (interacts with) Manes.01G001200","+"
"Manes.02G038200","Manes.01G001200",-0.00954126436231835,"Manes.02G038200 (interacts with) Manes.01G001200","-"
"Manes.02G046733","Manes.01G001200",0.192539238336332,"Manes.02G046733 (interacts with) Manes.01G001200","+"
"Manes.02G052200","Manes.01G001200",-0.158709271233382,"Manes.02G052200 (interacts with) Manes.01G001200","-"
"Manes.02G052240","Manes.01G001200",0.200995025278298,"Manes.02G052240 (interacts with) Manes.01G001200","+"
"Manes.02G052280","Manes.01G001200",0.0254637781327675,"Manes.02G052280 (interacts with) Manes.01G001200","+"
"Manes.02G052360","Manes.01G001200",-0.175494925115071,"Manes.02G052360 (interacts with) Manes.01G001200","-"
"Manes.02G052520","Manes.01G001200",0.0642703781967756,"Manes.02G052520 (interacts with) Manes.01G001200","+"
"Manes.02G052600","Manes.01G001200",0.0883359441984432,"Manes.02G052600 (interacts with) Manes.01G001200","+"
"Manes.02G064400","Manes.01G001200",-0.0910528348884617,"Manes.02G064400 (interacts with) Manes.01G001200","-"
"Manes.02G068600","Manes.01G001200",0.277499787133853,"Manes.02G068600 (interacts with) Manes.01G001200","+"
"Manes.02G080600","Manes.01G001200",-0.356109748889999,"Manes.02G080600 (interacts with) Manes.01G001200","-"
"Manes.02G081700","Manes.01G001200",-0.0352728900558299,"Manes.02G081700 (interacts with) Manes.01G001200","-"
"Manes.02G082800","Manes.01G001200",0.311728344045748,"Manes.02G082800 (interacts with) Manes.01G001200","+"
"Manes.02G086900","Manes.01G001200",-0.0743454163955027,"Manes.02G086900 (interacts with) Manes.01G001200","-"
"Manes.02G090600","Manes.01G001200",0.0306822913696089,"Manes.02G090600 (interacts with) Manes.01G001200","+"
"Manes.02G093200","Manes.01G001200",-0.0205384399522427,"Manes.02G093200 (interacts with) Manes.01G001200","-"
"Manes.02G101600","Manes.01G001200",0.168475968225441,"Manes.02G101600 (interacts with) Manes.01G001200","+"
"Manes.02G110200","Manes.01G001200",0.0697020774222247,"Manes.02G110200 (interacts with) Manes.01G001200","+"
"Manes.02G112500","Manes.01G001200",-0.0077167653953819,"Manes.02G112500 (interacts with) Manes.01G001200","-"
"Manes.02G116900","Manes.01G001200",0.146051633607967,"Manes.02G116900 (interacts with) Manes.01G001200","+"
"Manes.02G120500","Manes.01G001200",0.228861928952778,"Manes.02G120500 (interacts with) Manes.01G001200","+"
"Manes.02G122500","Manes.01G001200",0.269713923994549,"Manes.02G122500 (interacts with) Manes.01G001200","+"
"Manes.02G132800","Manes.01G001200",0.199710162465957,"Manes.02G132800 (interacts with) Manes.01G001200","+"
"Manes.02G134400","Manes.01G001200",0.262958250206596,"Manes.02G134400 (interacts with) Manes.01G001200","+"
"Manes.02G146400","Manes.01G001200",0.0119848542821166,"Manes.02G146400 (interacts with) Manes.01G001200","+"
"Manes.02G154900","Manes.01G001200",0.379884345272911,"Manes.02G154900 (interacts with) Manes.01G001200","+"
"Manes.02G190800","Manes.01G001200",0.208867099130866,"Manes.02G190800 (interacts with) Manes.01G001200","+"
"Manes.02G194100","Manes.01G001200",0.173963377094177,"Manes.02G194100 (interacts with) Manes.01G001200","+"
"Manes.02G226001","Manes.01G001200",-0.0699140414790245,"Manes.02G226001 (interacts with) Manes.01G001200","-"
"Manes.03G017900","Manes.01G001200",0.0114646072614048,"Manes.03G017900 (interacts with) Manes.01G001200","+"
"Manes.03G026700","Manes.01G001200",-0.191823543104984,"Manes.03G026700 (interacts with) Manes.01G001200","-"
"Manes.03G029300","Manes.01G001200",-0.102430760013652,"Manes.03G029300 (interacts with) Manes.01G001200","-"
"Manes.03G044400","Manes.01G001200",0.0472229693786709,"Manes.03G044400 (interacts with) Manes.01G001200","+"
"Manes.03G049200","Manes.01G001200",0.202015350523177,"Manes.03G049200 (interacts with) Manes.01G001200","+"
"Manes.03G058700","Manes.01G001200",0.236911953236153,"Manes.03G058700 (interacts with) Manes.01G001200","+"
"Manes.03G096600","Manes.01G001200",0.1067797203089,"Manes.03G096600 (interacts with) Manes.01G001200","+"
"Manes.03G083500","Manes.01G001200",-0.27416683479184,"Manes.03G083500 (interacts with) Manes.01G001200","-"
"Manes.03G083900","Manes.01G001200",0.0649380154331913,"Manes.03G083900 (interacts with) Manes.01G001200","+"
"Manes.03G103200","Manes.01G001200",0.251017889769747,"Manes.03G103200 (interacts with) Manes.01G001200","+"
"Manes.03G129800","Manes.01G001200",-0.195796071672015,"Manes.03G129800 (interacts with) Manes.01G001200","-"
"Manes.03G133300","Manes.01G001200",0.129625440386408,"Manes.03G133300 (interacts with) Manes.01G001200","+"
"Manes.03G143700","Manes.01G001200",0.130995298537707,"Manes.03G143700 (interacts with) Manes.01G001200","+"
"Manes.03G150400","Manes.01G001200",-0.0961413152113828,"Manes.03G150400 (interacts with) Manes.01G001200","-"
"Manes.03G155800","Manes.01G001200",-0.119958749085996,"Manes.03G155800 (interacts with) Manes.01G001200","-"
"Manes.03G164100","Manes.01G001200",0.0705224080495673,"Manes.03G164100 (interacts with) Manes.01G001200","+"
"Manes.03G171200","Manes.01G001200",0.182677981009781,"Manes.03G171200 (interacts with) Manes.01G001200","+"
"Manes.03G191000","Manes.01G001200",-0.0800449909967219,"Manes.03G191000 (interacts with) Manes.01G001200","-"
"Manes.03G198900","Manes.01G001200",0.072298907882385,"Manes.03G198900 (interacts with) Manes.01G001200","+"
"Manes.03G202500","Manes.01G001200",-0.0357489179912297,"Manes.03G202500 (interacts with) Manes.01G001200","-"
"Manes.03G206800","Manes.01G001200",-0.0363061735718421,"Manes.03G206800 (interacts with) Manes.01G001200","-"
"Manes.03G209100","Manes.01G001200",0.0529424467571767,"Manes.03G209100 (interacts with) Manes.01G001200","+"
"Manes.04G021700","Manes.01G001200",0.0517949109131048,"Manes.04G021700 (interacts with) Manes.01G001200","+"
"Manes.04G043700","Manes.01G001200",0.129822203675762,"Manes.04G043700 (interacts with) Manes.01G001200","+"
"Manes.04G053480","Manes.01G001200",-0.0370981012714681,"Manes.04G053480 (interacts with) Manes.01G001200","-"
"Manes.04G078300","Manes.01G001200",0.189736222748657,"Manes.04G078300 (interacts with) Manes.01G001200","+"
"Manes.04G083800","Manes.01G001200",0.242313749394873,"Manes.04G083800 (interacts with) Manes.01G001200","+"
"Manes.04G134700","Manes.01G001200",0.185822347644492,"Manes.04G134700 (interacts with) Manes.01G001200","+"
"Manes.04G141800","Manes.01G001200",0.297584413295391,"Manes.04G141800 (interacts with) Manes.01G001200","+"
"Manes.04G160400","Manes.01G001200",0.140724698236515,"Manes.04G160400 (interacts with) Manes.01G001200","+"
"Manes.04G164700","Manes.01G001200",-0.0163462225903344,"Manes.04G164700 (interacts with) Manes.01G001200","-"
"Manes.05G000300","Manes.01G001200",-0.200238028044317,"Manes.05G000300 (interacts with) Manes.01G001200","-"
"Manes.05G016500","Manes.01G001200",-0.025877649264676,"Manes.05G016500 (interacts with) Manes.01G001200","-"
"Manes.05G034800","Manes.01G001200",0.0593480990711808,"Manes.05G034800 (interacts with) Manes.01G001200","+"
"Manes.05G034900","Manes.01G001200",-0.13836044529373,"Manes.05G034900 (interacts with) Manes.01G001200","-"
"Manes.05G073400","Manes.01G001200",-0.0608904648455176,"Manes.05G073400 (interacts with) Manes.01G001200","-"
"Manes.05G093200","Manes.01G001200",-0.0858981946538964,"Manes.05G093200 (interacts with) Manes.01G001200","-"
"Manes.05G108500","Manes.01G001200",0.0308796429780442,"Manes.05G108500 (interacts with) Manes.01G001200","+"
"Manes.05G128600","Manes.01G001200",0.092960250333795,"Manes.05G128600 (interacts with) Manes.01G001200","+"
"Manes.05G133800","Manes.01G001200",0.140347384768734,"Manes.05G133800 (interacts with) Manes.01G001200","+"
"Manes.05G147500","Manes.01G001200",-0.12098952959287,"Manes.05G147500 (interacts with) Manes.01G001200","-"
"Manes.05G157500","Manes.01G001200",-0.1061380595624,"Manes.05G157500 (interacts with) Manes.01G001200","-"
"Manes.05G160800","Manes.01G001200",0.270815859835589,"Manes.05G160800 (interacts with) Manes.01G001200","+"
"Manes.05G189000","Manes.01G001200",-0.244761888973295,"Manes.05G189000 (interacts with) Manes.01G001200","-"
"Manes.05G193700","Manes.01G001200",0.364757919237066,"Manes.05G193700 (interacts with) Manes.01G001200","+"
"Manes.05G194300","Manes.01G001200",-0.173875708461709,"Manes.05G194300 (interacts with) Manes.01G001200","-"
"Manes.05G200900","Manes.01G001200",0.0537158596024839,"Manes.05G200900 (interacts with) Manes.01G001200","+"
"Manes.05G202700","Manes.01G001200",-0.12336284753837,"Manes.05G202700 (interacts with) Manes.01G001200","-"
"Manes.06G005200","Manes.01G001200",0.286967016715971,"Manes.06G005200 (interacts with) Manes.01G001200","+"
"Manes.06G028100","Manes.01G001200",0.00312121609089782,"Manes.06G028100 (interacts with) Manes.01G001200","+"
"Manes.06G054000","Manes.01G001200",0.109404235004255,"Manes.06G054000 (interacts with) Manes.01G001200","+"
"Manes.06G063500","Manes.01G001200",0.00797527912009836,"Manes.06G063500 (interacts with) Manes.01G001200","+"
"Manes.06G091900","Manes.01G001200",0.180887255370984,"Manes.06G091900 (interacts with) Manes.01G001200","+"
"Manes.06G101600","Manes.01G001200",0.260391052827079,"Manes.06G101600 (interacts with) Manes.01G001200","+"
"Manes.06G101800","Manes.01G001200",0.131097085206069,"Manes.06G101800 (interacts with) Manes.01G001200","+"
"Manes.06G104700","Manes.01G001200",-0.0292377902148149,"Manes.06G104700 (interacts with) Manes.01G001200","-"
"Manes.06G116400","Manes.01G001200",0.130236380540984,"Manes.06G116400 (interacts with) Manes.01G001200","+"
"Manes.06G141300","Manes.01G001200",0.185929204372999,"Manes.06G141300 (interacts with) Manes.01G001200","+"
"Manes.06G141400","Manes.01G001200",0.259216640280606,"Manes.06G141400 (interacts with) Manes.01G001200","+"
"Manes.06G152200","Manes.01G001200",-0.192181789699794,"Manes.06G152200 (interacts with) Manes.01G001200","-"
"Manes.06G155200","Manes.01G001200",0.293110033835835,"Manes.06G155200 (interacts with) Manes.01G001200","+"
"Manes.06G161400","Manes.01G001200",0.0855013487038105,"Manes.06G161400 (interacts with) Manes.01G001200","+"
"Manes.06G176400","Manes.01G001200",-0.0100850461759152,"Manes.06G176400 (interacts with) Manes.01G001200","-"
"Manes.06G176500","Manes.01G001200",-0.0111954539324367,"Manes.06G176500 (interacts with) Manes.01G001200","-"
"Manes.06G176700","Manes.01G001200",0.245765921683917,"Manes.06G176700 (interacts with) Manes.01G001200","+"
"Manes.07G000100","Manes.01G001200",0.180364762240748,"Manes.07G000100 (interacts with) Manes.01G001200","+"
"Manes.07G000500","Manes.01G001200",0.015836967315067,"Manes.07G000500 (interacts with) Manes.01G001200","+"
"Manes.07G025600","Manes.01G001200",0.155706094179637,"Manes.07G025600 (interacts with) Manes.01G001200","+"
"Manes.07G049100","Manes.01G001200",-0.117978377622574,"Manes.07G049100 (interacts with) Manes.01G001200","-"
"Manes.07G056100","Manes.01G001200",0.38682339418659,"Manes.07G056100 (interacts with) Manes.01G001200","+"
"Manes.07G056300","Manes.01G001200",0.0965376056305207,"Manes.07G056300 (interacts with) Manes.01G001200","+"
"Manes.07G087500","Manes.01G001200",-0.140891833228917,"Manes.07G087500 (interacts with) Manes.01G001200","-"
"Manes.07G116700","Manes.01G001200",-0.020630344478221,"Manes.07G116700 (interacts with) Manes.01G001200","-"
"Manes.08G008500","Manes.01G001200",0.0340355200152552,"Manes.08G008500 (interacts with) Manes.01G001200","+"
"Manes.08G016300","Manes.01G001200",0.191229758811656,"Manes.08G016300 (interacts with) Manes.01G001200","+"
"Manes.08G018800","Manes.01G001200",0.27085422782487,"Manes.08G018800 (interacts with) Manes.01G001200","+"
"Manes.08G020200","Manes.01G001200",-0.0174369832890834,"Manes.08G020200 (interacts with) Manes.01G001200","-"
"Manes.08G021400","Manes.01G001200",0.00539460261807505,"Manes.08G021400 (interacts with) Manes.01G001200","+"
"Manes.08G022400","Manes.01G001200",0.355622796591168,"Manes.08G022400 (interacts with) Manes.01G001200","+"
"Manes.08G037000","Manes.01G001200",0.183210110416386,"Manes.08G037000 (interacts with) Manes.01G001200","+"
"Manes.08G037100","Manes.01G001200",0.0766929119873699,"Manes.08G037100 (interacts with) Manes.01G001200","+"
"Manes.08G050700","Manes.01G001200",-0.0463218166064852,"Manes.08G050700 (interacts with) Manes.01G001200","-"
"Manes.08G076550","Manes.01G001200",0.017741600776561,"Manes.08G076550 (interacts with) Manes.01G001200","+"
"Manes.08G091100","Manes.01G001200",-0.345554654680518,"Manes.08G091100 (interacts with) Manes.01G001200","-"
"Manes.08G094400","Manes.01G001200",0.124127957418159,"Manes.08G094400 (interacts with) Manes.01G001200","+"
"Manes.08G103800","Manes.01G001200",0.205426679736345,"Manes.08G103800 (interacts with) Manes.01G001200","+"
"Manes.08G122300","Manes.01G001200",-0.0141579571494338,"Manes.08G122300 (interacts with) Manes.01G001200","-"
"Manes.08G128100","Manes.01G001200",-0.0187602264264808,"Manes.08G128100 (interacts with) Manes.01G001200","-"
"Manes.08G151600","Manes.01G001200",0.160177130607045,"Manes.08G151600 (interacts with) Manes.01G001200","+"
"Manes.08G151500","Manes.01G001200",0.0364882859465513,"Manes.08G151500 (interacts with) Manes.01G001200","+"
"Manes.08G156000","Manes.01G001200",-0.0610313354978013,"Manes.08G156000 (interacts with) Manes.01G001200","-"
"Manes.08G162200","Manes.01G001200",0.13900944290476,"Manes.08G162200 (interacts with) Manes.01G001200","+"
"Manes.08G166700","Manes.01G001200",0.319124651370952,"Manes.08G166700 (interacts with) Manes.01G001200","+"
"Manes.09G007300","Manes.01G001200",-0.0130440135425865,"Manes.09G007300 (interacts with) Manes.01G001200","-"
"Manes.09G008200","Manes.01G001200",0.0426576084305385,"Manes.09G008200 (interacts with) Manes.01G001200","+"
"Manes.09G042100","Manes.01G001200",-0.062116827194204,"Manes.09G042100 (interacts with) Manes.01G001200","-"
"Manes.09G056200","Manes.01G001200",0.109028848105184,"Manes.09G056200 (interacts with) Manes.01G001200","+"
"Manes.09G058676","Manes.01G001200",0.396841533546038,"Manes.09G058676 (interacts with) Manes.01G001200","+"
"Manes.09G060608","Manes.01G001200",0.247469190742266,"Manes.09G060608 (interacts with) Manes.01G001200","+"
"Manes.09G061100","Manes.01G001200",0.00934151002121655,"Manes.09G061100 (interacts with) Manes.01G001200","+"
"Manes.09G049886","Manes.01G001200",-0.245680312400297,"Manes.09G049886 (interacts with) Manes.01G001200","-"
"Manes.09G066828","Manes.01G001200",0.0744576924616848,"Manes.09G066828 (interacts with) Manes.01G001200","+"
"Manes.09G076472","Manes.01G001200",0.0505556433611073,"Manes.09G076472 (interacts with) Manes.01G001200","+"
"Manes.09G079657","Manes.01G001200",0.172341783137074,"Manes.09G079657 (interacts with) Manes.01G001200","+"
"Manes.09G084500","Manes.01G001200",0.0505604116765018,"Manes.09G084500 (interacts with) Manes.01G001200","+"
"Manes.09G085200","Manes.01G001200",-0.1760984398565,"Manes.09G085200 (interacts with) Manes.01G001200","-"
"Manes.09G100784","Manes.01G001200",0.0345278760042057,"Manes.09G100784 (interacts with) Manes.01G001200","+"
"Manes.09G104500","Manes.01G001200",0.123913125386879,"Manes.09G104500 (interacts with) Manes.01G001200","+"
"Manes.09G106300","Manes.01G001200",0.0874342352941989,"Manes.09G106300 (interacts with) Manes.01G001200","+"
"Manes.09G120000","Manes.01G001200",0.161141895716515,"Manes.09G120000 (interacts with) Manes.01G001200","+"
"Manes.09G128000","Manes.01G001200",0.103179365401263,"Manes.09G128000 (interacts with) Manes.01G001200","+"
"Manes.09G129300","Manes.01G001200",-0.163724406271979,"Manes.09G129300 (interacts with) Manes.01G001200","-"
"Manes.09G144600","Manes.01G001200",-0.0940465608980194,"Manes.09G144600 (interacts with) Manes.01G001200","-"
"Manes.09G165700","Manes.01G001200",0.0920096821705976,"Manes.09G165700 (interacts with) Manes.01G001200","+"
"Manes.09G185400","Manes.01G001200",0.20699484609271,"Manes.09G185400 (interacts with) Manes.01G001200","+"
"Manes.10G010100","Manes.01G001200",0.208180579850716,"Manes.10G010100 (interacts with) Manes.01G001200","+"
"Manes.10G046600","Manes.01G001200",0.286152503108045,"Manes.10G046600 (interacts with) Manes.01G001200","+"
"Manes.10G054100","Manes.01G001200",0.180305360007504,"Manes.10G054100 (interacts with) Manes.01G001200","+"
"Manes.10G054450","Manes.01G001200",0.070789328670952,"Manes.10G054450 (interacts with) Manes.01G001200","+"
"Manes.10G071200","Manes.01G001200",0.098100590744664,"Manes.10G071200 (interacts with) Manes.01G001200","+"
"Manes.10G152000","Manes.01G001200",0.353215867327373,"Manes.10G152000 (interacts with) Manes.01G001200","+"
"Manes.11G023600","Manes.01G001200",-0.0581330675720999,"Manes.11G023600 (interacts with) Manes.01G001200","-"
"Manes.11G025400","Manes.01G001200",0.0427303294701439,"Manes.11G025400 (interacts with) Manes.01G001200","+"
"Manes.11G077300","Manes.01G001200",0.0521772216932313,"Manes.11G077300 (interacts with) Manes.01G001200","+"
"Manes.11G085500","Manes.01G001200",0.126378370302878,"Manes.11G085500 (interacts with) Manes.01G001200","+"
"Manes.11G089900","Manes.01G001200",0.0767367255121494,"Manes.11G089900 (interacts with) Manes.01G001200","+"
"Manes.11G098400","Manes.01G001200",0.277080624937797,"Manes.11G098400 (interacts with) Manes.01G001200","+"
"Manes.11G102600","Manes.01G001200",0.189647025148337,"Manes.11G102600 (interacts with) Manes.01G001200","+"
"Manes.11G103800","Manes.01G001200",0.12806500361601,"Manes.11G103800 (interacts with) Manes.01G001200","+"
"Manes.11G121800","Manes.01G001200",0.228887158757271,"Manes.11G121800 (interacts with) Manes.01G001200","+"
"Manes.11G144700","Manes.01G001200",0.141970743026726,"Manes.11G144700 (interacts with) Manes.01G001200","+"
"Manes.11G163700","Manes.01G001200",-0.135715480258158,"Manes.11G163700 (interacts with) Manes.01G001200","-"
"Manes.12G005500","Manes.01G001200",-0.118385091284612,"Manes.12G005500 (interacts with) Manes.01G001200","-"
"Manes.12G015500","Manes.01G001200",0.176168169473221,"Manes.12G015500 (interacts with) Manes.01G001200","+"
"Manes.12G034800","Manes.01G001200",-0.0314068516895462,"Manes.12G034800 (interacts with) Manes.01G001200","-"
"Manes.12G039100","Manes.01G001200",-0.107263846396601,"Manes.12G039100 (interacts with) Manes.01G001200","-"
"Manes.12G043100","Manes.01G001200",0.059532934030999,"Manes.12G043100 (interacts with) Manes.01G001200","+"
"Manes.12G064500","Manes.01G001200",0.118909611346982,"Manes.12G064500 (interacts with) Manes.01G001200","+"
"Manes.12G067900","Manes.01G001200",0.270215852480309,"Manes.12G067900 (interacts with) Manes.01G001200","+"
"Manes.12G071600","Manes.01G001200",0.0866410303442205,"Manes.12G071600 (interacts with) Manes.01G001200","+"
"Manes.12G074600","Manes.01G001200",0.0336330722255713,"Manes.12G074600 (interacts with) Manes.01G001200","+"
"Manes.12G098600","Manes.01G001200",-0.0895688245941017,"Manes.12G098600 (interacts with) Manes.01G001200","-"
"Manes.12G120100","Manes.01G001200",0.0030743100394884,"Manes.12G120100 (interacts with) Manes.01G001200","+"
"Manes.12G124300","Manes.01G001200",-0.207971443886235,"Manes.12G124300 (interacts with) Manes.01G001200","-"
"Manes.12G142500","Manes.01G001200",0.0769287974979321,"Manes.12G142500 (interacts with) Manes.01G001200","+"
"Manes.12G144300","Manes.01G001200",-0.0959494292175716,"Manes.12G144300 (interacts with) Manes.01G001200","-"
"Manes.13G005300","Manes.01G001200",-0.119496734872783,"Manes.13G005300 (interacts with) Manes.01G001200","-"
"Manes.13G015200","Manes.01G001200",0.224151122913923,"Manes.13G015200 (interacts with) Manes.01G001200","+"
"Manes.13G026800","Manes.01G001200",-0.0374756396257113,"Manes.13G026800 (interacts with) Manes.01G001200","-"
"Manes.13G037000","Manes.01G001200",0.0788056488713243,"Manes.13G037000 (interacts with) Manes.01G001200","+"
"Manes.13G038500","Manes.01G001200",-0.0609777657192,"Manes.13G038500 (interacts with) Manes.01G001200","-"
"Manes.13G058900","Manes.01G001200",-0.0237431690740885,"Manes.13G058900 (interacts with) Manes.01G001200","-"
"Manes.13G070400","Manes.01G001200",0.00365575182913641,"Manes.13G070400 (interacts with) Manes.01G001200","+"
"Manes.13G098500","Manes.01G001200",0.129357662481047,"Manes.13G098500 (interacts with) Manes.01G001200","+"
"Manes.13G101600","Manes.01G001200",-0.169271349792722,"Manes.13G101600 (interacts with) Manes.01G001200","-"
"Manes.13G105000","Manes.01G001200",0.265915718504861,"Manes.13G105000 (interacts with) Manes.01G001200","+"
"Manes.13G105280","Manes.01G001200",-0.038903486490776,"Manes.13G105280 (interacts with) Manes.01G001200","-"
"Manes.13G106000","Manes.01G001200",0.334517606493009,"Manes.13G106000 (interacts with) Manes.01G001200","+"
"Manes.14G007500","Manes.01G001200",0.251429583595784,"Manes.14G007500 (interacts with) Manes.01G001200","+"
"Manes.14G008900","Manes.01G001200",0.150393725612197,"Manes.14G008900 (interacts with) Manes.01G001200","+"
"Manes.14G009000","Manes.01G001200",0.230816331263279,"Manes.14G009000 (interacts with) Manes.01G001200","+"
"Manes.14G005400","Manes.01G001200",-0.0232235442225797,"Manes.14G005400 (interacts with) Manes.01G001200","-"
"Manes.14G007380","Manes.01G001200",0.0995318168502499,"Manes.14G007380 (interacts with) Manes.01G001200","+"
"Manes.14G019870","Manes.01G001200",0.00173424055704683,"Manes.14G019870 (interacts with) Manes.01G001200","+"
"Manes.14G022700","Manes.01G001200",0.209787498703104,"Manes.14G022700 (interacts with) Manes.01G001200","+"
"Manes.14G031100","Manes.01G001200",0.258601886847811,"Manes.14G031100 (interacts with) Manes.01G001200","+"
"Manes.14G033200","Manes.01G001200",0.117925705437801,"Manes.14G033200 (interacts with) Manes.01G001200","+"
"Manes.14G038800","Manes.01G001200",-0.121710726890737,"Manes.14G038800 (interacts with) Manes.01G001200","-"
"Manes.14G054600","Manes.01G001200",-0.0367256350166795,"Manes.14G054600 (interacts with) Manes.01G001200","-"
"Manes.14G065900","Manes.01G001200",0.100010029550454,"Manes.14G065900 (interacts with) Manes.01G001200","+"
"Manes.14G078500","Manes.01G001200",0.0189611179900432,"Manes.14G078500 (interacts with) Manes.01G001200","+"
"Manes.14G100900","Manes.01G001200",-0.0963060348593913,"Manes.14G100900 (interacts with) Manes.01G001200","-"
"Manes.14G108900","Manes.01G001200",0.090076795166573,"Manes.14G108900 (interacts with) Manes.01G001200","+"
"Manes.14G122700","Manes.01G001200",-0.220135993190553,"Manes.14G122700 (interacts with) Manes.01G001200","-"
"Manes.14G123700","Manes.01G001200",0.397477289993,"Manes.14G123700 (interacts with) Manes.01G001200","+"
"Manes.14G117000","Manes.01G001200",0.153084314012484,"Manes.14G117000 (interacts with) Manes.01G001200","+"
"Manes.14G118900","Manes.01G001200",-0.345571231876214,"Manes.14G118900 (interacts with) Manes.01G001200","-"
"Manes.14G112200","Manes.01G001200",0.021820908645303,"Manes.14G112200 (interacts with) Manes.01G001200","+"
"Manes.14G146200","Manes.01G001200",0.0733296620975138,"Manes.14G146200 (interacts with) Manes.01G001200","+"
"Manes.14G150200","Manes.01G001200",-0.294271149184225,"Manes.14G150200 (interacts with) Manes.01G001200","-"
"Manes.14G166900","Manes.01G001200",0.0744931410240803,"Manes.14G166900 (interacts with) Manes.01G001200","+"
"Manes.15G001800","Manes.01G001200",-0.246167135686597,"Manes.15G001800 (interacts with) Manes.01G001200","-"
"Manes.15G005700","Manes.01G001200",-0.291378190808502,"Manes.15G005700 (interacts with) Manes.01G001200","-"
"Manes.15G018800","Manes.01G001200",-0.102179383758831,"Manes.15G018800 (interacts with) Manes.01G001200","-"
"Manes.15G034400","Manes.01G001200",0.328121291658058,"Manes.15G034400 (interacts with) Manes.01G001200","+"
"Manes.15G040800","Manes.01G001200",0.182729074115895,"Manes.15G040800 (interacts with) Manes.01G001200","+"
"Manes.15G047700","Manes.01G001200",-0.253061178315766,"Manes.15G047700 (interacts with) Manes.01G001200","-"
"Manes.15G050500","Manes.01G001200",-0.149054144076309,"Manes.15G050500 (interacts with) Manes.01G001200","-"
"Manes.15G060100","Manes.01G001200",0.0820838983215047,"Manes.15G060100 (interacts with) Manes.01G001200","+"
"Manes.15G091900","Manes.01G001200",-0.152706195739674,"Manes.15G091900 (interacts with) Manes.01G001200","-"
