Sample_Name,Sample_Title,Isolate,Organism,Cultivar,Development_stage,Collection_date,Geographic_location,Tissue
TCDM2_X5_36_2_o,X5_36_2_o,2_o,Manihot esculenta,ITH21F005P036,5 MAP,5/27/22,"Ithaca, NY, USA", Storage root outer layer
TCDM2_A03_4_2_i,A03_4_2_i,2_i,Manihot esculenta,HIL16A003,5 MAP,5/27/22,"Ithaca, NY, USA",Storage root inner layer
TCDM2_A03_4_3_o,A03_4_3_o,3_o,Manihot esculenta,HIL16A003,5 MAP,5/27/22,"Ithaca, NY, USA", Storage root outer layer
TCDM2_A27_4_1_i,A27_4_1_i,1_i,Manihot esculenta,HIL16A027,5 MAP,5/27/22,"Ithaca, NY, USA",Storage root inner layer
TCDM2_A27_4_1_o,A27_4_1_o,1_o,Manihot esculenta,HIL16A027,5 MAP,5/27/22,"Ithaca, NY, USA", Storage root outer layer
TCDM2_A27_4_2_o,A27_4_2_o,2_o,Manihot esculenta,HIL16A027,5 MAP,5/27/22,"Ithaca, NY, USA", Storage root outer layer
TCDM2_X4_24_1_o,X4_24_1_o,1_o,Manihot esculenta,ITH21F004P042,5 MAP,5/27/22,"Ithaca, NY, USA", Storage root outer layer
TCDM2_A27_4_2_i,A27_4_2_i,2_i,Manihot esculenta,HIL16A027,5 MAP,5/27/22,"Ithaca, NY, USA",Storage root inner layer
TCDM2_A27_4_3_i,A27_4_3_i,3_i,Manihot esculenta,HIL16A027,5 MAP,5/27/22,"Ithaca, NY, USA",Storage root inner layer
TCDM2_X4_24_2_o,X4_24_2_o,2_o,Manihot esculenta,ITH21F004P042,5 MAP,5/27/22,"Ithaca, NY, USA", Storage root outer layer
TCDM2_X4_24_1_i,X4_24_1_i,1_i,Manihot esculenta,ITH21F004P042,5 MAP,5/27/22,"Ithaca, NY, USA",Storage root inner layer
TCDM2_X5_36_3_o,X5_36_3_o,3_o,Manihot esculenta,ITH21F005P036,5 MAP,5/27/22,"Ithaca, NY, USA", Storage root outer layer
TCDM2_X4_24_2_i,X4_24_2_i,2_i,Manihot esculenta,ITH21F004P042,5 MAP,5/27/22,"Ithaca, NY, USA",Storage root inner layer
TCDM2_X4_24_3_o,X4_24_3_o,3_o,Manihot esculenta,ITH21F004P042,5 MAP,5/27/22,"Ithaca, NY, USA", Storage root outer layer
TCDM2_A03_4_1_i,A03_4_1_i,1_i,Manihot esculenta,HIL16A003,5 MAP,5/27/22,"Ithaca, NY, USA",Storage root inner layer
TCDM2_X8_37_2_i,X8_37_2_i,2_i,Manihot esculenta,ITH21F008P037,5 MAP,5/27/22,"Ithaca, NY, USA",Storage root inner layer
TCDM2_X4_24_3_i,X4_24_3_i,3_i,Manihot esculenta,ITH21F004P042,5 MAP,5/27/22,"Ithaca, NY, USA",Storage root inner layer
TCDM2_X8_37_3_o,X8_37_3_o,3_o,Manihot esculenta,ITH21F008P037,5 MAP,5/27/22,"Ithaca, NY, USA", Storage root outer layer
TCDM2_X8_37_2_o,X8_37_2_o,2_o,Manihot esculenta,ITH21F008P037,5 MAP,5/27/22,"Ithaca, NY, USA", Storage root outer layer
TCDM2_X8_37_1_o,X8_37_1_o,1_o,Manihot esculenta,ITH21F008P037,5 MAP,5/27/22,"Ithaca, NY, USA", Storage root outer layer
TCDM2_X8_37_3_i,X8_37_3_i,3_i,Manihot esculenta,ITH21F008P037,5 MAP,5/27/22,"Ithaca, NY, USA",Storage root inner layer
TCDM2_C14_4_1_i,C14_4_1_i,1_i,Manihot esculenta,HIL16C014,5 MAP,5/27/22,"Ithaca, NY, USA",Storage root inner layer
TCDM2_X8_37_1_i,X8_37_1_i,1_i,Manihot esculenta,ITH21F008P037,5 MAP,5/27/22,"Ithaca, NY, USA",Storage root inner layer
TCDM2_C14_4_1_o,C14_4_1_o,1_o,Manihot esculenta,HIL16C014,5 MAP,5/27/22,"Ithaca, NY, USA", Storage root outer layer
TCDM3_109_X11_68_rt2_i,109_X11_68_rt2_i,2_i,Manihot esculenta,ITH21F011P068,5 MAP,5/29/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_109_X11_68_rt3_i,109_X11_68_rt3_i,3_i,Manihot esculenta,ITH21F011P068,5 MAP,5/29/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_320_X2_24_rt1_i,320_X2_24_rt1_i,1_i,Manihot esculenta,ITH21F002P024,5 MAP,5/30/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_320_X2_24_rt2_i,320_X2_24_rt2_i,2_i,Manihot esculenta,ITH21F002P024,5 MAP,5/30/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_320_X2_24_rt3_o,320_X2_24_rt3_o,3_o,Manihot esculenta,ITH21F002P024,5 MAP,5/30/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_417_X1_54_rt1_i,417_X1_54_rt1_i,1_i,Manihot esculenta,ITH21F001P054,5 MAP,5/30/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_417_X1_54_rt3_i,417_X1_54_rt3_i,3_i,Manihot esculenta,ITH21F001P054,5 MAP,5/30/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_101_X2_24_rt3_o,101_X2_24_rt3_o,3_o,Manihot esculenta,ITH21F002P024,6 MAP,6/20/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_113_C17_rt2_o,113_C17_rt2_o,2_o,Manihot esculenta,HIL16C017,6 MAP,6/20/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_313_X1_54_rt1_i,313_X1_54_rt1_i,1_i,Manihot esculenta,ITH21F001P054,6 MAP,6/21/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_313_X1_54_rt2_i,313_X1_54_rt2_i,2_i,Manihot esculenta,ITH21F001P054,6 MAP,6/21/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_313_X1_54_rt3_o,313_X1_54_rt3_o,3_o,Manihot esculenta,ITH21F001P054,6 MAP,6/21/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_412_X11_68_rt1_o,412_X11_68_rt1_o,1_o,Manihot esculenta,ITH21F011P068,6 MAP,6/21/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_412_X11_68_rt2_o,412_X11_68_rt2_o,2_o,Manihot esculenta,ITH21F011P068,6 MAP,6/21/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_412_X11_68_rt3_i,412_X11_68_rt3_i,3_i,Manihot esculenta,ITH21F011P068,6 MAP,6/21/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_412_X11_68_rt3_o,412_X11_68_rt3_o,3_o,Manihot esculenta,ITH21F011P068,6 MAP,6/21/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_115_X1_54_rt1_i,115_X1_54_rt1_i,1_i,Manihot esculenta,ITH21F001P054,7 MAP,7/6/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_115_X1_54_rt1_o,115_X1_54_rt1_o,1_o,Manihot esculenta,ITH21F001P054,7 MAP,7/6/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_115_X1_54_rt2_i,115_X1_54_rt2_i,2_i,Manihot esculenta,ITH21F001P054,7 MAP,7/6/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_115_X1_54_rt2_o,115_X1_54_rt2_o,2_o,Manihot esculenta,ITH21F001P054,7 MAP,7/6/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_115_X1_54_rt3_i,115_X1_54_rt3_i,3_i,Manihot esculenta,ITH21F001P054,7 MAP,7/6/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_219_X2_24_rt1_i,219_X2_24_rt1_i,1_i,Manihot esculenta,ITH21F002P024,7 MAP,7/6/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_219_X2_24_rt3_i,219_X2_24_rt3_i,3_i,Manihot esculenta,ITH21F002P024,7 MAP,7/6/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_303_X11_68_rt1_i,303_X11_68_rt1_i,1_i,Manihot esculenta,ITH21F011P068,7 MAP,7/6/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_303_X11_68_rt2_i,303_X11_68_rt2_i,2_i,Manihot esculenta,ITH21F011P068,7 MAP,7/6/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_411_C17_rt1_o,411_C17_rt1_o,1_o,Manihot esculenta,HIL16C017,7 MAP,7/6/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_411_C17_rt2_i,411_C17_rt2_i,2_i,Manihot esculenta,HIL16C017,7 MAP,7/6/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_302_C17_rt1_i,302_C17_rt1_i,1_i,Manihot esculenta,HIL16C017,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_418_X5_36_rt2_i,418_X5_36_rt2_i,2_i,Manihot esculenta,ITH21F005P036,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_412_X11_68_rt1_i,412_X11_68_rt1_i,1_i,Manihot esculenta,ITH21F011P068,6 MAP,6/21/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_219_X2_24_rt2_i,219_X2_24_rt2_i,2_i,Manihot esculenta,ITH21F002P024,7 MAP,7/6/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_113_C17_rt2_i,113_C17_rt2_i,2_i,Manihot esculenta,HIL16C017,6 MAP,6/20/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_206_C17_rt1_i,206_C17_rt1_i,1_i,Manihot esculenta,HIL16C017,5 MAP,5/29/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_113_C17_rt1_i,113_C17_rt1_i,1_i,Manihot esculenta,HIL16C017,6 MAP,6/20/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_219_X2_24_rt2_o,219_X2_24_rt2_o,2_o,Manihot esculenta,ITH21F002P024,7 MAP,7/6/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_417_X1_54_rt1_o,417_X1_54_rt1_o,1_o,Manihot esculenta,ITH21F001P054,5 MAP,5/30/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_206_C17_rt2_i,206_C17_rt2_i,2_i,Manihot esculenta,HIL16C017,5 MAP,5/29/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_313_X1_54_rt1_o,313_X1_54_rt1_o,1_o,Manihot esculenta,ITH21F001P054,6 MAP,6/21/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_109_X11_68_rt1_o,109_X11_68_rt1_o,1_o,Manihot esculenta,ITH21F011P068,5 MAP,5/29/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_206_C17_rt3_o,206_C17_rt3_o,3_o,Manihot esculenta,HIL16C017,5 MAP,5/29/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_313_X1_54_rt2_o,313_X1_54_rt2_o,2_o,Manihot esculenta,ITH21F001P054,6 MAP,6/21/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_113_C17_rt1_o,113_C17_rt1_o,1_o,Manihot esculenta,HIL16C017,6 MAP,6/20/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_320_X2_24_rt1_o,320_X2_24_rt1_o,1_o,Manihot esculenta,ITH21F002P024,5 MAP,5/30/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_109_X11_68_rt2_o,109_X11_68_rt2_o,2_o,Manihot esculenta,ITH21F011P068,5 MAP,5/29/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_219_X2_24_rt3_o,219_X2_24_rt3_o,3_o,Manihot esculenta,ITH21F002P024,7 MAP,7/6/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_411_C17_rt3_o,411_C17_rt3_o,3_o,Manihot esculenta,HIL16C017,7 MAP,7/6/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_109_X11_68_rt1_i,109_X11_68_rt1_i,1_i,Manihot esculenta,ITH21F011P068,5 MAP,5/29/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_304_X5_31_rt2_i,304_X5_31_rt2_i,2_i,Manihot esculenta,ITH21F005P031,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_219_X2_24_rt1_o,219_X2_24_rt1_o,1_o,Manihot esculenta,ITH21F002P024,7 MAP,7/6/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_109_X11_68_rt3_o,109_X11_68_rt3_o,3_o,Manihot esculenta,ITH21F011P068,5 MAP,5/29/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_303_X11_68_rt3_o,303_X11_68_rt3_o,3_o,Manihot esculenta,ITH21F011P068,7 MAP,7/6/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_417_X1_54_rt3_o,417_X1_54_rt3_o,3_o,Manihot esculenta,ITH21F001P054,5 MAP,5/30/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_101_X2_24_rt1_o,101_X2_24_rt1_o,1_o,Manihot esculenta,ITH21F002P024,6 MAP,6/20/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_113_C17_rt3_o,113_C17_rt3_o,3_o,Manihot esculenta,HIL16C017,6 MAP,6/20/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_403_A20_rt1_i,403_A20_rt1_i,1_i,Manihot esculenta,HIL16A020,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_113_C17_rt3_i,113_C17_rt3_i,3_i,Manihot esculenta,HIL16C017,6 MAP,6/20/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_206_C17_rt3_i,206_C17_rt3_i,3_i,Manihot esculenta,HIL16C017,5 MAP,5/29/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_206_C17_rt2_o,206_C17_rt2_o,2_o,Manihot esculenta,HIL16C017,5 MAP,5/29/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_105_X5_66_rt1_i,105_X5_66_rt1_i,1_i,Manihot esculenta,ITH21F005P066,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_105_X5_66_rt1_o,105_X5_66_rt1_o,1_o,Manihot esculenta,ITH21F005P066,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_105_X5_66_rt2_i,105_X5_66_rt2_i,2_i,Manihot esculenta,ITH21F005P066,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_105_X5_66_rt3_i,105_X5_66_rt3_i,3_i,Manihot esculenta,ITH21F005P066,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_105_X5_66_rt3_o,105_X5_66_rt3_o,3_o,Manihot esculenta,ITH21F005P066,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_106_X4_46_rt2_i,106_X4_46_rt2_i,2_i,Manihot esculenta,ITH21F004P046,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_106_X4_46_rt3_i,106_X4_46_rt3_i,3_i,Manihot esculenta,ITH21F004P046,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_106_X4_46_rt3_o,106_X4_46_rt3_o,3_o,Manihot esculenta,ITH21F004P046,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_107_X4_32_rt2_i,107_X4_32_rt2_i,2_i,Manihot esculenta,ITH21F004P032,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_107_X4_32_rt3_i,107_X4_32_rt3_i,3_i,Manihot esculenta,ITH21F004P032,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_112_X4_67_rt1_i,112_X4_67_rt1_i,1_i,Manihot esculenta,ITH21F004P067,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_112_X4_67_rt2_i,112_X4_67_rt2_i,2_i,Manihot esculenta,ITH21F004P067,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_112_X4_67_rt3_i,112_X4_67_rt3_i,3_i,Manihot esculenta,ITH21F004P067,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_112_X4_67_rt3_o,112_X4_67_rt3_o,3_o,Manihot esculenta,ITH21F004P067,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_118_C14_rt2_i,118_C14_rt2_i,2_i,Manihot esculenta,HIL16C014,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_118_C14_rt3_i,118_C14_rt3_i,3_i,Manihot esculenta,HIL16C014,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_118_C14_rt3_o,118_C14_rt3_o,3_o,Manihot esculenta,HIL16C014,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_205_X1_54_rt1_i,205_X1_54_rt1_i,1_i,Manihot esculenta,ITH21F001P054,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_205_X1_54_rt1_o,205_X1_54_rt1_o,1_o,Manihot esculenta,ITH21F001P054,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_205_X1_54_rt2_o,205_X1_54_rt2_o,2_o,Manihot esculenta,ITH21F001P054,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_205_X1_54_rt3_o,205_X1_54_rt3_o,3_o,Manihot esculenta,ITH21F001P054,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_207_A04_rt2_i,207_A04_rt2_i,2_i,Manihot esculenta,HIL16A004,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_207_A04_rt3_i,207_A04_rt3_i,3_i,Manihot esculenta,HIL16A004,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_210_X11_68_rt2_i,210_X11_68_rt2_i,2_i,Manihot esculenta,ITH21F011P068,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_210_X11_68_rt2_o,210_X11_68_rt2_o,2_o,Manihot esculenta,ITH21F011P068,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_210_X11_68_rt3_i,210_X11_68_rt3_i,3_i,Manihot esculenta,ITH21F011P068,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_210_X11_68_rt3_o,210_X11_68_rt3_o,3_o,Manihot esculenta,ITH21F011P068,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_218_X8_41.5_rt1_i,218_X8_41.5_rt1_i,1_i,Manihot esculenta,ITH21F008P042,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_218_X8_41.5_rt2_i,218_X8_41.5_rt2_i,2_i,Manihot esculenta,ITH21F008P042,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_218_X8_41.5_rt3_o,218_X8_41.5_rt3_o,3_o,Manihot esculenta,ITH21F008P042,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_220_X10_39_rt1_i,220_X10_39_rt1_i,1_i,Manihot esculenta,ITH21F010P039,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_220_X10_39_rt2_i,220_X10_39_rt2_i,2_i,Manihot esculenta,ITH21F010P039,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_302_C17_rt1_o,302_C17_rt1_o,1_o,Manihot esculenta,HIL16C017,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_302_C17_rt2_i,302_C17_rt2_i,2_i,Manihot esculenta,HIL16C017,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_302_C17_rt2_o,302_C17_rt2_o,2_o,Manihot esculenta,HIL16C017,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM3_302_C17_rt3_i,302_C17_rt3_i,3_i,Manihot esculenta,HIL16C017,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM3_304_X5_31_rt1_i,304_X5_31_rt1_i,1_i,Manihot esculenta,ITH21F005P031,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_304_X5_31_rt1_i,304_X5_31_rt1_o,1_o,Manihot esculenta,ITH21F005P031,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_304_X5_31_rt1_o,304_X5_31_rt3_o,3_o,Manihot esculenta,ITH21F005P031,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_304_X5_31_rt3_o,307_A03_rt2_i,2_i,Manihot esculenta,HIL16A003,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_307_A03_rt2_i,307_A03_rt3_i,3_i,Manihot esculenta,HIL16A003,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_307_A03_rt3_i,317_X4_42_rt1_i,1_i,Manihot esculenta,ITH21F004P042,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_317_X4_42_rt1_i,317_X4_42_rt3_o,3_o,Manihot esculenta,ITH21F004P042,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_317_X4_42_rt3_o,319_X8_37_rt1_i,1_i,Manihot esculenta,ITH21F008P037,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_319_X8_37_rt1_i,319_X8_37_rt1_o,1_o,Manihot esculenta,ITH21F008P037,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_319_X8_37_rt1_o,319_X8_37_rt2_i,2_i,Manihot esculenta,ITH21F008P037,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_319_X8_37_rt2_i,319_X8_37_rt2_o,2_o,Manihot esculenta,ITH21F008P037,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_319_X8_37_rt2_o,319_X8_37_rt3_o,3_o,Manihot esculenta,ITH21F008P037,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_319_X8_37_rt3_o,402_X11_57_rt2_i,2_i,Manihot esculenta,ITH21F011P057,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_402_X11_57_rt2_i,403_A20_rt2_i,2_i,Manihot esculenta,HIL16A020,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_403_A20_rt2_i,407_X2_24_rt1_i,1_i,Manihot esculenta,ITH21F002P024,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_407_X2_24_rt1_i,407_X2_24_rt2_i,2_i,Manihot esculenta,ITH21F002P024,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_407_X2_24_rt2_i,407_X2_24_rt2_o,2_o,Manihot esculenta,ITH21F002P024,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_407_X2_24_rt2_o,407_X2_24_rt3_o,3_o,Manihot esculenta,ITH21F002P024,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_407_X2_24_rt3_o,409_X2_45_rt1_i,1_i,Manihot esculenta,ITH21F002P045,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_409_X2_45_rt1_i,409_X2_45_rt2_i,2_i,Manihot esculenta,ITH21F002P045,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_409_X2_45_rt2_i,409_X2_45_rt3_i,3_i,Manihot esculenta,ITH21F002P045,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_409_X2_45_rt3_i,409_X2_45_rt3_o,3_o,Manihot esculenta,ITH21F002P045,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_409_X2_45_rt3_o,418_X5_36_rt3_i,3_i,Manihot esculenta,ITH21F005P036,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_418_X5_36_rt3_i,418_X5_36_rt3_o,3_o,Manihot esculenta,ITH21F005P036,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_418_X5_36_rt3_o,402_X11_57_rt3_i,3_i,Manihot esculenta,ITH21F011P057,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_402_X11_57_rt3_i,317_X4_42_rt1_o,1_o,Manihot esculenta,ITH21F004P042,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_317_X4_42_rt1_o,319_X8_37_rt3_i,3_i,Manihot esculenta,ITH21F008P037,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_319_X8_37_rt3_i,106_X4_46_rt1_o,1_o,Manihot esculenta,ITH21F004P046,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_106_X4_46_rt1_o,220_X10_39_rt3_i,3_i,Manihot esculenta,ITH21F010P039,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_220_X10_39_rt3_i,307_A03_rt1_o,1_o,Manihot esculenta,HIL16A003,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_307_A03_rt1_o,112_X4_67_rt2_o,2_o,Manihot esculenta,ITH21F004P067,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_112_X4_67_rt2_o,304_X5_31_rt2_o,2_o,Manihot esculenta,ITH21F005P031,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_304_X5_31_rt2_o,317_X4_42_rt2_o,2_o,Manihot esculenta,ITH21F004P042,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_317_X4_42_rt2_o,220_X10_39_rt1_o,1_o,Manihot esculenta,ITH21F010P039,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_220_X10_39_rt1_o,418_X5_36_rt1_i,1_i,Manihot esculenta,ITH21F005P036,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_418_X5_36_rt1_i,118_C14_rt1_i,1_i,Manihot esculenta,HIL16C014,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_118_C14_rt1_i,207_A04_rt3_o,3_o,Manihot esculenta,HIL16A004,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_207_A04_rt3_o,107_X4_32_rt1_i,1_i,Manihot esculenta,ITH21F004P032,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
TCDM4_107_X4_32_rt1_i,107_X4_32_rt1_o,1_o,Manihot esculenta,ITH21F004P032,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_107_X4_32_rt1_o,105_X5_66_rt2_o,2_o,Manihot esculenta,ITH21F005P066,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_105_X5_66_rt2_o,118_C14_rt1_o,1_o,Manihot esculenta,HIL16C014,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_118_C14_rt1_o,407_X2_24_rt1_o,1_o,Manihot esculenta,ITH21F002P024,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_407_X2_24_rt1_o,207_A04_rt2_o,2_o,Manihot esculenta,HIL16A004,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_207_A04_rt2_o,409_X2_45_rt1_o,1_o,Manihot esculenta,ITH21F002P045,8 MAP,7/28/23,"Ithaca, NY, USA", Storage root outer layer
TCDM4_409_X2_45_rt1_o,403_A20_rt3_i,3_i,Manihot esculenta,HIL16A020,8 MAP,7/28/23,"Ithaca, NY, USA",Storage root inner layer
