"SampleID","meansuc_mg_g","mean_totalsugar","meanglc_mg_g","mean_starch_mg_g","genotype","block","harvest_date","rootnum","layer","year","PlateName"
"C17_3_3_o",NA,38.0254926611112,NA,621.113190787245,"C17",3,"26-May","3","o","2022","121-163_rna_green_plates"
"C43_1_1_i",14.0732061993481,14.9874780547536,0.914271855405485,966.482246497643,"C43",1,"5/24/22","1","i","2022","Trial1Starch-3_fulldigest"
"C43_1_1_o",4.13953574876725,25.6373505422104,21.4978147934431,881.776788945827,"C43",1,"5/24/22","1","o","2022","Trial1Starch-3_fulldigest"
"C43_1_2_i",18.2379326957097,19.7148630595148,1.47693036380512,554.081173087895,"C43",1,"5/24/22","2","i","2022","Trial1Starch-2_fulldigest"
"C43_1_2_o",1.14373710396101,22.1334005301662,20.9896634262052,638.85009492332,"C43",1,"5/24/22","2","o","2022","Trial1Starch-3_fulldigest"
"C43_1_3_i",19.6794324018906,23.2814439192596,3.60201151736902,753.020318350936,"C43",1,"5/24/22","3","i","2022","Trial1Starch-2_fulldigest"
"C43_1_3_o",4.54674574298024,13.9902253565142,9.44347961353401,390.344496917794,"C43",1,"5/24/22","3","o","2022","Trial1Starch-2_fulldigest"
"C43_2_1_o",13.4778082599275,25.8909738244995,12.413165564572,720.658569533034,"C43",2,"25-May","1","o","2022","Trial1Starch-3_fulldigest"
"C43_2_2_i",8.04263465462254,8.55969697846729,0.517062323844749,686.958739167366,"C43",2,"25-May","2","i","2022","Trial1Starch-3_fulldigest"
"C43_2_2_o",14.0955730696922,25.0949798302884,10.9994067605961,627.172039259558,"C43",2,"25-May","2","o","2022","Trial1Starch-2_fulldigest"
"C43_2_3_i",NA,7.37266506217437,NA,927.765836947692,"C43",2,"25-May","3","i","2022","Trial1Starch-3_fulldigest"
"C43_2_3_o",NA,NA,NA,764.652739038111,"C43",2,"25-May","3","o","2022","Trial1Starch-3_fulldigest"
"C43_3_1_o",2.63745335158743,14.6330154490551,11.9955620974677,730.084598985584,"C43",3,"26-May","1","o","2022","2021_starch_44-86"
"C43_3_2_o",-1.63084107225087,7.2717829302432,8.90262400249407,675.878794682583,"C43",3,"26-May","2","o","2022","2021_starch_1-43"
"C43_3_3_i",NA,7.9912227150535,NA,992.803825775073,"C43",3,"26-May","3","i","2022","2021_starch_44-86"
"C64_1_1_o",NA,29.7297155123674,NA,1104.8937562434,"C64",1,"5/24/22","1","o","2022","2021_RNAselected_starch-lastset"
"C64_1_2_i",9.29011732946932,8.69967905522549,-0.590438274243836,707.877595723622,"C64",1,"5/24/22","2","i","2022","2021_RNAselected_starch-lastset"
"C64_1_2_o",NA,20.3208580400401,NA,754.057866307477,"C64",1,"5/24/22","2","o","2022","2021_RNAselected_starch-1"
"C64_1_3_i",13.6764624502285,13.0411931481044,-0.635269302124089,669.587066429991,"C64",1,"5/24/22","3","i","2022","2021_RNAselected_starch-1"
"C64_3_1_i",NA,6.76579996019809,NA,995.074209152698,"C64",3,"26-May","1","i","2022","78-120 rna_green_plates"
"C64_3_1_i",NA,6.76579996019809,NA,818.231488681725,"C64",3,"26-May","1","i","2022","78-120_rna_green_plates"
"C64_3_1_o",32.3760301932345,32.5633398482202,0.187309654985673,786.399515926059,"C64",3,"26-May","1","o","2022","78-120 rna_green_plates"
"C64_3_1_o",32.3760301932345,32.5633398482202,0.187309654985673,719.127840279943,"C64",3,"26-May","1","o","2022","78-120_rna_green_plates"
"C64_3_2_i",NA,NA,NA,890.178226852619,"C64",3,"26-May","2","i","2022","Trial1Starch-2_fulldigest"
"C64_3_2_o",23.0040968651754,22.4615377474413,-0.542559117734091,674.117627140402,"C64",3,"26-May","2","o","2022","78-120 rna_green_plates"
"C64_3_2_o",23.0040968651754,22.4615377474413,-0.542559117734091,631.743978214496,"C64",3,"26-May","2","o","2022","78-120_rna_green_plates"
"C64_3_3_i",11.306673851665,11.3108991777263,0.00422532606126023,751.323042910007,"C64",3,"26-May","3","i","2022","78-120 rna_green_plates"
"C64_3_3_i",11.306673851665,11.3108991777263,0.00422532606126023,669.830905910693,"C64",3,"26-May","3","i","2022","78-120_rna_green_plates"
"C64_3_3_o",10.0131627067832,14.4231124127441,4.40994970596092,573.490791241416,"C64",3,"26-May","3","o","2022","2021_starch_1-43"
"C64_4_1_i",14.5865775179083,15.7905363538029,1.20395883589464,764.957324356185,"C64",4,"27-May","1","i","2022","2021_RNAselected_starch-1"
"C64_4_1_o",19.4046481435274,24.3606189918759,4.95597084834852,666.505338307857,"C64",4,"27-May","1","o","2022","2021_RNAselected_starch-1"
"C64_4_2_i",11.9694178591701,12.6520981018235,0.682680242653368,777.8411712566,"C64",4,"27-May","2","i","2022","2021_RNAselected_starch-1"
"C64_4_2_o",NA,29.4087317488092,NA,571.478495206745,"C64",4,"27-May","2","o","2022","2021_RNAselected_starch-lastset"
"C64_4_3_i",7.99491287515219,8.1598561816701,0.164943306517908,704.448206982578,"C64",4,"27-May","3","i","2022","2021_RNAselected_starch-1"
"C65_1_1_i",NA,NA,NA,812.818244619081,"C65",1,"5/24/22","1","i","2022","2021_starch_44-86"
"C65_1_1_o",NA,NA,9.20533991562739,454.342505344118,"C65",1,"5/24/22","1","o","2022","2021_starch_44-86"
"C65_1_2_i",9.15859578515055,10.0739947514502,0.915398966299671,806.605378819552,"C65",1,"5/24/22","2","i","2022","2021_starch_44-86"
"C65_1_2_o",13.1031782599697,16.4141864927711,3.31100823280146,690.004689864176,"C65",1,"5/24/22","2","o","2022","2021_starch_44-86"
"C65_1_3_i",10.2871705324804,11.0562399319352,0.769069399454854,684.20073074943,"C65",1,"5/24/22","3","i","2022","2021_starch_44-86"
"C65_1_3_o",NA,NA,NA,676.554788220033,"C65",1,"5/24/22","3","o","2022","2021_starch_1-43"
"C65_2_1_i",15.624919478169,16.8415645887143,1.2166451105453,843.409177427502,NA,NA,NA,NA,NA,"2022","Trial1Starch-2_fulldigest"
"C65_2_1_o",22.0622111240182,25.3755614788072,3.31335035478902,920.624751209543,"C65",2,"25-May","1","o","2022","Trial1Starch-2_fulldigest"
"C65_2_2_i",NA,5.88197141549263,NA,772.066150261766,"C65",2,"25-May","2","i","2022","2021_starch_44-86"
"C65_2_2_o",13.1811960856594,17.6433332358703,4.46213715021092,836.079446304821,"C65",2,"25-May","2","o","2022","Trial1Starch-3_fulldigest"
"C65_4_1_i",NA,2.56576667986649,NA,691.029576372193,"C65",4,"27-May","1","i","2022","2021_starch_1-43"
"C65_4_1_o",26.23777782934,27.7597150382188,1.52193720887882,732.832213544998,"C65",4,"27-May","1","o","2022","Trial1Starch-2_fulldigest"
"C65_4_2_i",NA,NA,1.55459110078795,850.606620262403,"C65",4,"27-May","2","i","2022","Trial1Starch-1_fulldigest"
"C65_4_2_o",22.865697857134,24.0902756904633,1.22457783332931,1018.62744771852,"C65",4,"27-May","2","o","2022","Trial1Starch-2_fulldigest"
"C65_4_3_i",NA,NA,NA,874.611638218972,"C65",4,"27-May","3","i","2022","Trial1Starch-1_fulldigest"
"C65_4_3_o",27.1277775033121,29.0052857225415,1.87750821922941,888.767029236305,"C65",4,"27-May","3","o","2022","Trial1Starch-2_fulldigest"
"X10_30_1_o",NA,11.8819992579734,NA,718.324632104875,"X10_30",3,"26-May","1","o","2022","2021_starch_1-43"
"X10_30_1_o",NA,8.005533468905,NA,806.212737606078,"X10_30",3,"26-May","1","o","2022","2021_starch_1-43"
"X10_30_2_o",8.88672087961228,11.816273913036,2.92955303342374,697.877582563163,"X10_30",3,"26-May","2","o","2022","2021_starch_1-43"
"X10_30_3_i",NA,8.31395858483697,NA,803.506781324616,"X10_30",3,"26-May","3","i","2022","2021_starch_1-43"
"X10_30_3_o",NA,NA,2.91405281209393,731.816992770652,"X10_30",3,"26-May","3","o","2022","2021_starch_1-43"
"X10_39_1_i",9.84633029097891,8.87385652663932,-0.972473764339595,842.854880192972,"X10_39",4,"27-May","1","i","2022","2021_RNAselected_starch-1"
"X10_39_1_i",19.0840339373643,19.4525890865664,0.368555149202115,704.500642592446,"X10_39",4,"27-May","1","i","2022","Trial1Starch-2_fulldigest"
"X10_39_1_o",18.7089135579011,18.0940186151337,-0.614894942767381,819.835989159861,"X10_39",4,"27-May","1","o","2022","2021_RNAselected_starch-1"
"X10_39_2_i",NA,16.0516549078204,NA,1087.94166033624,"X10_39",4,"27-May","2","i","2022","2021_RNAselected_starch-2"
"X10_39_2_i",NA,23.2606381938428,NA,1157.85243790608,"X10_39",4,"27-May","2","i","2022","Trial1Starch-2_fulldigest"
"X10_39_2_o",NA,19.109566623349,NA,842.129543463217,"X10_39",4,"27-May","2","o","2022","2021_RNAselected_starch-2"
"X10_39_3_i",10.3403743780554,9.74668050902539,-0.59369386902998,938.677701009359,"X10_39",4,"27-May","3","i","2022","2021_RNAselected_starch-1"
"X10_39_3_o",19.3154526247864,18.592712070627,-0.72274055415941,651.424864308095,"X10_39",4,"27-May","3","o","2022","2021_RNAselected_starch-1"
"X10_50_1_i",NA,7.55388864855519,NA,1123.00792335408,"X10_50",NA,"","1","i","2022","Trial1Starch-3_fulldigest"
"X10_50_1_o",NA,NA,1.97023382010568,1025.38688015089,"X10_50",2,"25-May","1","o","2022","Trial1Starch-3_fulldigest"
"X10_50_2_i",5.41665729293999,6.15981421390982,0.743156920969832,686.398442509988,"X10_50",2,"25-May","2","i","2022","2021_starch_44-86"
"X10_50_2_o",NA,NA,6.25121418125216,890.615647139626,"X10_50",2,"25-May","2","o","2022","Trial1Starch-1_fulldigest"
"X10_50_3_o",NA,NA,1.42445237779202,818.608520539363,"X10_50",2,"25-May","3","o","2022","2021_starch_44-86"
"X10_52_1_i",16.7020025914109,17.8722672423574,1.1702646509465,1090.66770249328,"X10_52",1,"5/24/22","1","i","2022","Trial1Starch-2_fulldigest"
"X10_52_1_o",NA,NA,2.92665895845097,822.224888776986,"X10_52",1,"5/24/22","1","o","2022","Trial1Starch-1_fulldigest"
"X10_52_2_i",17.1901138429504,17.6841814523845,0.494067609434058,981.256005018983,"X10_52",1,"5/24/22","2","i","2022","Trial1Starch-3_fulldigest"
"X10_52_3_i",18.3985468088293,19.1696760697453,0.77112926091597,869.946823740761,"X10_52",1,"5/24/22","3","i","2022","Trial1Starch-3_fulldigest"
"X10_52_3_o",13.8377339925647,17.6849064739204,3.8471724813557,976.407048540555,"X10_52",1,"5/24/22","3","o","2022","Trial1Starch-3_fulldigest"
"X11_23_1_i",19.0304430878644,19.5464332825742,0.515990194709805,862.516765574902,"X11_23",3,"26-May","1","i","2022","Trial1Starch-2_fulldigest"
"X11_23_1_o",NA,NA,4.21216055736423,820.733317680817,"X11_23",3,"26-May","1","o","2022","2021_starch_1-43"
"X11_23_2_i",6.56489294207465,6.86689414156322,0.302001199488569,842.457209122161,"X11_23",3,"26-May","2","i","2022","2021_starch_44-86"
"X11_23_2_o",NA,NA,7.93463551624482,765.384112501315,"X11_23",3,"26-May","2","o","2022","2021_starch_87-101"
"X11_23_3_i",NA,6.06783837035402,NA,1114.45961114049,"X11_23",3,"26-May","3","i","2022","2021_starch_87-101"
"X11_43_1_i",NA,NA,0.996028996065396,882.102046298947,"X11_43",4,"27-May","1","i","2022","Trial1Starch-1_fulldigest"
"X11_43_1_o",NA,NA,NA,812.686313483517,"X11_43",4,"27-May","1","o","2022","Trial1Starch-1_fulldigest"
"X11_43_2_i",NA,NA,0.850055380633493,897.818886700179,"X11_43",4,"27-May","2","i","2022","Trial1Starch-1_fulldigest"
"X11_43_2_o",NA,NA,1.54357757354966,827.866869877417,"X11_43",4,"27-May","2","o","2022","Trial1Starch-1_fulldigest"
"X11_43_3_i",NA,NA,NA,756.59227868097,"X11_43",4,"27-May","3","i","2022","Trial1Starch-1_fulldigest"
"X11_43_3_o",NA,NA,2.04546336176505,752.121752541485,"X11_43",4,"27-May","3","o","2022","Trial1Starch-1_fulldigest"
"X11_57_1_i",NA,7.48718570102711,NA,872.341479062169,"X11_57",1,"5/24/22","1","i","2022","2021_RNAselected_starch-2"
"X11_57_1_o",NA,NA,2.42258088350651,882.879572749544,"X11_57",1,"5/24/22","1","o","2022","2021_RNAselected_starch-2"
"X11_57_2_i",9.72633354789532,9.35541778230392,-0.3709157655914,1211.32825004607,"X11_57",1,"5/24/22","2","i","2022","2021_RNAselected_starch-2"
"X11_57_2_o",23.2318362293259,25.6505635649757,2.4187273356498,1193.83419906345,"X11_57",1,"5/24/22","2","o","2022","2021_RNAselected_starch-2"
"X11_57_3_i",NA,9.44536981374165,NA,NA,"X11_57",1,"5/24/22","3","i","2022",NA
"X11_57_3_o",NA,20.9519536687576,NA,755.72482965163,"X11_57",1,"5/24/22","3","o","2022","2021_RNAselected_starch-2"
"X11_68_1_i",9.70635488885658,8.70772643129745,-0.998628457559129,1200.82069954796,"X11_68",2,"25-May","1","i","2022","2021_RNAselected_starch-lastset"
"X11_68_1_o",NA,NA,1.76950524614816,1000.72854538227,"X11_68",2,"25-May","1","o","2022","2021_RNAselected_starch-2"
"X11_68_2_i",11.3300942438326,12.435904999811,1.10581075597838,949.0543303192,"X11_68",2,"25-May","2","i","2022","2021_RNAselected_starch-lastset"
"X11_68_2_o",19.7763105502671,21.3836742758784,1.60736372561135,535.703696715404,"X11_68",2,"25-May","2","o","2022","2021_RNAselected_starch-lastset"
"X11_68_3_i",8.94159428819126,8.46697524178335,-0.474619046407921,1288.54482387701,"X11_68",2,"25-May","3","i","2022","2021_RNAselected_starch-lastset"
"X11_68_3_o",20.7495543212201,22.4587184386082,1.70916411738814,333.235371670384,"X11_68",2,"25-May","3","o","2022","2021_RNAselected_starch-lastset"
"X12_29_1_i",NA,5.86766715315246,NA,746.836573364443,"X12_29",4,"27-May","1","i","2022","2021_starch_1-43"
"X12_29_1_o",7.71384695203233,10.9097228959153,3.19587594388301,630.938036657766,"X12_29",4,"27-May","1","o","2022","2021_starch_1-43"
"X12_29_2_i",1.47284346320528,2.57907382068263,1.10623035747735,802.633106629778,"X12_29",4,"27-May","2","i","2022","2021_starch_1-43"
"X12_29_2_o",NA,NA,2.20276285028135,893.087824596423,"X12_29",4,"27-May","2","o","2022","Trial1Starch-1_fulldigest"
"X12_29_3_i",1.12878910018211,3.21659522646991,2.0878061262878,798.699753118861,"X12_29",4,"27-May","3","i","2022","2021_starch_1-43"
"X12_29_3_o",NA,12.6080814476376,NA,751.682234037184,"X12_29",4,"27-May","3","o","2022","2021_starch_1-43"
"X12_41_1_i",3.62350716380121,3.64958248454301,0.0260753207418031,856.309028430756,"X12_41",3,"26-May","1","i","2022","2021_starch_87-101"
"X12_41_1_o",NA,NA,3.85315662007064,805.736291486532,"X12_41",3,"26-May","1","o","2022","2021_starch_87-101"
"X12_41_2_i",5.83295785976447,6.38312384870174,0.550165988937271,966.88980607075,"X12_41",3,"26-May","2","i","2022","2021_starch_44-86"
"X12_41_2_o",NA,24.7690261577609,NA,840.630761533971,"X12_41",3,"26-May","2","o","2022","2021_starch_87-101"
"X12_41_3_i",4.28598880603062,8.40951666886623,4.1235278628356,672.777133305577,"X12_41",3,"26-May","3","i","2022","2021_starch_87-101"
"X12_41_3_o",-7.50125274413235,14.3302148079055,21.8314675520379,794.370278055374,"X12_41",3,"26-May","3","o","2022","2021_starch_87-101"
"X12_59_1_i",NA,NA,2.60452879848036,889.5013091585,"X12_59",4,"27-May","1","i","2022","Trial1Starch-1_fulldigest"
"X12_59_1_o",NA,NA,NA,688.833673163784,"X12_59",4,"27-May","1","o","2022","Trial1Starch-1_fulldigest"
"X12_59_2_i",NA,NA,1.54101579365672,948.751634350786,"X12_59",4,"27-May","2","i","2022","Trial1Starch-1_fulldigest"
"X12_59_2_o",NA,NA,11.5180202220925,815.120941543996,"X12_59",4,"27-May","2","o","2022","Trial1Starch-1_fulldigest"
"X12_59_3_i",NA,NA,-0.0608199796615794,862.455995797407,"X12_59",4,"27-May","3","i","2022","Trial1Starch-1_fulldigest"
"X12_59_3_o",NA,NA,17.8045075195166,805.601345975671,"X12_59",4,"27-May","3","o","2022","Trial1Starch-1_fulldigest"
"X12_63_1_i",12.3700337116516,13.8625857032546,1.49255199160299,558.701852817027,"X12_63",2,"25-May","1","i","2022","Trial1Starch-3_fulldigest"
"X12_63_1_o",NA,NA,7.0376434113857,667.192576927703,"X12_63",2,"25-May","1","o","2022","2021_starch_44-86"
"X12_63_2_o",11.2769263458249,21.6743375042359,10.397411158411,951.722987529823,"X12_63",2,"25-May","2","o","2022","Trial1Starch-2_fulldigest"
"X12_63_3_i",14.3974583410064,17.2476298775795,2.85017153657306,982.500472477446,"X12_63",2,"25-May","3","i","2022","Trial1Starch-2_fulldigest"
"X12_63_3_o",15.7462643767608,23.0061914881036,7.25992711134279,826.891474910807,"X12_63",2,"25-May","3","o","2022","Trial1Starch-2_fulldigest"
"X1_34_1_i",NA,6.94623237249548,NA,1038.59427578426,"X1_34",2,"25-May","1","i","2022","2021_starch_44-86"
"X1_34_1_o",10.9179061634455,11.7557147882183,0.837808624772853,711.497129998842,"X1_34",2,"25-May","1","o","2022","2021_starch_44-86"
"X1_34_2_i",NA,4.96927813734636,NA,777.907612517601,"X1_34",2,"25-May","2","i","2022","2021_starch_1-43"
"X1_34_2_o",NA,9.73150510818905,NA,956.643122077899,"X1_34",2,"25-May","2","o","2022","2021_starch_44-86"
"X1_34_3_i",6.94200065562525,8.17896603052503,1.23696537489978,541.466024923407,"X1_34",2,"25-May","3","i","2022","2021_starch_44-86"
"X1_34_3_o",11.9475152296028,14.4483368850258,2.50082165542304,694.108350646528,"X1_34",2,"25-May","3","o","2022","2021_starch_44-86"
"X1_54_1_o",16.0102241945802,17.0774707117551,1.06724651717486,931.906732543378,"X1_54",1,"5/24/22","1","o","2022","2021_RNAselected_starch-1"
"X1_54_2_i",10.8227684591116,10.4258697623071,-0.396898696804493,1003.23603948376,"X1_54",1,"5/24/22","2","i","2022","2021_RNAselected_starch-2"
"X1_54_2_o",17.8395313980436,19.0307819105681,1.19125051252457,900.320622271003,"X1_54",1,"5/24/22","2","o","2022","2021_RNAselected_starch-2"
"X1_54_3_i",7.31297394352365,6.79231698367731,-0.520656959846347,943.108782794614,"X1_54",1,"5/24/22","3","i","2022","2021_RNAselected_starch-1"
"X1_54_3_o",20.2627648754526,21.0818339423116,0.819069066859056,997.948759855281,"X1_54",1,"5/24/22","3","o","2022","2021_RNAselected_starch-2"
"X2_24_1_i",27.398219079639,26.50061520131,-0.897603878328981,717.682379796759,"X2_24",4,"27-May","1","i","2022","2021_RNAselected_starch-1"
"X2_24_1_o",NA,NA,NA,501.573430522901,"X2_24",4,"27-May","1","o","2022","2021_RNAselected_starch-1"
"X2_24_2_i",NA,23.8784311603634,NA,759.669035783291,"X2_24",4,"27-May","2","i","2022","2021_RNAselected_starch-1"
"X2_24_2_o",NA,17.053755943459,NA,687.846997367945,"X2_24",4,"27-May","2","o","2022","2021_RNAselected_starch-1"
"X2_24_3_i",21.7839949435662,21.4400561344534,-0.343938809112841,688.258260225174,"X2_24",4,"27-May","3","i","2022","2021_RNAselected_starch-1"
"X2_24_3_o",NA,17.2011503329661,NA,810.616642500994,"X2_24",4,"27-May","3","o","2022","2021_RNAselected_starch-2"
"X2_45_1_i",9.05116636598443,7.54335379197607,-1.50781257400836,623.421571771523,"X2_45",1,"5/24/22","1","i","2022","78-120 rna_green_plates"
"X2_45_1_i",9.05116636598443,7.54335379197607,-1.50781257400836,682.985068063424,"X2_45",1,"5/24/22","1","i","2022","78-120_rna_green_plates"
"X2_45_1_o",19.2247442520375,21.6577704059833,2.4330261539458,792.449975888337,"X2_45",1,"5/24/22","1","o","2022","78-120 rna_green_plates"
"X2_45_1_o",19.2247442520375,21.6577704059833,2.4330261539458,806.926582972725,"X2_45",1,"5/24/22","1","o","2022","78-120_rna_green_plates"
"X2_45_2_i",11.3079579538129,12.17530000707,0.867342053257032,954.732266325083,"X2_45",1,"5/24/22","2","i","2022","78-120 rna_green_plates"
"X2_45_2_o",NA,25.1253024294773,NA,864.544612140059,"X2_45",1,"5/24/22","2","o","2022","78-120 rna_green_plates"
"X2_45_2_o",NA,25.1253024294773,NA,750.045531291581,"X2_45",1,"5/24/22","2","o","2022","78-120_rna_green_plates"
"X2_45_3_i",7.92944911505254,7.81414480827675,-0.115304306775784,924.041914714805,"X2_45",1,"5/24/22","3","i","2022","78-120 rna_green_plates"
"X2_45_3_i",7.92944911505254,7.81414480827675,-0.115304306775784,844.617983607433,"X2_45",1,"5/24/22","3","i","2022","78-120_rna_green_plates"
"X2_45_3_o",23.2656079903715,28.1103062709686,4.84469828059711,787.701253649666,"X2_45",1,"5/24/22","3","o","2022","78-120 rna_green_plates"
"X2_45_3_o",23.2656079903715,28.1103062709686,4.84469828059711,699.968425862667,"X2_45",1,"5/24/22","3","o","2022","78-120_rna_green_plates"
"X2_58_1_i",8.27993790277947,9.29617646911121,1.01623856633174,540.685864999507,"X2_58",3,"26-May","1","i","2022","2021_starch_87-101"
"X2_58_2_i",NA,8.50426492438974,NA,906.597576534231,"X2_58",3,"26-May","2","i","2022","2021_starch_44-86"
"X2_58_2_o",8.61519917185038,11.855889435536,3.24069026368558,587.122235053369,"X2_58",3,"26-May","2","o","2022","2021_starch_1-43"
"X2_58_3_o",2.28484793228412,13.5500175295548,11.2651695972707,622.958672345267,"X2_58",3,"26-May","3","o","2022","2021_starch_1-43"
"X3_25_1_i",NA,20.6834024489501,NA,1159.09286352676,"X3_25",1,"5/24/22","1","i","2022","Trial1Starch-3_fulldigest"
"X3_25_1_o",NA,NA,10.0109282705194,965.936078908999,"X3_25",1,"5/24/22","1","o","2022","Trial1Starch-2_fulldigest"
"X3_25_2_i",NA,27.2791513629514,NA,851.316144103436,"X3_25",1,"5/24/22","2","i","2022","Trial1Starch-2_fulldigest"
"X3_25_2_o",0.989858678359442,3.05754059302595,2.06768191466651,NA,"X3_25",1,"5/24/22","2","o","2022",NA
"X3_25_3_i",16.7847768148447,18.2200657388204,1.43528892397569,1096.45053457455,"X3_25",1,"5/24/22","3","i","2022","Trial1Starch-3_fulldigest"
"X3_25_3_o",14.8180769495276,18.0427515535887,3.22467460406114,855.521598939687,"X3_25",1,"5/24/22","3","o","2022","Trial1Starch-3_fulldigest"
"X3_28_1_i",NA,1.79716649555867,NA,780.40262651861,"X3_28",4,"27-May","1","i","2022","2021_starch_1-43"
"X3_28_1_o",NA,10.2366060524555,NA,655.086915366679,"X3_28",4,"27-May","1","o","2022","2021_starch_1-43"
"X3_28_2_i",NA,11.1920291042264,NA,1143.75151956201,"X3_28",4,"27-May","2","i","2022","Trial1Starch-2_fulldigest"
"X3_28_2_o",7.67552246936597,9.97804823652467,2.3025257671587,685.538268382404,"X3_28",4,"27-May","2","o","2022","2021_starch_1-43"
"X3_28_3_i",NA,2.96857835926195,NA,687.810386744634,"X3_28",4,"27-May","3","i","2022","2021_starch_1-43"
"X3_28_3_o",NA,8.46741065317809,NA,725.689827117707,"X3_28",4,"27-May","3","o","2022","2021_starch_1-43"
"X3_44_1_i",28.4109682781753,30.0779140266459,1.66694574847064,1053.97395392351,"X3_44",3,"26-May","1","i","2022","Trial1Starch-2_fulldigest"
"X3_44_1_o",7.33866488905285,11.6685913010722,4.32992641201933,716.946349116931,"X3_44",3,"26-May","1","o","2022","2021_starch_1-43"
"X3_44_2_o",NA,8.1043300098156,NA,787.962662865593,"X3_44",3,"26-May","2","o","2022","2021_starch_1-43"
"X3_44_3_o",12.0669174419446,20.0643538816127,7.9974364396681,980.011287955998,"X3_44",3,"26-May","3","o","2022","Trial1Starch-3_fulldigest"
"X3_60_1_i",NA,NA,18.6866762228619,NA,"X3_60",2,"25-May","1","i","2022",NA
"X3_60_2_i",NA,NA,1.34059192032733,803.77904213678,"X3_60",2,"25-May","2","i","2022","Trial1Starch-1_fulldigest"
"X3_60_2_o",NA,NA,5.28704137074072,856.498262301437,"X3_60",2,"25-May","2","o","2022","Trial1Starch-1_fulldigest"
"X3_60_3_i",NA,NA,1.47811694449744,933.860103591019,"X3_60",2,"25-May","3","i","2022","Trial1Starch-1_fulldigest"
"X3_60_3_o",NA,NA,24.4455031348951,817.031453382661,"X3_60",2,"25-May","3","o","2022","Trial1Starch-1_fulldigest"
"X3_61_1_i",NA,NA,1.3731279095119,855.680526448565,"X3_61",1,"5/24/22","1","i","2022","Trial1Starch-1_fulldigest"
"X3_61_1_o",NA,NA,10.8691551617932,965.911482673841,"X3_61",1,"5/24/22","1","o","2022","Trial1Starch-3_fulldigest"
"X3_61_2_i",23.9433965186668,24.2991964036592,0.355799884992416,1029.55121542507,"X3_61",1,"5/24/22","2","i","2022","Trial1Starch-2_fulldigest"
"X3_61_2_o",14.0477277469263,33.6078907445458,19.5601629976195,604.293747367379,"X3_61",1,"5/24/22","2","o","2022","Trial1Starch-3_fulldigest"
"X3_61_3_i",16.3029505264916,16.9271433781619,0.624192851670293,889.559481346764,"X3_61",1,"5/24/22","3","i","2022","Trial1Starch-2_fulldigest"
"X3_61_3_o",NA,NA,2.02315321795248,986.183010059967,"X3_61",1,"5/24/22","3","o","2022","Trial1Starch-3_fulldigest"
"X4_24_1_i",30.3318251730555,27.6098029928107,-2.7220221802448,NA,"X4_24",4,"27-May","1","i","2022",NA
"X4_24_1_o",31.7862888643844,34.841057395593,3.05476853120853,1024.72951732494,"X4_24",4,"27-May","1","o","2022","2021_RNAselected_starch-lastset"
"X4_24_2_i",13.6333458043494,11.2651978202773,-2.36814798407211,604.438595360167,"X4_24",4,"27-May","2","i","2022","121-163_rna_green_plates"
"X4_24_2_o",25.1942875251605,27.4942325709407,2.29994504578023,656.766951585287,"X4_24",4,"27-May","2","o","2022","2021_RNAselected_starch-lastset"
"X4_24_3_i",NA,21.1112141771567,NA,971.148527484283,"X4_24",4,"27-May","3","i","2022","121-163_rna_green_plates"
"X4_24_3_o",NA,20.7361382680094,NA,898.438286479557,"X4_24",4,"27-May","3","o","2022","78-120 rna_green_plates"
"X4_24_3_o",NA,20.7361382680094,NA,885.492938823435,"X4_24",4,"27-May","3","o","2022","78-120_rna_green_plates"
"X4_32_1_i",14.8911173089131,17.4507645153944,2.55964720648128,851.202896999857,"X4_32",3,"26-May","1","i","2022","2021_RNAselected_starch-2"
"X4_32_1_o",NA,NA,NA,703.050127884505,"X4_32",3,"26-May","1","o","2022","121-163_rna_green_plates"
"X4_32_2_i",11.2069980354761,12.1132124375212,0.906214402045088,914.816857256841,"X4_32",3,"26-May","2","i","2022","2021_RNAselected_starch-2"
"X4_32_2_o",NA,69.9025082127075,NA,715.495881536079,"X4_32",3,"26-May","2","o","2022","121-163_rna_green_plates"
"X4_32_3_i",12.5741127250747,14.7146520918233,2.14053936674867,619.040263358155,"X4_32",3,"26-May","3","i","2022","2021_RNAselected_starch-2"
"X4_32_3_o",7.82765850505348,27.4148999077101,19.5872414026567,624.334649291972,"X4_32",3,"26-May","3","o","2022","2021_RNAselected_starch-2"
"X4_33_1_i",NA,4.30935837065332,NA,851.039828251962,"X4_33",2,"25-May","1","i","2022","2021_starch_44-86"
"X4_33_1_o",NA,NA,5.51621584762871,988.582890521267,"X4_33",2,"25-May","1","o","2022","Trial1Starch-1_fulldigest"
"X4_33_2_i",NA,NA,13.8829828641859,888.388943065731,"X4_33",2,"25-May","2","i","2022","Trial1Starch-1_fulldigest"
"X4_33_2_o",NA,19.247645461849,NA,909.859497530839,"X4_33",2,"25-May","2","o","2022","Trial1Starch-3_fulldigest"
"X4_33_3_i",NA,NA,NA,880.491576046893,"X4_33",2,"25-May","3","i","2022","Trial1Starch-1_fulldigest"
"X4_33_3_o",NA,NA,4.80594164616626,NA,"X4_33",2,"25-May","3","o","2022",NA
"X4_46_1_i",NA,16.4583322989125,NA,818.471350996401,"X4_46",3,"26-May","1","i","2022","2021_RNAselected_starch-2"
