Manes.01G036600.v8.1	202	202	0
Manes.01G036700.v8.1	21	11	11
Manes.01G036800.v8.1	6	7	0
Manes.01G037000.v8.1	1	1	0
Manes.01G037100.v8.1	1	1	0
Manes.01G037200.v8.1	168	168	0
Manes.01G037300.v8.1	138	138	0
Manes.01G037400.v8.1	48	48	0
Manes.01G037500.v8.1	1	0	2
Manes.01G038033.v8.1	0	1	0
Manes.01G037600.v8.1	85	85	0
Manes.01G037700.v8.1	47	46	1
Manes.01G038000.v8.1	9	9	0
Manes.01G038100.v8.1	3	3	0
Manes.01G038200.v8.1	64	63	1
Manes.01G038300.v8.1	34	31	3
Manes.01G038400.v8.1	2	2	0
Manes.01G038700.v8.1	121	121	0
Manes.01G039012.v8.1	0	0	0
Manes.01G039036.v8.1	0	0	0
Manes.01G039048.v8.1	0	0	0
Manes.01G039060.v8.1	0	0	0
Manes.01G039084.v8.1	0	0	0
Manes.01G039096.v8.1	0	0	0
Manes.01G039108.v8.1	0	0	0
Manes.01G039132.v8.1	0	0	0
Manes.01G039144.v8.1	0	0	0
Manes.01G039156.v8.1	0	0	0
Manes.01G039168.v8.1	0	0	0
Manes.01G039180.v8.1	0	0	0
Manes.01G039192.v8.1	0	0	0
Manes.01G039204.v8.1	0	0	0
Manes.01G039216.v8.1	0	0	0
Manes.01G039240.v8.1	0	0	0
Manes.01G039264.v8.1	0	0	0
Manes.01G036311.v8.1	0	0	0
Manes.01G041000.v8.1	0	0	0
Manes.01G041100.v8.1	0	0	0
Manes.01G041200.v8.1	0	0	0
Manes.01G041300.v8.1	266	266	0
Manes.01G041400.v8.1	0	0	0
Manes.01G041700.v8.1	1	0	1
Manes.01G041800.v8.1	3	3	0
Manes.01G041900.v8.1	0	0	0
Manes.01G042100.v8.1	37	37	0
Manes.01G042200.v8.1	24517	24517	0
Manes.01G042400.v8.1	193	193	0
Manes.01G042501.v8.1	0	0	0
Manes.01G042600.v8.1	302	301	1
Manes.01G042700.v8.1	67	67	0
Manes.01G042800.v8.1	110	110	0
Manes.01G043000.v8.1	10	9	1
Manes.01G043100.v8.1	98	98	0
Manes.01G043200.v8.1	1	1	0
Manes.01G043300.v8.1	3	3	0
Manes.01G043500.v8.1	0	0	4
Manes.01G043600.v8.1	6	10	0
Manes.01G043650.v8.1	0	0	0
Manes.01G043700.v8.1	18	18	0
Manes.01G043800.v8.1	0	0	0
Manes.01G043900.v8.1	2632	2631	1
Manes.01G043951.v8.1	0	0	0
Manes.01G044000.v8.1	0	0	0
Manes.01G044100.v8.1	670	670	0
Manes.01G044200.v8.1	0	0	0
Manes.01G044400.v8.1	293	282	11
Manes.01G044600.v8.1	130	130	0
Manes.01G044700.v8.1	31	31	0
Manes.01G044801.v8.1	2	2	0
Manes.01G045000.v8.1	1	1	0
Manes.01G050300.v8.1	17	17	0
Manes.01G050400.v8.1	0	0	0
Manes.01G050450.v8.1	0	0	0
Manes.01G050500.v8.1	3	2	1
Manes.01G050600.v8.1	0	0	0
Manes.01G050700.v8.1	1	1	0
Manes.01G050733.v8.1	17	17	0
Manes.01G050800.v8.1	0	0	0
Manes.01G050900.v8.1	35	35	0
Manes.01G051000.v8.1	9	9	0
Manes.01G051400.v8.1	4	4	0
Manes.01G051500.v8.1	75	75	0
Manes.01G051515.v8.1	0	0	0
Manes.01G051530.v8.1	1	1	0
Manes.01G051545.v8.1	36	36	0
Manes.01G051605.v8.1	0	0	0
Manes.01G048100.v8.1	113	113	0
Manes.01G048130.v8.1	0	0	0
Manes.01G048145.v8.1	0	0	0
Manes.01G048400.v8.1	72	72	0
Manes.01G048766.v8.1	0	0	0
Manes.01G048600.v8.1	14	14	0
Manes.01G046700.v8.1	28	28	0
Manes.01G046200.v8.1	0	0	0
Manes.01G046100.v8.1	15	15	0
Manes.01G045900.v8.1	231	231	0
Manes.01G045700.v8.1	0	0	0
Manes.01G045650.v8.1	86	86	0
Manes.01G045600.v8.1	63	63	0
Manes.01G045560.v8.1	0	0	0
Manes.01G045575.v8.1	0	0	0
Manes.01G045590.v8.1	0	0	0
Manes.01G024001.v8.1	0	0	0
Manes.01G048000.v8.1	17	34	14
Manes.01G047900.v8.1	36	50	17
Manes.01G047820.v8.1	1	1	0
Manes.01G048900.v8.1	1	1	0
Manes.01G049100.v8.1	86	86	0
Manes.01G049200.v8.1	0	0	0
Manes.01G049300.v8.1	25	25	0
Manes.01G049315.v8.1	0	0	0
Manes.01G049330.v8.1	4	4	0
Manes.01G049360.v8.1	1	1	0
Manes.01G049375.v8.1	144	144	0
Manes.01G049435.v8.1	5	0	5
Manes.01G049450.v8.1	0	0	0
Manes.01G049465.v8.1	1012	1009	3
Manes.01G049480.v8.1	0	0	0
Manes.01G049525.v8.1	0	0	0
Manes.01G049540.v8.1	0	0	0
Manes.01G049555.v8.1	0	0	0
Manes.01G049585.v8.1	0	0	0
Manes.01G049601.v8.1	151	151	0
Manes.01G049616.v8.1	7	6	1
Manes.01G049631.v8.1	1374	1373	1
Manes.01G048966.v8.1	0	0	0
Manes.01G046800.v8.1	376	376	0
Manes.01G047000.v8.1	0	0	0
Manes.01G047100.v8.1	2	2	0
Manes.01G047200.v8.1	0	0	0
Manes.01G047215.v8.1	15	15	0
Manes.01G047400.v8.1	10	10	0
Manes.01G045500.v8.1	6	5	1
Manes.01G045515.v8.1	8	8	0
Manes.01G045300.v8.1	4	4	0
Manes.01G045165.v8.1	14	14	0
Manes.01G045180.v8.1	0	0	0
Manes.01G045195.v8.1	129	129	0
Manes.01G045210.v8.1	29	29	0
Manes.01G049700.v8.1	178	178	0
Manes.01G049900.v8.1	0	0	0
Manes.01G050200.v8.1	152	151	1
Manes.01G052400.v8.1	267	48	219
Manes.01G052500.v8.1	53	53	0
Manes.01G052600.v8.1	0	0	0
Manes.01G056200.v8.1	0	0	0
Manes.01G056204.v8.1	1	1	0
Manes.01G051600.v8.1	132	132	0
Manes.01G051700.v8.1	249	249	0
Manes.01G051800.v8.1	0	0	0
Manes.01G051900.v8.1	0	0	0
Manes.01G052100.v8.1	3	3	0
Manes.01G052104.v8.1	38	38	0
Manes.01G052108.v8.1	124	124	0
Manes.01G052112.v8.1	21	21	0
Manes.01G049500.v8.1	24	23	1
Manes.01G053000.v8.1	20	20	0
Manes.01G053100.v8.1	1	1	0
Manes.01G053150.v8.1	0	0	0
Manes.01G053200.v8.1	300	300	0
Manes.01G053300.v8.1	257	257	0
Manes.01G053600.v8.1	8	8	0
Manes.01G053700.v8.1	0	0	0
Manes.01G053800.v8.1	25	25	0
Manes.01G053875.v8.1	0	0	0
Manes.01G053950.v8.1	0	0	0
Manes.01G054100.v8.1	0	0	0
Manes.01G054104.v8.1	0	0	0
Manes.01G054300.v8.1	0	0	0
Manes.01G054400.v8.1	409	0	409
Manes.01G054600.v8.1	247	247	0
Manes.01G054800.v8.1	22	22	0
Manes.01G054900.v8.1	226	226	0
Manes.01G055300.v8.1	0	0	0
Manes.01G055400.v8.1	1	1	0
Manes.01G055500.v8.1	491	491	0
Manes.01G055512.v8.1	0	0	0
Manes.01G055600.v8.1	640	640	0
Manes.01G055700.v8.1	0	0	0
Manes.01G055704.v8.1	0	0	0
Manes.01G055708.v8.1	0	0	0
Manes.01G056000.v8.1	7	3	4
Manes.01G056100.v8.1	37	37	0
Manes.01G056450.v8.1	251	251	0
Manes.01G056750.v8.1	0	0	0
Manes.01G056800.v8.1	14	14	0
Manes.01G056900.v8.1	22	22	0
Manes.01G057000.v8.1	0	0	0
Manes.01G057100.v8.1	0	0	0
Manes.01G057200.v8.1	0	0	0
Manes.01G057300.v8.1	9	9	0
Manes.01G057400.v8.1	45	45	0
Manes.01G057601.v8.1	0	0	0
Manes.01G057800.v8.1	16	16	0
Manes.01G057900.v8.1	182	182	0
Manes.01G058000.v8.1	0	0	0
Manes.01G058100.v8.1	0	0	0
Manes.01G058300.v8.1	1	1	0
Manes.01G058450.v8.1	0	0	0
Manes.01G058600.v8.1	11	11	0
Manes.01G058700.v8.1	0	0	0
Manes.01G058750.v8.1	0	0	0
Manes.01G058800.v8.1	34	30	4
Manes.01G058900.v8.1	9	9	0
Manes.01G059200.v8.1	46	46	0
Manes.01G059300.v8.1	0	0	0
Manes.01G059400.v8.1	0	0	0
Manes.01G059500.v8.1	69	69	0
